"Freq [GHz]","dB(S(1,1)) [] - _1_for_ON__0_for_OFF='1' SCBias_length='18mm' SCGround_length='18mm'","dB(S(2,1)) [] - _1_for_ON__0_for_OFF='1' SCBias_length='18mm' SCGround_length='18mm'"
3.525,-6.13054340845861,-1.9677119905657
3.526,-6.12360458543233,-1.97044806435431
3.527,-6.11667280123697,-1.97318751737407
3.528,-6.10974805264455,-1.97593035001999
3.529,-6.1028303364193,-1.97867656267947
3.53,-6.09591964931766,-1.98142615573227
3.531,-6.08901598808816,-1.98417912955055
3.532,-6.08211934947153,-1.98693548449878
3.533,-6.07522973020069,-1.98969522093391
3.534,-6.06834712700071,-1.99245833920522
3.535,-6.06147153658881,-1.99522483965439
3.536,-6.05460295567438,-1.99799472261549
3.537,-6.04774138095897,-2.00076798841499
3.538,-6.04088680913627,-2.00354463737176
3.539,-6.03403923689216,-2.00632466979708
3.54,-6.0271986609046,-2.00910808599464
3.541,-6.0203650778438,-2.01189488626051
3.542,-6.01353848437204,-2.0146850708832
3.543,-6.00671887714377,-2.01747864014365
3.544,-5.99990625280561,-2.0202755943152
3.545,-5.99310060799628,-2.02307593366362
3.546,-5.98630193934669,-2.02587965844716
3.547,-5.97951024347986,-2.02868676891642
3.548,-5.97272551701096,-2.0314972653145
3.549,-5.96594775654732,-2.03431114787695
3.55,-5.95917695868837,-2.03712841683174
3.551,-5.95241312002573,-2.0399490723993
3.552,-5.9456562371431,-2.04277311479256
3.553,-5.93890630661637,-2.04560054421688
3.554,-5.93216332501353,-2.04843136087009
3.555,-5.92542728889474,-2.05126556494251
3.556,-5.91869819481227,-2.05410315661694
3.557,-5.91197603931055,-2.05694413606867
3.558,-5.90526081892613,-2.05978850346549
3.559,-5.8985525301877,-2.06263625896765
3.56,-5.89185116961609,-2.06548740272796
3.561,-5.88515673372428,-2.0683419348917
3.562,-5.87846921901737,-2.0711998555967
3.563,-5.87178862199262,-2.0740611649733
3.564,-5.86511493913941,-2.07692586314435
3.565,-5.85844816693926,-2.07979395022526
3.566,-5.85178830186585,-2.08266542632398
3.567,-5.84513534038501,-2.085540291541
3.568,-5.83848927895469,-2.08841854596937
3.569,-5.83185011402497,-2.09130018969472
3.57,-5.82521784203815,-2.09418522279524
3.571,-5.81859245942859,-2.09707364534166
3.572,-5.81197396262287,-2.09996545739737
3.573,-5.80536234803971,-2.10286065901827
3.574,-5.79875761208994,-2.10575925025291
3.575,-5.79215975117658,-2.10866123114242
3.576,-5.78556876169485,-2.11156660172059
3.577,-5.77898464003205,-2.11447536201376
3.578,-5.7724073825677,-2.11738751204095
3.579,-5.76583698567347,-2.1203030518138
3.58,-5.75927344571321,-2.12322198133661
3.581,-5.75271675904293,-2.12614430060629
3.582,-5.74616692201085,-2.12907000961249
3.583,-5.7396239309573,-2.13199910833743
3.584,-5.73308778221486,-2.13493159675606
3.585,-5.72655847210828,-2.13786747483604
3.586,-5.7200359969545,-2.14080674253766
3.587,-5.71352035306262,-2.14374939981397
3.588,-5.70701153673399,-2.14669544661069
3.589,-5.70050954426214,-2.14964488286629
3.59,-5.6940143719328,-2.15259770851196
3.591,-5.68752601602393,-2.15555392347161
3.592,-5.68104447280569,-2.15851352766192
3.593,-5.67456973854048,-2.16147652099228
3.594,-5.6681018094829,-2.16444290336491
3.595,-5.6616406818798,-2.16741267467477
3.596,-5.65518635197027,-2.17038583480959
3.597,-5.64873881598562,-2.17336238364994
3.598,-5.64229807014944,-2.17634232106912
3.599,-5.63586411067756,-2.17932564693329
3.6,-5.62943693377804,-2.18231236110143
3.601,-5.62301653565125,-2.18530246342533
3.602,-5.61660291248981,-2.18829595374966
3.603,-5.61019606047863,-2.19129283191186
3.604,-5.60379597579489,-2.19429309774234
3.605,-5.59740265460808,-2.19729675106428
3.606,-5.59101609307997,-2.20030379169381
3.607,-5.58463628736465,-2.20331421943991
3.608,-5.57826323360851,-2.2063280341045
3.609,-5.57189692795028,-2.20934523548234
3.61,-5.565537366521,-2.21236582336119
3.611,-5.55918454544406,-2.21538979752171
3.612,-5.55283846083519,-2.21841715773751
3.613,-5.54649910880247,-2.22144790377512
3.614,-5.54016648544631,-2.22448203539408
3.615,-5.53384058685958,-2.22751955234687
3.616,-5.52752140912745,-2.230560454379
3.617,-5.52120894832747,-2.23360474122891
3.618,-5.51490320052963,-2.23665241262812
3.619,-5.50860416179632,-2.2397034683011
3.62,-5.50231182818233,-2.24275790796541
3.621,-5.49602619573486,-2.24581573133163
3.622,-5.48974726049358,-2.24887693810334
3.623,-5.48347501849059,-2.25194152797727
3.624,-5.47720946575043,-2.25500950064318
3.625,-5.47095059829014,-2.2580808557839
3.626,-5.46469841211918,-2.2611555930754
3.627,-5.45845290323954,-2.26423371218671
3.628,-5.45221406764572,-2.26731521278004
3.629,-5.44598190132468,-2.27040009451068
3.63,-5.43975640025594,-2.27348835702708
3.631,-5.43353756041154,-2.27657999997087
3.632,-5.42732537775604,-2.27967502297678
3.633,-5.42111984824659,-2.28277342567283
3.634,-5.4149209678329,-2.28587520768013
3.635,-5.40872873245724,-2.28898036861302
3.636,-5.40254313805449,-2.29208890807909
3.637,-5.39636418055213,-2.29520082567911
3.638,-5.39019185587027,-2.29831612100715
3.639,-5.38402615992161,-2.30143479365044
3.64,-5.37786708861156,-2.30455684318958
3.641,-5.37171463783813,-2.30768226919837
3.642,-5.36556880349203,-2.3108110712439
3.643,-5.35942958145665,-2.31394324888662
3.644,-5.35329696760808,-2.31707880168023
3.645,-5.34717095781513,-2.32021772917178
3.646,-5.34105154793932,-2.32336003090165
3.647,-5.33493873383493,-2.32650570640361
3.648,-5.32883251134902,-2.32965475520471
3.649,-5.32273287632136,-2.33280717682546
3.65,-5.31663982458458,-2.33596297077972
3.651,-5.31055335196406,-2.33912213657474
3.652,-5.30447345427804,-2.34228467371119
3.653,-5.29840012733758,-2.34545058168319
3.654,-5.2923333669466,-2.34861985997824
3.655,-5.28627316890187,-2.35179250807737
3.656,-5.28021952899309,-2.35496852545499
3.657,-5.2741724430028,-2.35814791157906
3.658,-5.2681319067065,-2.36133066591097
3.659,-5.26209791587265,-2.36451678790566
3.66,-5.25607046626262,-2.36770627701155
3.661,-5.25004955363077,-2.37089913267058
3.662,-5.24403517372445,-2.37409535431828
3.663,-5.23802732228403,-2.37729494138368
3.664,-5.2320259950429,-2.3804978932894
3.665,-5.2260311877275,-2.38370420945163
3.666,-5.22004289605732,-2.38691388928016
3.667,-5.21406111574495,-2.39012693217838
3.668,-5.20808584249611,-2.39334333754328
3.669,-5.20211707200957,-2.39656310476552
3.67,-5.19615479997731,-2.39978623322936
3.671,-5.19019902208445,-2.40301272231273
3.672,-5.1842497340093,-2.40624257138723
3.673,-5.17830693142337,-2.40947577981816
3.674,-5.17237060999138,-2.41271234696446
3.675,-5.16644076537131,-2.41595227217886
3.676,-5.16051739321442,-2.41919555480772
3.677,-5.15460048916525,-2.42244219419119
3.678,-5.14869004886164,-2.42569218966314
3.679,-5.14278606793474,-2.42894554055122
3.68,-5.13688854200912,-2.43220224617681
3.681,-5.13099746670267,-2.43546230585512
3.682,-5.12511283762669,-2.43872571889515
3.683,-5.11923465038592,-2.44199248459968
3.684,-5.11336290057852,-2.44526260226529
3.685,-5.10749758379615,-2.44853607118249
3.686,-5.10163869562391,-2.45181289063555
3.687,-5.09578623164048,-2.4550930599026
3.688,-5.08994018741803,-2.45837657825571
3.689,-5.0841005585223,-2.46166344496076
3.69,-5.07826734051264,-2.46495365927758
3.691,-5.07244052894199,-2.46824722045988
3.692,-5.06662011935696,-2.47154412775529
3.693,-5.06080610729776,-2.47484438040538
3.694,-5.05499848829835,-2.47814797764572
3.695,-5.04919725788637,-2.48145491870574
3.696,-5.04340241158323,-2.48476520280887
3.697,-5.03761394490406,-2.48807882917258
3.698,-5.03183185335782,-2.49139579700831
3.699,-5.02605613244728,-2.49471610552146
3.7,-5.02028677766903,-2.49803975391151
3.701,-5.01452378451357,-2.50136674137194
3.702,-5.00876714846528,-2.50469706709028
3.703,-5.00301686500246,-2.50803073024809
3.704,-4.99727292959738,-2.51136773002106
3.705,-4.99153533771629,-2.5147080655789
3.706,-4.98580408481946,-2.51805173608543
3.707,-4.98007916636117,-2.52139874069858
3.708,-4.97436057778979,-2.52474907857039
3.709,-4.96864831454779,-2.528102748847
3.71,-4.96294237207178,-2.53145975066873
3.711,-4.95724274579247,-2.53482008317002
3.712,-4.95154943113483,-2.53818374547946
3.713,-4.94586242351801,-2.54155073671984
3.714,-4.94018171835539,-2.54492105600808
3.715,-4.93450731105467,-2.54829470245538
3.716,-4.92883919701781,-2.55167167516703
3.717,-4.92317737164116,-2.55505197324265
3.718,-4.91752183031539,-2.55843559577598
3.719,-4.9118725684256,-2.56182254185505
3.72,-4.90622958135134,-2.56521281056214
3.721,-4.90059286446659,-2.56860640097374
3.722,-4.89496241313984,-2.57200331216066
3.723,-4.88933822273412,-2.57540354318796
3.724,-4.88372028860703,-2.57880709311497
3.725,-4.87810860611075,-2.58221396099534
3.726,-4.87250317059207,-2.58562414587703
3.727,-4.86690397739249,-2.58903764680229
3.728,-4.86131102184819,-2.59245446280768
3.729,-4.85572429929005,-2.59587459292416
3.73,-4.85014380504378,-2.59929803617696
3.731,-4.84456953442983,-2.60272479158573
3.732,-4.8390014827635,-2.60615485816441
3.733,-4.83343964535497,-2.60958823492136
3.734,-4.82788401750935,-2.6130249208593
3.735,-4.82233459452663,-2.61646491497535
3.736,-4.81679137170182,-2.61990821626102
3.737,-4.81125434432494,-2.62335482370219
3.738,-4.80572350768106,-2.6268047362792
3.739,-4.80019885705031,-2.63025795296681
3.74,-4.79468038770798,-2.63371447273416
3.741,-4.7891680949245,-2.63717429454487
3.742,-4.7836619739655,-2.64063741735699
3.743,-4.77816202009184,-2.644103840123
3.744,-4.77266822855966,-2.64757356178988
3.745,-4.76718059462042,-2.651046581299
3.746,-4.76169911352092,-2.65452289758631
3.747,-4.75622378050333,-2.65800250958213
3.748,-4.75075459080528,-2.66148541621133
3.749,-4.74529153965986,-2.66497161639326
3.75,-4.73983462229566,-2.66846110904172
3.751,-4.73438383393681,-2.6719538930651
3.752,-4.72893916980302,-2.67544996736618
3.753,-4.72350062510967,-2.67894933084236
3.754,-4.71806819506775,-2.68245198238551
3.755,-4.712641874884,-2.68595792088203
3.756,-4.70722165976089,-2.68946714521284
3.757,-4.70180754489667,-2.69297965425338
3.758,-4.69639952548545,-2.69649544687367
3.759,-4.69099759671722,-2.70001452193825
3.76,-4.68560175377782,-2.70353687830616
3.761,-4.68021199184912,-2.70706251483105
3.762,-4.67482830610895,-2.71059143036113
3.763,-4.66945069173123,-2.7141236237391
3.764,-4.66407914388593,-2.71765909380225
3.765,-4.65871365773913,-2.72119783938243
3.766,-4.65335422845314,-2.72473985930607
3.767,-4.64800085118645,-2.72828515239415
3.768,-4.64265352109381,-2.73183371746222
3.769,-4.63731223332633,-2.73538555332037
3.77,-4.6319769830314,-2.7389406587733
3.771,-4.62664776535286,-2.74249903262028
3.772,-4.62132457543095,-2.74606067365512
3.773,-4.61600740840244,-2.74962558066622
3.774,-4.61069625940062,-2.75319375243654
3.775,-4.60539112355535,-2.75676518774366
3.776,-4.60009199599313,-2.76033988535969
3.777,-4.59479887183712,-2.76391784405129
3.778,-4.58951174620721,-2.76749906257974
3.779,-4.58423061422006,-2.77108353970089
3.78,-4.57895547098914,-2.77467127416511
3.781,-4.57368631162479,-2.77826226471736
3.782,-4.56842313123425,-2.7818565100972
3.783,-4.56316592492173,-2.78545400903869
3.784,-4.55791468778842,-2.78905476027048
3.785,-4.55266941493262,-2.7926587625158
3.786,-4.54743010144971,-2.79626601449237
3.787,-4.5421967424322,-2.79987651491252
3.788,-4.53696933296985,-2.80349026248311
3.789,-4.53174786814964,-2.80710725590551
3.79,-4.52653234305587,-2.81072749387563
3.791,-4.52132275277021,-2.81435097508395
3.792,-4.51611909237171,-2.81797769821545
3.793,-4.51092135693689,-2.82160766194957
3.794,-4.50572954153979,-2.82524086496038
3.795,-4.500543641252,-2.82887730591637
3.796,-4.49536365114271,-2.83251698348056
3.797,-4.49018956627882,-2.83615989631042
3.798,-4.4850213817249,-2.83980604305797
3.799,-4.4798590925433,-2.84345542236964
3.8,-4.47470269379421,-2.84710803288634
3.801,-4.4695521805357,-2.85076387324347
3.802,-4.46440754782374,-2.85442294207087
3.803,-4.45926879071231,-2.85808523799277
3.804,-4.45413590425343,-2.86175075962786
3.805,-4.44900888349721,-2.86541950558926
3.806,-4.44388772349188,-2.86909147448444
3.807,-4.43877241928392,-2.87276666491536
3.808,-4.43366296591801,-2.87644507547826
3.809,-4.42855935843721,-2.88012670476378
3.81,-4.42346159188289,-2.88381155135694
3.811,-4.4183696612949,-2.88749961383709
3.812,-4.41328356171151,-2.89119089077788
3.813,-4.40820328816958,-2.8948853807473
3.814,-4.40312883570453,-2.89858308230764
3.815,-4.39806019935047,-2.90228399401544
3.816,-4.3929973741402,-2.90598811442155
3.817,-4.38794035510526,-2.90969544207104
3.818,-4.38288913727606,-2.9134059755032
3.819,-4.37784371568189,-2.91711971325158
3.82,-4.37280408535095,-2.92083665384392
3.821,-4.36777024131046,-2.92455679580207
3.822,-4.36274217858672,-2.92828013764212
3.823,-4.35771989220513,-2.93200667787428
3.824,-4.35270337719027,-2.93573641500285
3.825,-4.34769262856597,-2.93946934752624
3.826,-4.34268764135537,-2.94320547393695
3.827,-4.33768841058095,-2.94694479272155
3.828,-4.33269493126461,-2.9506873023606
3.829,-4.32770719842777,-2.95443300132871
3.83,-4.32272520709135,-2.95818188809445
3.831,-4.31774895227593,-2.96193396112036
3.832,-4.31277842900169,-2.96568921886291
3.833,-4.30781363228862,-2.96944765977251
3.834,-4.30285455715646,-2.97320928229341
3.835,-4.2979011986248,-2.97697408486378
3.836,-4.29295355171317,-2.98074206591556
3.837,-4.2880116114411,-2.98451322387452
3.838,-4.28307537282814,-2.98828755716023
3.839,-4.27814483089397,-2.99206506418594
3.84,-4.27321998065844,-2.99584574335869
3.841,-4.26830081714164,-2.99962959307914
3.842,-4.26338733536398,-3.00341661174168
3.843,-4.25847953034623,-3.00720679773424
3.844,-4.25357739710961,-3.01100014943838
3.845,-4.24868093067584,-3.01479666522923
3.846,-4.24379012606722,-3.01859634347542
3.847,-4.23890497830665,-3.02239918253907
3.848,-4.2340254824178,-3.02620518077572
3.849,-4.22915163342506,-3.03001433653441
3.85,-4.22428342635366,-3.03382664815748
3.851,-4.21942085622978,-3.03764211398063
3.852,-4.21456391808054,-3.04146073233289
3.853,-4.20971260693412,-3.0452825015365
3.854,-4.20486691781979,-3.04910741990698
3.855,-4.20002684576803,-3.052935485753
3.856,-4.19519238581056,-3.05676669737638
3.857,-4.19036353298043,-3.060601053072
3.858,-4.18554028231205,-3.06443855112786
3.859,-4.18072262884134,-3.06827918982495
3.86,-4.17591056760571,-3.07212296743716
3.861,-4.17110409364419,-3.07596988223141
3.862,-4.16630320199749,-3.0798199324674
3.863,-4.16150788770807,-3.0836731163977
3.864,-4.15671814582019,-3.08752943226763
3.865,-4.15193397138,-3.09138887831529
3.866,-4.14715535943564,-3.09525145277141
3.867,-4.14238230503725,-3.09911715385936
3.868,-4.13761480323712,-3.10298597979508
3.869,-4.13285284908969,-3.10685792878704
3.87,-4.12809643765167,-3.11073299903618
3.871,-4.12334556398209,-3.11461118873584
3.872,-4.11860022314241,-3.11849249607175
3.873,-4.11386041019654,-3.1223769192219
3.874,-4.10912612021096,-3.12626445635655
3.875,-4.10439734825479,-3.13015510563814
3.876,-4.09967408939985,-3.13404886522123
3.877,-4.09495633872072,-3.13794573325245
3.878,-4.09024409129488,-3.14184570787044
3.879,-4.08553734220273,-3.14574878720578
3.88,-4.08083608652767,-3.14965496938091
3.881,-4.07614031935621,-3.1535642525101
3.882,-4.07145003577801,-3.15747663469937
3.883,-4.066765230886,-3.1613921140464
3.884,-4.06208589977644,-3.1653106886405
3.885,-4.05741203754895,-3.16923235656253
3.886,-4.05274363930669,-3.17315711588481
3.887,-4.04808070015634,-3.17708496467106
3.888,-4.04342321520828,-3.18101590097635
3.889,-4.03877117957654,-3.18494992284699
3.89,-4.03412458837901,-3.18888702832045
3.891,-4.02948343673745,-3.19282721542537
3.892,-4.0248477197776,-3.19677048218135
3.893,-4.02021743262922,-3.200716826599
3.894,-4.01559257042624,-3.20466624667976
3.895,-4.01097312830676,-3.20861874041589
3.896,-4.00635910141322,-3.21257430579034
3.897,-4.00175048489242,-3.21653294077667
3.898,-3.99714727389564,-3.22049464333907
3.899,-3.99254946357866,-3.22445941143206
3.9,-3.98795704910196,-3.22842724300063
3.901,-3.9833700256307,-3.23239813598003
3.902,-3.97878838833486,-3.23637208829566
3.903,-3.97421213238927,-3.24034909786307
3.904,-3.96964125297378,-3.2443291625878
3.905,-3.96507574527327,-3.24831228036533
3.906,-3.96051560447779,-3.25229844908092
3.907,-3.95596082578262,-3.2562876666096
3.908,-3.95141140438834,-3.26027993081599
3.909,-3.94686733550097,-3.26427523955427
3.91,-3.94232861433201,-3.26827359066805
3.911,-3.93779523609856,-3.27227498199024
3.912,-3.93326719602337,-3.276279411343
3.913,-3.92874448933497,-3.2802868765376
3.914,-3.92422711126779,-3.28429737537434
3.915,-3.91971505706212,-3.28831090564239
3.916,-3.91520832196434,-3.29232746511976
3.917,-3.91070690122698,-3.2963470515731
3.918,-3.90621079010872,-3.3003696627577
3.919,-3.90171998387461,-3.30439529641722
3.92,-3.8972344777961,-3.30842395028375
3.921,-3.89275426715111,-3.31245562207757
3.922,-3.88827934722414,-3.31649030950707
3.923,-3.88380971330643,-3.32052801026863
3.924,-3.87934536069596,-3.32456872204652
3.925,-3.87488628469757,-3.3286124425127
3.926,-3.87043248062312,-3.3326591693268
3.927,-3.86598394379147,-3.33670890013593
3.928,-3.8615406695287,-3.34076163257455
3.929,-3.85710265316808,-3.34481736426437
3.93,-3.85266989005031,-3.34887609281421
3.931,-3.84824237552348,-3.35293781581978
3.932,-3.84382010494327,-3.35700253086376
3.933,-3.83940307367296,-3.3610702355154
3.934,-3.83499127708364,-3.36514092733057
3.935,-3.83058471055418,-3.36921460385151
3.936,-3.82618336947144,-3.37329126260678
3.937,-3.82178724923032,-3.37737090111106
3.938,-3.81739634523385,-3.38145351686495
3.939,-3.8130106528933,-3.38553910735494
3.94,-3.80863016762833,-3.38962767005321
3.941,-3.804254884867,-3.3937192024174
3.942,-3.79988480004598,-3.3978137018906
3.943,-3.79551990861056,-3.40191116590105
3.944,-3.7911602060148,-3.40601159186211
3.945,-3.78680568772164,-3.41011497717201
3.946,-3.78245634920296,-3.4142213192137
3.947,-3.77811218593974,-3.41833061535472
3.948,-3.77377319342216,-3.42244286294698
3.949,-3.76943936714967,-3.42655805932668
3.95,-3.7651107026311,-3.43067620181407
3.951,-3.7607871953848,-3.43479728771326
3.952,-3.75646884093876,-3.43892131431207
3.953,-3.75215563483063,-3.44304827888192
3.954,-3.74784757260796,-3.44717817867752
3.955,-3.7435446498282,-3.45131101093678
3.956,-3.73924686205885,-3.45544677288062
3.957,-3.73495420487758,-3.45958546171274
3.958,-3.73066667387235,-3.46372707461944
3.959,-3.72638426464149,-3.46787160876951
3.96,-3.72210697279383,-3.47201906131388
3.961,-3.71783479394881,-3.47616942938558
3.962,-3.71356772373662,-3.48032271009945
3.963,-3.70930575779827,-3.48447890055196
3.964,-3.70504889178574,-3.48863799782103
3.965,-3.70079712136205,-3.49279999896578
3.966,-3.69655044220149,-3.49696490102635
3.967,-3.69230884998956,-3.50113270102371
3.968,-3.68807234042327,-3.50530339595938
3.969,-3.68384090921111,-3.50947698281527
3.97,-3.67961455207328,-3.51365345855347
3.971,-3.67539326474175,-3.51783282011598
3.972,-3.67117704296039,-3.5220150644245
3.973,-3.66696588248509,-3.52620018838022
3.974,-3.66275977908393,-3.5303881888636
3.975,-3.6585587285372,-3.5345790627341
3.976,-3.65436272663763,-3.53877280682996
3.977,-3.65017176919045,-3.54296941796797
3.978,-3.64598585201356,-3.54716889294324
3.979,-3.64180497093759,-3.55137122852892
3.98,-3.63762912180612,-3.55557642147598
3.981,-3.6334583004757,-3.55978446851294
3.982,-3.62929250281608,-3.56399536634568
3.983,-3.62513172471025,-3.56820911165708
3.984,-3.62097596205465,-3.57242570110683
3.985,-3.61682521075924,-3.57664513133116
3.986,-3.61267946674767,-3.58086739894257
3.987,-3.60853872595736,-3.58509250052958
3.988,-3.60440298433973,-3.58932043265637
3.989,-3.60027223786021,-3.59355119186265
3.99,-3.59614648249847,-3.59778477466327
3.991,-3.59202571424853,-3.60202117754797
3.992,-3.58790992911886,-3.60626039698114
3.993,-3.58379912313257,-3.61050242940143
3.994,-3.57969329232752,-3.61474727122157
3.995,-3.57559243275646,-3.61899491882803
3.996,-3.57149654048717,-3.62324536858066
3.997,-3.56740561160263,-3.62749861681252
3.998,-3.56331964220109,-3.63175465982945
3.999,-3.55923862839631,-3.63601349390985
4,-3.55516256631761,-3.6402751153043
4.001,-3.55109145211009,-3.6445395202353
4.002,-3.54702528193473,-3.64880670489691
4.003,-3.54296405196855,-3.65307666545446
4.004,-3.53890775840476,-3.65734939804415
4.005,-3.53485639745289,-3.66162489877287
4.006,-3.530809965339,-3.6659031637177
4.007,-3.52676845830574,-3.67018418892564
4.008,-3.52273187261257,-3.67446797041333
4.009,-3.5187002045359,-3.67875450416658
4.01,-3.51467345036923,-3.6830437861401
4.011,-3.51065160642329,-3.68733581225714
4.012,-3.50663466902624,-3.69163057840914
4.013,-3.50262263452381,-3.69592808045528
4.014,-3.49861549927944,-3.70022831422227
4.015,-3.49461325967445,-3.70453127550382
4.016,-3.49061591210823,-3.70883696006038
4.017,-3.48662345299833,-3.71314536361867
4.018,-3.4826358787807,-3.7174564818714
4.019,-3.47865318590984,-3.72177031047678
4.02,-3.47467537085891,-3.7260868450582
4.021,-3.47070243011996,-3.73040608120379
4.022,-3.46673436020405,-3.73472801446604
4.023,-3.46277115764151,-3.73905264036138
4.024,-3.45881281898195,-3.7433799543698
4.025,-3.4548593407946,-3.74770995193438
4.026,-3.45091071966838,-3.75204262846093
4.027,-3.44696695221212,-3.75637797931754
4.028,-3.4430280350547,-3.76071599983412
4.029,-3.43909396484527,-3.76505668530203
4.03,-3.4351647382534,-3.76940003097357
4.031,-3.43124035196927,-3.77374603206159
4.032,-3.42732080270384,-3.77809468373905
4.033,-3.42340608718908,-3.78244598113849
4.034,-3.41949620217806,-3.78679991935164
4.035,-3.41559114444525,-3.79115649342893
4.036,-3.41169091078663,-3.79551569837904
4.037,-3.40779549801991,-3.7998775291684
4.038,-3.40390490298471,-3.80424198072073
4.039,-3.40001912254275,-3.80860904791649
4.04,-3.39613815357807,-3.81297872559256
4.041,-3.39226199299717,-3.8173510085415
4.042,-3.38839063772932,-3.82172589151123
4.043,-3.38452408472658,-3.82610336920449
4.044,-3.3806623309642,-3.8304834362783
4.045,-3.37680537344068,-3.83486608734338
4.046,-3.37295320917801,-3.83925131696379
4.047,-3.36910583522195,-3.84363911965622
4.048,-3.36526324864211,-3.84802948988957
4.049,-3.36142544653227,-3.85242242208434
4.05,-3.35759242601053,-3.85681791061218
4.051,-3.35376418421955,-3.8612159497952
4.052,-3.34994071832678,-3.86561653390549
4.053,-3.3461220255246,-3.87001965716458
4.054,-3.34230810303066,-3.8744253137428
4.055,-3.338498948088,-3.87883349775867
4.056,-3.33469455796532,-3.88324420327851
4.057,-3.33089492995722,-3.88765742431558
4.058,-3.32710006138436,-3.89207315482967
4.059,-3.32330994959378,-3.89649138872643
4.06,-3.31952459195908,-3.90091211985675
4.061,-3.31574398588063,-3.90533534201613
4.062,-3.31196812878588,-3.90976104894416
4.063,-3.30819701812954,-3.91418923432371
4.064,-3.30443065139384,-3.91861989178046
4.065,-3.30066902608877,-3.92305301488212
4.066,-3.29691213975234,-3.92748859713788
4.067,-3.29315998995081,-3.93192663199765
4.068,-3.28941257427894,-3.93636711285148
4.069,-3.28566989036026,-3.94081003302889
4.07,-3.28193193584734,-3.94525538579805
4.071,-3.27819870842197,-3.94970316436525
4.072,-3.27447020579554,-3.95415336187415
4.073,-3.27074642570917,-3.95860597140502
4.074,-3.26702736593412,-3.96306098597408
4.075,-3.26331302427193,-3.96751839853275
4.076,-3.25960339855477,-3.971978201967
4.077,-3.25589848664568,-3.97644038909646
4.078,-3.25219828643886,-3.98090495267384
4.079,-3.24850279585995,-3.98537188538407
4.08,-3.24481201286632,-3.98984117984355
4.081,-3.24112593544733,-3.99431282859942
4.082,-3.23744456162464,-3.9987868241288
4.083,-3.23376788945251,-4.00326315883786
4.084,-3.23009591701807,-4.00774182506121
4.085,-3.22642864244162,-4.01222281506101
4.086,-3.22276606387696,-4.01670612102614
4.087,-3.2191081795117,-4.02119173507136
4.088,-3.21545498756747,-4.02567964923662
4.089,-3.21180648630039,-4.030169855486
4.09,-3.20816267400124,-4.03466234570706
4.091,-3.20452354899588,-4.03915711170984
4.092,-3.20088910964549,-4.04365414522615
4.093,-3.19725935434698,-4.04815343790846
4.094,-3.19363428153325,-4.05265498132924
4.095,-3.19001388967352,-4.05715876697997
4.096,-3.18639817727374,-4.06166478627019
4.097,-3.18278714287687,-4.06617303052665
4.098,-3.17918078506322,-4.07068349099238
4.099,-3.17557910245082,-4.07519615882572
4.1,-3.17198209369577,-4.07971102509939
4.101,-3.16838975749258,-4.08422808079956
4.102,-3.16480209257457,-4.08874731682482
4.103,-3.16121909771417,-4.09326872398527
4.104,-3.15764077172333,-4.09779229300148
4.105,-3.1540671134539,-4.10231801450355
4.106,-3.15049812179797,-4.10684587903001
4.107,-3.1469337956883,-4.11137587702691
4.108,-3.14337413409865,-4.11590799884672
4.109,-3.13981913604422,-4.12044223474727
4.11,-3.136268800582,-4.12497857489073
4.111,-3.13272312681122,-4.12951700934257
4.112,-3.12918211387368,-4.13405752807047
4.113,-3.12564576095428,-4.13860012094315
4.114,-3.12211406728128,-4.1431447777294
4.115,-3.11858703212686,-4.14769148809685
4.116,-3.11506465480743,-4.15224024161093
4.117,-3.11154693468415,-4.1567910277337
4.118,-3.1080338711633,-4.16134383582269
4.119,-3.10452546369679,-4.16589865512977
4.12,-3.10102171178251,-4.17045547479996
4.121,-3.09752261496485,-4.17501428387021
4.122,-3.09402817283513,-4.17957507126826
4.123,-3.09053838503212,-4.1841378258114
4.124,-3.08705325124236,-4.18870253620525
4.125,-3.08357277120084,-4.19326919104249
4.126,-3.0800969446913,-4.19783777880167
4.127,-3.0766257715468,-4.20240828784589
4.128,-3.07315925165023,-4.20698070642154
4.129,-3.06969738493473,-4.21155502265701
4.13,-3.06624017138427,-4.2161312245614
4.131,-3.06278761103415,-4.22070930002316
4.132,-3.05933970397145,-4.22528923680878
4.133,-3.05589645033565,-4.22987102256142
4.134,-3.05245785031909,-4.23445464479961
4.135,-3.04902390416756,-4.23904009091577
4.136,-3.04559461218078,-4.2436273481749
4.137,-3.04216997471301,-4.24821640371315
4.138,-3.03874999217362,-4.25280724453634
4.139,-3.03533466502758,-4.25739985751862
4.14,-3.03192399379609,-4.26199422940095
4.141,-3.02851797905718,-4.26659034678966
4.142,-3.02511662144625,-4.27118819615486
4.143,-3.0217199216567,-4.27578776382916
4.144,-3.01832788044052,-4.28038903600591
4.145,-3.01494049860892,-4.28499199873786
4.146,-3.01155777703292,-4.28959663793543
4.147,-3.00817971664403,-4.29420293936532
4.148,-3.00480631843485,-4.29881088864878
4.149,-3.00143758345972,-4.30342047126011
4.15,-2.99807351283538,-4.30803167252498
4.151,-2.99471410774168,-4.31264447761882
4.152,-2.99135936942217,-4.31725887156517
4.153,-2.98800929918486,-4.32187483923398
4.154,-2.98466389840286,-4.32649236533996
4.155,-2.98132316851512,-4.33111143444084
