Freq [GHz],Phase_Difference(HFSS),Phase_Difference(measured)
3.82,112.4650335,130.58509
3.821,112.4976809,130.59297
3.822,112.5303187,130.62401
3.823,112.5629468,130.70221
3.824,112.5955653,130.72115
3.825,112.628174,130.623
3.826,112.660773,130.7484
3.827,112.6933621,130.98145
3.828,112.7259413,130.80316
3.829,112.7585105,130.9286
3.83,112.7910697,130.95437
3.831,112.8236189,130.84158
3.832,112.8561579,131.13826
3.833,112.8886868,131.12248
3.834,112.9212054,131.23761
3.835,112.9537137,131.05144
3.836,112.9862117,131.31927
3.837,113.0186993,131.09455
3.838,113.0511765,131.39043
3.839,113.0836431,131.37952
3.84,113.1160991,131.33575
3.841,113.1485446,131.37508
3.842,113.1809793,131.71677
3.843,113.2134033,131.75633
3.844,113.2458166,131.65415
3.845,113.278219,131.69748
3.846,113.3106105,131.62429
3.847,113.342991,131.76849
3.848,113.3753605,131.95047
3.849,113.407719,131.83599
3.85,113.4400663,131.87638
3.851,113.4724025,131.79719
3.852,113.5047274,131.80904
3.853,113.5370411,132.20769
3.854,113.5693434,132.11009
3.855,113.6016343,132.05315
3.856,113.6339137,132.21449
3.857,113.6661817,132.19857
3.858,113.6984381,132.49909
3.859,113.7306828,132.18388
3.86,113.7629159,132.43297
3.861,113.7951373,132.2289
3.862,113.8273468,132.28172
3.863,113.8595446,132.47301
3.864,113.8917304,132.51459
3.865,113.9239043,132.40062
3.866,113.9560661,132.50573
3.867,113.9882159,132.73178
3.868,114.0203536,132.70314
3.869,114.0524791,132.55708
3.87,114.0845924,132.84407
3.871,114.1166934,132.91174
3.872,114.1487821,132.94021
3.873,114.1808583,132.98348
3.874,114.2129221,133.06354
3.875,114.2449734,133.15918
3.876,114.2770122,133.11177
3.877,114.3090383,133.32071
3.878,114.3410517,133.22332
3.879,114.3730524,133.18569
3.88,114.4050403,133.28015
3.881,114.4370154,133.33969
3.882,114.4689776,133.63169
3.883,114.5009268,133.5329
3.884,114.532863,133.53594
3.885,114.5647862,133.51675
3.886,114.5966962,133.40174
3.887,114.6285931,133.56926
3.888,114.6604767,133.74136
3.889,114.692347,133.51442
3.89,114.724204,133.88803
3.891,114.7560476,133.7565
3.892,114.7878777,133.83972
3.893,114.8196944,133.73591
3.894,114.8514974,134.09172
3.895,114.8832869,133.91415
3.896,114.9150626,134.02872
3.897,114.9468246,134.03136
3.898,114.9785729,134.21448
3.899,115.0103073,134.15085
3.9,115.0420277,134.20204
3.901,115.0737343,134.24028
3.902,115.1054268,134.34897
3.903,115.1371052,134.36943
3.904,115.1687695,134.55475
3.905,115.2004197,134.61141
3.906,115.2320556,134.36402
3.907,115.2636772,134.76842
3.908,115.2952844,134.5087
3.909,115.3268773,134.74435
3.91,115.3584556,134.75293
3.911,115.3900195,134.89988
3.912,115.4215688,134.82221
3.913,115.4531034,134.80382
3.914,115.4846234,134.92741
3.915,115.5161286,134.8375
3.916,115.5476191,134.9806
3.917,115.5790946,135.03138
3.918,115.6105553,135.17246
3.919,115.642001,135.10129
3.92,115.6734317,135.16088
3.921,115.7048473,135.22001
3.922,115.7362477,135.4034
3.923,115.767633,135.4341
3.924,115.799003,135.58193
3.925,115.8303577,135.48197
3.926,115.861697,135.47319
3.927,115.8930209,135.64065
3.928,115.9243294,135.7321
3.929,115.9556223,135.64489
3.93,115.9868996,135.50393
3.931,116.0181613,135.90386
3.932,116.0494073,135.93089
3.933,116.0806375,136.02767
3.934,116.1118519,135.77206
3.935,116.1430505,136.05546
3.936,116.1742331,136.03023
3.937,116.2053997,136.21599
3.938,116.2365503,136.01721
3.939,116.2676848,136.04862
3.94,116.2988032,136.08484
3.941,116.3299053,136.2021
3.942,116.3609912,136.50124
3.943,116.3920607,136.43106
3.944,116.4231139,136.41732
3.945,116.4541506,136.41094
3.946,116.4851709,136.42032
3.947,116.5161745,136.72751
3.948,116.5471616,136.64813
3.949,116.578132,136.76213
3.95,116.6090857,136.5158
3.951,116.6400227,136.7704
3.952,116.6709427,136.74112
3.953,116.7018459,136.84999
3.954,116.7327322,136.75974
3.955,116.7636014,137.21466
3.956,116.7944536,136.90491
3.957,116.8252887,137.04094
3.958,116.8561065,137.1077
3.959,116.8869072,137.02959
3.96,116.9176905,137.38886
3.961,116.9484566,137.37565
3.962,116.9792052,137.25237
3.963,117.0099363,137.33107
3.964,117.04065,137.52945
3.965,117.071346,137.47556
3.966,117.1020244,137.6279
3.967,117.1326852,137.66569
3.968,117.1633282,137.47594
3.969,117.1939533,137.61127
3.97,117.2245607,137.74718
3.971,117.2551501,137.78146
3.972,117.2857215,137.6872
3.973,117.3162749,137.90392
3.974,117.3468102,137.84893
3.975,117.3773273,138.08049
3.976,117.4078263,138.08368
3.977,117.438307,138.10054
3.978,117.4687694,138.11746
3.979,117.4992133,138.1428
3.98,117.5296389,138.29735
3.981,117.560046,138.2662
3.982,117.5904345,138.42295
3.983,117.6208044,138.54499
3.984,117.6511556,138.37031
3.985,117.6814882,138.61059
3.986,117.7118019,138.5878
3.987,117.7420968,138.3241
3.988,117.7723728,138.67166
3.989,117.8026299,138.71479
3.99,117.8328679,138.81286
3.991,117.8630869,138.78157
3.992,117.8932868,138.78133
3.993,117.9234674,138.87336
3.994,117.9536289,139.04152
3.995,117.983771,139.07723
3.996,118.0138938,138.86759
3.997,118.0439971,139.08443
3.998,118.074081,139.04923
3.999,118.1041454,139.35156
4,118.1341902,139.16344
4.001,118.1642153,139.17334
4.002,118.1942207,139.30374
4.003,118.2242064,139.55833
4.004,118.2541722,139.61781
4.005,118.2841182,139.50147
4.006,118.3140443,139.77164
4.007,118.3439503,139.58026
4.008,118.3738363,139.72835
4.009,118.4037022,139.79292
4.01,118.4335479,139.8856
4.011,118.4633734,139.91168
4.012,118.4931786,139.99095
4.013,118.5229635,140.08555
4.014,118.5527279,140.11373
4.015,118.5824719,140.0285
4.016,118.6121954,140.20755
4.017,118.6418984,140.20508
4.018,118.6715807,140.33577
4.019,118.7012423,140.02501
4.02,118.7308831,140.35937
4.021,118.7605032,140.44794
4.022,118.7901024,140.4416
4.023,118.8196806,140.38468
4.024,118.8492379,140.56904
4.025,118.8787742,140.5484
4.026,118.9082893,140.56223
4.027,118.9377833,140.64403
4.028,118.9672561,140.68671
4.029,118.9967076,140.96014
4.03,119.0261378,140.83435
4.031,119.0555465,140.9555
4.032,119.0849339,140.9415
4.033,119.1142997,141.08627
4.034,119.143644,140.87618
4.035,119.1729666,140.99603
4.036,119.2022676,141.21232
4.037,119.2315468,141.16907
4.038,119.2608043,141.1263
4.039,119.2900398,141.30547
4.04,119.3192535,141.4309
4.041,119.3484452,141.33972
4.042,119.3776148,141.42242
4.043,119.4067624,141.54831
4.044,119.4358878,141.6595
4.045,119.464991,141.76131
4.046,119.494072,141.58081
4.047,119.5231306,141.71987
4.048,119.5521668,141.77833
4.049,119.5811806,141.7644
4.05,119.6101719,142.15398
4.051,119.6391406,142.01363
4.052,119.6680868,141.9737
4.053,119.6970102,142.13392
4.054,119.7259109,142.18932
4.055,119.7547888,142.17752
4.056,119.7836439,142.02719
4.057,119.812476,142.25166
4.058,119.8412852,142.42784
4.059,119.8700713,142.44566
4.06,119.8988344,142.39737
4.061,119.9275743,142.57458
4.062,119.956291,142.60015
4.063,119.9849844,142.70029
4.064,120.0136546,142.56056
4.065,120.0423013,142.69997
4.066,120.0709246,143.04277
4.067,120.0995244,142.60309
4.068,120.1281006,142.94255
4.069,120.1566532,143.01645
4.07,120.1851822,143.01221
4.071,120.2136874,143.10483
4.072,120.2421688,143.34096
4.073,120.2706264,142.99436
4.074,120.29906,143.15018
4.075,120.3274697,143.46558
4.076,120.3558554,143.2417
4.077,120.3842169,143.43808
4.078,120.4125543,143.25004
4.079,120.4408676,143.57534
4.08,120.4691565,143.51967
4.081,120.4974211,143.5528
4.082,120.5256614,143.60996
4.083,120.5538772,143.65718
4.084,120.5820685,143.7055
4.085,120.6102352,143.57928
4.086,120.6383773,144.04206
4.087,120.6664947,143.99051
4.088,120.6945874,143.95479
4.089,120.7226553,144.16842
4.09,120.7506984,144.08314
4.091,120.7787165,144.23761
4.092,120.8067097,144.30586
4.093,120.8346778,144.26587
4.094,120.8626208,144.1958
4.095,120.8905387,144.41835
4.096,120.9184314,144.47981
4.097,120.9462988,144.19459
4.098,120.9741409,144.46364
4.099,121.0019576,144.44143
4.1,121.0297488,144.85554
4.101,121.0575145,144.7339
4.102,121.0852547,144.77602
4.103,121.1129693,144.67798
4.104,121.1406581,144.69596
4.105,121.1683212,144.82625
4.106,121.1959586,145.04927
4.107,121.22357,145.03541
4.108,121.2511556,145.05937
4.109,121.2787151,145.274
4.11,121.3062487,145.21146
4.111,121.3337561,145.25639
4.112,121.3612374,145.23724
4.113,121.3886924,145.26478
4.114,121.4161212,145.51507
4.115,121.4435237,145.48077
4.116,121.4708997,145.45965
4.117,121.4982493,145.46137
4.118,121.5255724,145.53227
4.119,121.5528689,145.67849
4.12,121.5801388,145.87982
4.121,121.607382,145.67671
4.122,121.6345985,145.87549
4.123,121.6617881,145.91791
4.124,121.6889509,145.87987
4.125,121.7160868,146.00916
4.126,121.7431957,145.9848
4.127,121.7702775,146.13936
4.128,121.7973322,146.15996
4.129,121.8243598,146.21619
4.13,121.8513601,146.24097
4.131,121.8783332,146.41327
4.132,121.9052789,146.27505
4.133,121.9321972,146.36894
4.134,121.9590881,146.48658
4.135,121.9859514,146.77397
4.136,122.0127872,146.76496
4.137,122.0395954,146.813
4.138,122.0663758,146.7768
4.139,122.0931285,146.89012
4.14,122.1198533,146.96272
4.141,122.1465503,146.98613
4.142,122.1732194,146.89845
4.143,122.1998605,147.02195
4.144,122.2264735,147.07017
4.145,122.2530584,147.05134
4.146,122.2796152,147.19787
4.147,122.3061437,147.1541
4.148,122.3326439,147.31711
4.149,122.3591158,147.44783
4.15,122.3855593,147.46041
4.151,122.4119743,147.44397
4.152,122.4383607,147.59958
4.153,122.4647186,147.46077
4.154,122.4910479,147.52094
4.155,122.5173485,147.8226
4.156,122.5436203,147.72904
4.157,122.5698632,147.80732
4.158,122.5960773,147.85393
4.159,122.6222625,147.78132
4.16,122.6484186,147.91484
4.161,122.6745457,148.05435
4.162,122.7006437,148.09107
4.163,122.7267125,148.20477
4.164,122.7527521,148.0607
4.165,122.7787624,148.39777
4.166,122.8047433,148.29503
4.167,122.8306948,148.18428
4.168,122.8566168,148.40337
4.169,122.8825093,148.55948
4.17,122.9083722,148.50353
4.171,122.9342055,148.75547
4.172,122.9600091,148.5767
4.173,122.9857829,148.52649
4.174,123.0115268,148.94522
4.175,123.0372409,148.81775
4.176,123.062925,148.88002
4.177,123.0885791,148.72921
4.178,123.1142032,148.79565
4.179,123.1397971,148.96181
4.18,123.1653609,149.23652
4.181,123.1908944,149.01887
4.182,123.2163976,149.17297
4.183,123.2418704,149.43974
4.184,123.2673129,149.27703
4.185,123.2927248,149.51021
4.186,123.3181062,149.42582
4.187,123.343457,149.54882
4.188,123.3687772,149.48278
4.189,123.3940666,149.54641
4.19,123.4193253,149.73063
4.191,123.4445531,149.77962
4.192,123.4697501,149.70384
4.193,123.4949161,149.8309
4.194,123.520051,149.72942
4.195,123.5451549,150.06089
4.196,123.5702277,150.0679
4.197,123.5952693,149.98916
4.198,123.6202796,150.19437
4.199,123.6452586,150.14258
4.2,123.6702063,150.33763
4.201,123.6951225,150.16387
4.202,123.7200072,150.37202
4.203,123.7448604,150.53478
4.204,123.769682,150.39717
4.205,123.7944719,150.48053
4.206,123.8192301,150.68837
4.207,123.8439566,150.57064
4.208,123.8686511,150.7065
4.209,123.8933138,150.48898
4.21,123.9179445,150.77041
4.211,123.9425432,150.78569
4.212,123.9671098,150.86528
4.213,123.9916443,150.94098
4.214,124.0161466,150.92591
4.215,124.0406166,150.99893
4.216,124.0650543,151.01816
4.217,124.0894596,151.30195
4.218,124.1138325,151.28699
4.219,124.1381729,151.22418
4.22,124.1624807,151.26743
4.221,124.186756,151.39587
4.222,124.2109985,151.25815
4.223,124.2352083,151.33121
4.224,124.2593854,151.49538
4.225,124.2835295,151.68154
4.226,124.3076408,151.65573
4.227,124.3317191,151.85675
4.228,124.3557644,152.00368
4.229,124.3797765,151.82495
4.23,124.4037556,151.98131
4.231,124.4277014,151.91748
4.232,124.4516139,152.15176
4.233,124.4754931,152.10528
4.234,124.499339,151.97264
4.235,124.5231514,152.24853
4.236,124.5469302,152.27863
4.237,124.5706755,152.43883
4.238,124.5943872,152.3432
4.239,124.6180652,152.34506
4.24,124.6417095,152.51222
4.241,124.6653199,152.54204
4.242,124.6888965,152.6103
4.243,124.7124391,152.83619
4.244,124.7359478,152.75927
4.245,124.7594224,152.73245
4.246,124.782863,152.65325
4.247,124.8062693,152.92897
4.248,124.8296414,152.94133
4.249,124.8529793,153.0288
4.25,124.8762828,153.06482
4.251,124.8995519,153.17792
4.252,124.9227865,153.37246
4.253,124.9459866,153.2009
4.254,124.9691522,153.27999
4.255,124.992283,153.45592
4.256,125.0153792,153.47904
4.257,125.0384406,153.50965
4.258,125.0614672,153.54185
4.259,125.0844589,153.7208
4.26,125.1074157,153.48314
4.261,125.1303374,153.71507
4.262,125.1532241,153.6458
4.263,125.1760756,153.88781
4.264,125.198892,153.91443
4.265,125.2216731,153.87421
4.266,125.2444189,153.94655
4.267,125.2671294,154.05289
4.268,125.2898044,154.11591
4.269,125.3124439,154.1069
4.27,125.3350479,154.13013
4.271,125.3576162,154.1636
4.272,125.3801489,154.27556
4.273,125.4026459,154.194
4.274,125.425107,154.44789
4.275,125.4475323,154.32379
4.276,125.4699217,154.39847
4.277,125.4922751,154.51855
4.278,125.5145925,154.69119
4.279,125.5368738,154.6744
4.28,125.5591189,154.74266
4.281,125.5813278,154.95682
4.282,125.6035004,154.84808
4.283,125.6256366,154.69566
4.284,125.6477365,155.10514
4.285,125.6697999,155.12677
4.286,125.6918267,155.22101
4.287,125.713817,155.04764
4.288,125.7357706,155.32825
4.289,125.7576875,155.12605
4.29,125.7795676,155.39351
4.291,125.8014109,155.43596
4.292,125.8232173,155.46849
4.293,125.8449867,155.56613
4.294,125.8667191,155.66734
4.295,125.8884144,155.59914
4.296,125.9100725,155.83354
4.297,125.9316935,155.66446
4.298,125.9532772,155.78334
4.299,125.9748235,155.73537
4.3,125.9963324,155.9384
4.301,126.0178039,156.16899
4.302,126.0392378,155.92308
4.303,126.0606342,156.35666
4.304,126.0819929,155.98275
4.305,126.1033139,156.30206
4.306,126.1245971,156.2598
4.307,126.1458425,156.38489
4.308,126.1670499,156.44179
4.309,126.1882194,156.47438
4.31,126.2093509,156.46092
4.311,126.2304443,156.42877
4.312,126.2514995,156.49336
4.313,126.2725165,156.55516
4.314,126.2934951,156.74165
4.315,126.3144355,156.61134
4.316,126.3353374,156.67319
4.317,126.3562009,156.8481
4.318,126.3770258,156.92485
4.319,126.3978121,156.95502
4.32,126.4185597,156.93872
4.321,126.4392686,157.17126
4.322,126.4599387,157.15268
4.323,126.4805699,157.24057
4.324,126.5011621,157.16426
4.325,126.5217154,157.33107
4.326,126.5422296,157.45929
4.327,126.5627047,157.51614
4.328,126.5831406,157.40409
4.329,126.6035372,157.61989
4.33,126.6238945,157.68156
4.331,126.6442124,157.44742
4.332,126.6644908,157.55683
4.333,126.6847297,157.78928
4.334,126.704929,157.75935
4.335,126.7250886,157.81498
4.336,126.7452085,157.95543
4.337,126.7652886,158.20819
4.338,126.7853289,157.9805
4.339,126.8053292,158.07495
4.34,126.8252895,158.23541
4.341,126.8452097,158.3027
4.342,126.8650898,158.44759
4.343,126.8849297,158.32313
4.344,126.9047294,158.23895
4.345,126.9244887,158.35796
4.346,126.9442075,158.38849
4.347,126.9638859,158.49255
4.348,126.9835238,158.5609
4.349,127.003121,158.5638
4.35,127.0226776,158.68683
4.351,127.0421933,158.81183
4.352,127.0616683,158.7764
4.353,127.0811023,158.75964
4.354,127.1004954,159.0029
4.355,127.1198475,158.96945
4.356,127.1391584,158.93662
4.357,127.1584282,159.15495
4.358,127.1776567,159.05384
4.359,127.1968439,159.10195
4.36,127.2159897,159.32101
4.361,127.235094,159.28214
4.362,127.2541567,159.40999
4.363,127.2731779,159.31584
4.364,127.2921574,159.55575
4.365,127.3110951,159.58393
4.366,127.329991,159.63375
4.367,127.348845,159.74283
4.368,127.3676569,159.90274
4.369,127.3864269,159.80375
4.37,127.4051547,159.8757
4.371,127.4238403,159.90016
4.372,127.4424837,159.8608
4.373,127.4610846,159.77681
4.374,127.4796432,160.2531
4.375,127.4981592,160.10615
4.376,127.5166327,160.22258
4.377,127.5350635,160.24763
4.378,127.5534516,160.38548
4.379,127.5717968,160.4451
4.38,127.5900992,160.4094
4.381,127.6083586,160.49794
4.382,127.626575,160.46963
4.383,127.6447483,160.71055
4.384,127.6628783,160.62216
4.385,127.6809651,160.63295
4.386,127.6990085,160.97064
4.387,127.7170085,160.71701
4.388,127.7349649,160.73604
4.389,127.7528778,161.01453
4.39,127.7707469,160.81497
4.391,127.7885724,161.05483
4.392,127.8063539,161.0392
4.393,127.8240916,161.1495
4.394,127.8417852,161.11362
4.395,127.8594348,160.98846
4.396,127.8770402,161.29421
4.397,127.8946014,161.20386
4.398,127.9121182,161.49863
4.399,127.9295905,161.41755
4.4,127.9470184,161.53663
4.401,127.9644017,161.5133
4.402,127.9817403,161.78312
4.403,127.9990342,161.62749
4.404,128.0162832,161.70062
4.405,128.0334873,161.68936
4.406,128.0506463,161.93912
4.407,128.0677603,161.99455
4.408,128.0848291,161.78892
4.409,128.1018525,162.0576
4.41,128.1188306,161.98874
4.411,128.1357633,162.10234
4.412,128.1526504,162.33829
4.413,128.1694918,162.31128
4.414,128.1862875,162.21884
4.415,128.2030374,162.47338
4.416,128.2197414,162.52063
4.417,128.2363994,162.58515
4.418,128.2530113,162.51042
4.419,128.269577,162.61136
4.42,128.2860964,162.4002
4.421,128.3025694,162.67268
4.422,128.318996,162.87635
4.423,128.335376,162.83245
4.424,128.3517093,162.93639
4.425,128.3679959,162.7148
4.426,128.3842356,162.83477
4.427,128.4004284,163.11004
4.428,128.4165741,162.93602
4.429,128.4326726,162.94075
4.43,128.4487239,163.09608
4.431,128.4647279,163.31794
4.432,128.4806844,163.12343
4.433,128.4965934,163.25956
4.434,128.5124547,163.41006
4.435,128.5282682,163.20063
4.436,128.544034,163.43553
4.437,128.5597517,163.51346
4.438,128.5754214,163.51387
4.439,128.5910429,163.71901
4.44,128.6066162,163.73032
4.441,128.622141,163.67459
4.442,128.6376174,163.76051
4.443,128.6530452,163.8447
4.444,128.6684243,163.83472
4.445,128.6837546,163.92436
4.446,128.699036,164.0074
4.447,128.7142684,164.19583
4.448,128.7294516,164.29067
4.449,128.7445856,164.20033
4.45,128.7596702,164.17505
4.451,128.7747053,164.29194
4.452,128.7896909,164.20004
4.453,128.8046268,164.59111
4.454,128.8195128,164.37857
4.455,128.8343489,164.65719
4.456,128.849135,164.53068
4.457,128.8638709,164.59666
4.458,128.8785566,164.51996
4.459,128.8931918,164.47084
4.46,128.9077765,164.73477
4.461,128.9223106,164.83781
4.462,128.9367939,165.01497
4.463,128.9512263,165.09914
4.464,128.9656077,164.81273
4.465,128.979938,164.98288
4.466,128.9942171,165.11652
4.467,129.0084447,165.13798
4.468,129.0226209,165.04792
4.469,129.0367454,165.13664
4.47,129.0508181,165.4731
4.471,129.064839,165.30545
4.472,129.0788079,165.38664
4.473,129.0927246,165.58777
4.474,129.106589,165.49165
4.475,129.120401,165.43564
4.476,129.1341604,165.49728
4.477,129.1478672,165.77137
4.478,129.1615211,165.862
4.479,129.1751221,165.97531
4.48,129.18867,165.86313
4.481,129.2021647,165.98366
4.482,129.215606,165.66399
4.483,129.2289938,165.86524
4.484,129.2423279,166.11076
4.485,129.2556083,165.86822
4.486,129.2688347,166.08173
4.487,129.282007,165.89159
4.488,129.2951251,166.41196
4.489,129.3081888,165.99774
4.49,129.321198,166.28554
4.491,129.3341525,166.18007
4.492,129.3470521,166.45402
4.493,129.3598968,166.57965
4.494,129.3726864,166.75348
4.495,129.3854207,166.69317
4.496,129.3980996,166.63787
4.497,129.4107228,166.76761
4.498,129.4232904,166.68304
4.499,129.435802,166.72237
4.5,129.4482575,166.795
4.501,129.4606568,167.076
4.502,129.4729997,167.01224
4.503,129.4852861,167.00737
4.504,129.4975157,167.20386
4.505,129.5096885,167.20382
4.506,129.5218042,167.07619
4.507,129.5338627,167.20316
4.508,129.5458638,167.30586
4.509,129.5578073,167.55391
4.51,129.5696931,167.30029
4.511,129.581521,167.48526
4.512,129.5932908,167.48033
4.513,129.6050023,167.61058
4.514,129.6166555,167.57871
4.515,129.62825,167.63348
4.516,129.6397856,167.53197
4.517,129.6512624,167.58311
4.518,129.6626799,167.80693
4.519,129.6740381,167.92753
4.52,129.6853368,167.75945
4.521,129.6965757,167.9359
4.522,129.7077548,167.98692
4.523,129.7188737,168.07811
4.524,129.7299323,168.09397
4.525,129.7409305,168.07934
4.526,129.751868,168.15399
4.527,129.7627445,168.12543
4.528,129.77356,168.32566
4.529,129.7843142,168.31775
4.53,129.795007,168.32515
4.531,129.805638,168.43993
4.532,129.8162072,168.45236
4.533,129.8267142,168.41257
4.534,129.837159,168.61554
4.535,129.8475412,168.7611
4.536,129.8578607,168.81024
4.537,129.8681172,168.78093
4.538,129.8783106,168.56177
4.539,129.8884406,168.84953
4.54,129.898507,168.90891
4.541,129.9085096,168.93674
4.542,129.9184482,169.13298
4.543,129.9283224,168.88544
4.544,129.9381322,169.281
4.545,129.9478773,169.17113
4.546,129.9575574,169.38689
4.547,129.9671724,169.26342
4.548,129.9767219,169.23102
4.549,129.9862058,169.32713
4.55,129.9956238,169.29038
4.551,130.0049756,169.4281
4.552,130.0142611,169.63537
4.553,130.02348,169.57756
4.554,130.032632,169.65959
4.555,130.041717,169.72461
4.556,130.0507345,169.65882
4.557,130.0596845,169.72775
4.558,130.0685665,169.60319
4.559,130.0773805,169.79999
4.56,130.0861261,169.86333
4.561,130.094803,170.10143
4.562,130.1034111,169.76561
4.563,130.11195,169.97571
4.564,130.1204194,170.03797
4.565,130.1288192,170.13921
4.566,130.137149,170.17851
4.567,130.1454085,169.99694
4.568,130.1535976,170.16538
4.569,130.1617158,170.26996
4.57,130.1697629,170.36554
4.571,130.1777387,170.30259
4.572,130.1856429,170.33873
4.573,130.1934751,170.36944
4.574,130.201235,170.59358
4.575,130.2089225,170.59088
4.576,130.2165372,170.85237
4.577,130.2240787,170.71883
4.578,130.2315468,170.60511
4.579,130.2389413,170.89806
4.58,130.2462617,170.74763
4.581,130.2535078,170.66124
4.582,130.2606792,170.90212
4.583,130.2677757,171.00234
4.584,130.274797,171.01985
4.585,130.2817427,171.00006
4.586,130.2886124,171.09816
4.587,130.295406,171.14469
4.588,130.302123,171.23947
4.589,130.3087632,171.03787
4.59,130.3153261,171.21649
4.591,130.3218115,171.58202
4.592,130.328219,171.36153
4.593,130.3345483,171.33847
4.594,130.3407991,171.41273
4.595,130.3469709,171.65969
4.596,130.3530635,171.80463
4.597,130.3590765,171.53609
4.598,130.3650095,171.43545
4.599,130.3708622,171.6014
4.6,130.3766343,171.5779
4.601,130.3823253,171.71404
4.602,130.3879349,171.93746
4.603,130.3934627,171.86645
4.604,130.3989084,172.03893
4.605,130.4042716,172.10516
4.606,130.4095519,172.00208
4.607,130.4147489,172.16027
4.608,130.4198622,172.20865
4.609,130.4248915,172.11421
4.61,130.4298363,172.27406
4.611,130.4346963,172.33261
4.612,130.4394711,172.25094
4.613,130.4441602,172.44731
4.614,130.4487633,172.48404
4.615,130.45328,172.38081
4.616,130.4577098,172.66549
4.617,130.4620523,172.49192
4.618,130.4663071,172.56075
4.619,130.4704739,172.44293
4.62,130.474552,172.5587
4.621,130.4785413,172.61536
4.622,130.4824411,172.68551
4.623,130.4862511,172.7796
4.624,130.4899708,172.82158
4.625,130.4935998,172.73073
4.626,130.4971377,172.88912
4.627,130.5005839,172.78891
4.628,130.5039381,172.91698
4.629,130.5071997,173.03698
4.63,130.5103684,173.13765
4.631,130.5134436,173.07645
4.632,130.5164249,173.13094
4.633,130.5193118,173.18874
4.634,130.5221039,173.30579
4.635,130.5248006,173.34076
4.636,130.5274014,173.33141
4.637,130.529906,173.16191
4.638,130.5323137,173.27577
4.639,130.5346241,173.43848
4.64,130.5368367,173.53515
4.641,130.538951,173.63135
4.642,130.5409665,173.67975
4.643,130.5428826,173.6372
4.644,130.5446989,173.61924
4.645,130.5464148,173.82379
4.646,130.5480298,173.68789
4.647,130.5495434,173.83667
4.648,130.550955,173.9322
4.649,130.5522641,174.13095
4.65,130.5534701,173.9214
4.651,130.5545726,174.0703
4.652,130.5555709,174.01702
4.653,130.5564645,174.10279
4.654,130.5572528,174.05545
4.655,130.5579353,174.12229
4.656,130.5585114,173.99288
4.657,130.5589805,174.248
4.658,130.5593421,174.36089
4.659,130.5595956,174.42588
4.66,130.5597403,174.09747
4.661,130.5597757,174.46858
4.662,130.5597011,174.44264
4.663,130.5595161,174.31852
4.664,130.5592199,174.40656
4.665,130.558812,174.46729
4.666,130.5582917,174.71624
4.667,130.5576585,174.91249
4.668,130.5569116,174.66286
4.669,130.5560505,174.67464
4.67,130.5550745,174.852
4.671,130.553983,174.58422
4.672,130.5527754,174.84775
4.673,130.5514509,175.01421
4.674,130.5500089,175.05633
4.675,130.5484488,175.06352
4.676,130.5467699,175.08154
4.677,130.5449716,175.04563
4.678,130.543053,175.1407
4.679,130.5410136,175.15032
4.68,130.5388527,175.16473
4.681,130.5365696,175.32249
4.682,130.5341635,175.3108
4.683,130.5316338,175.29851
4.684,130.5289798,175.54989
4.685,130.5262007,175.40605
4.686,130.5232958,175.40822
4.687,130.5202644,175.45473
4.688,130.5171058,175.58559
4.689,130.5138192,175.71327
4.69,130.5104039,175.57045
4.691,130.5068591,175.79139
4.692,130.503184,175.76124
4.693,130.499378,175.9561
4.694,130.4954402,175.73849
4.695,130.4913699,175.86844
4.696,130.4871663,175.6552
4.697,130.4828285,175.82951
4.698,130.4783559,175.8969
4.699,130.4737476,175.80965
4.7,130.4690029,176.07117
4.701,130.4641208,176.31758
4.702,130.4591006,176.15899
4.703,130.4539415,176.2018
4.704,130.4486426,176.13768
4.705,130.4432031,176.15895
4.706,130.4376223,176.2384
4.707,130.4318991,176.36232
4.708,130.4260328,176.45661
4.709,130.4200225,176.23725
4.71,130.4138673,176.66359
4.711,130.4075665,176.35794
4.712,130.401119,176.49996
4.713,130.3945241,176.48693
4.714,130.3877807,176.53286
4.715,130.3808882,176.6451
4.716,130.3738454,176.69626
4.717,130.3666516,176.75699
4.718,130.3593057,176.84131
4.719,130.3518069,176.72147
4.72,130.3441543,176.88202
4.721,130.3363469,176.91747
4.722,130.3283838,176.92575
4.723,130.320264,177.00724
4.724,130.3119866,177.10031
4.725,130.3035505,177.14709
4.726,130.2949549,176.98573
4.727,130.2861988,177.08311
4.728,130.2772812,177.08871
4.729,130.268201,177.27714
4.73,130.2589573,177.21929
4.731,130.2495491,177.36517
4.732,130.2399754,177.26877
4.733,130.2302351,177.43916
4.734,130.2203273,177.49707
4.735,130.2102509,177.41032
4.736,130.2000048,177.58614
4.737,130.1895881,177.38478
4.738,130.1789996,177.44741
4.739,130.1682384,177.58605
4.74,130.1573033,177.66117
4.741,130.1461933,177.65134
4.742,130.1349072,177.63914
4.743,130.1234441,177.86161
4.744,130.1118028,177.53418
4.745,130.0999821,177.88034
4.746,130.0879811,177.81221
4.747,130.0757986,177.84793
4.748,130.0634334,177.86925
4.749,130.0508845,178.0855
4.75,130.0381506,178.00998
4.751,130.0252307,177.94095
4.752,130.0121236,178.40337
4.753,129.9988281,177.94828
4.754,129.9853431,177.9736
4.755,129.9716674,178.10599
4.756,129.9577999,178.36261
4.757,129.9437392,178.19098
