Freq [GHz],S11_HFSS,S21_HFSS,S31_HFSS,S41_HFSS
1.476,-3.724263719,-11.67536253,-7.290081071,-5.830831118
1.477,-3.730289984,-11.69197808,-7.260697383,-5.838605683
1.478,-3.736378178,-11.70843643,-7.231409164,-5.846435098
1.479,-3.742528512,-11.72473366,-7.202216684,-5.854319523
1.48,-3.748741198,-11.74086582,-7.173120212,-5.862259113
1.481,-3.755016445,-11.75682894,-7.144120007,-5.870254022
1.482,-3.76135446,-11.77261905,-7.115216324,-5.878304404
1.483,-3.76775545,-11.78823215,-7.086409409,-5.886410411
1.484,-3.774219622,-11.80366422,-7.057699504,-5.894572194
1.485,-3.78074718,-11.81891126,-7.029086845,-5.902789902
1.486,-3.787338327,-11.83396923,-7.00057166,-5.911063683
1.487,-3.793993267,-11.8488341,-6.972154174,-5.919393685
1.488,-3.800712201,-11.86350183,-6.943834604,-5.927780051
1.489,-3.807495328,-11.87796837,-6.915613161,-5.936222926
1.49,-3.814342847,-11.89222968,-6.887490052,-5.944722453
1.491,-3.821254957,-11.90628171,-6.859465478,-5.953278771
1.492,-3.828231852,-11.92012043,-6.831539632,-5.961892021
1.493,-3.835273729,-11.93374179,-6.803712706,-5.97056234
1.494,-3.842380781,-11.94714177,-6.775984882,-5.979289864
1.495,-3.8495532,-11.96031636,-6.74835634,-5.988074729
1.496,-3.856791178,-11.97326153,-6.720827253,-5.996917068
1.497,-3.864094904,-11.98597331,-6.69339779,-6.005817012
1.498,-3.871464566,-11.99844771,-6.666068114,-6.014774692
1.499,-3.878900352,-12.01068077,-6.638838382,-6.023790236
1.5,-3.886402447,-12.02266857,-6.611708749,-6.032863771
1.501,-3.893971035,-12.03440719,-6.584679362,-6.041995422
1.502,-3.9016063,-12.04589275,-6.557750365,-6.051185313
1.503,-3.909308421,-12.05712139,-6.530921896,-6.060433565
1.504,-3.91707758,-12.06808929,-6.504194089,-6.0697403
1.505,-3.924913954,-12.07879266,-6.477567073,-6.079105635
1.506,-3.93281772,-12.08922776,-6.451040972,-6.088529687
1.507,-3.940789054,-12.09939086,-6.424615907,-6.098012572
1.508,-3.948828129,-12.1092783,-6.398291992,-6.107554403
1.509,-3.956935118,-12.11888646,-6.372069338,-6.117155291
1.51,-3.965110191,-12.12821175,-6.345948051,-6.126815347
1.511,-3.973353517,-12.13725067,-6.319928234,-6.136534678
1.512,-3.981665265,-12.14599972,-6.294009983,-6.14631339
1.513,-3.990045599,-12.1544555,-6.268193393,-6.156151588
1.514,-3.998494685,-12.16261465,-6.242478551,-6.166049374
1.515,-4.007012684,-12.17047387,-6.216865543,-6.176006849
1.516,-4.015599759,-12.17802993,-6.191354449,-6.186024113
1.517,-4.024256067,-12.18527966,-6.165945346,-6.196101261
1.518,-4.032981768,-12.19221998,-6.140638305,-6.206238389
1.519,-4.041777016,-12.19884784,-6.115433395,-6.21643559
1.52,-4.050641967,-12.20516031,-6.090330681,-6.226692955
1.521,-4.059576773,-12.2111545,-6.065330222,-6.237010574
1.522,-4.068581584,-12.21682763,-6.040432074,-6.247388533
1.523,-4.07765655,-12.22217698,-6.015636291,-6.257826919
1.524,-4.086801818,-12.22719992,-5.990942921,-6.268325815
1.525,-4.096017534,-12.23189392,-5.966352008,-6.278885301
1.526,-4.105303842,-12.23625651,-5.941863593,-6.289505458
1.527,-4.114660883,-12.24028534,-5.917477714,-6.300186362
1.528,-4.124088797,-12.24397813,-5.893194404,-6.31092809
1.529,-4.133587724,-12.24733272,-5.869013692,-6.321730715
1.53,-4.1431578,-12.25034703,-5.844935604,-6.332594307
1.531,-4.152799159,-12.25301907,-5.820960164,-6.343518936
1.532,-4.162511934,-12.25534699,-5.79708739,-6.35450467
1.533,-4.172296257,-12.25732899,-5.773317297,-6.365551573
1.534,-4.182152255,-12.25896342,-5.749649896,-6.376659708
1.535,-4.192080058,-12.26024871,-5.726085196,-6.387829137
1.536,-4.20207979,-12.26118341,-5.702623202,-6.399059917
1.537,-4.212151574,-12.26176617,-5.679263915,-6.410352107
1.538,-4.222295532,-12.26199576,-5.656007333,-6.421705759
1.539,-4.232511784,-12.26187105,-5.63285345,-6.433120927
1.54,-4.242800447,-12.26139104,-5.609802257,-6.444597662
1.541,-4.253161638,-12.26055483,-5.586853741,-6.45613601
1.542,-4.263595469,-12.25936164,-5.564007888,-6.467736018
1.543,-4.274102053,-12.2578108,-5.541264678,-6.47939773
1.544,-4.2846815,-12.25590177,-5.518624089,-6.491121188
1.545,-4.295333917,-12.2536341,-5.496086095,-6.50290643
1.546,-4.306059411,-12.2510075,-5.473650668,-6.514753494
1.547,-4.316858085,-12.24802175,-5.451317776,-6.526662415
1.548,-4.327730042,-12.24467678,-5.429087384,-6.538633226
1.549,-4.338675381,-12.24097264,-5.406959452,-6.550665957
1.55,-4.3496942,-12.23690947,-5.384933941,-6.562760638
1.551,-4.360786596,-12.23248755,-5.363010806,-6.574917293
1.552,-4.371952661,-12.22770728,-5.341189998,-6.587135946
1.553,-4.383192489,-12.22256916,-5.319471467,-6.599416621
1.554,-4.394506169,-12.21707383,-5.29785516,-6.611759335
1.555,-4.405893788,-12.21122202,-5.276341019,-6.624164106
1.556,-4.417355432,-12.20501461,-5.254928985,-6.636630949
1.557,-4.428891186,-12.19845256,-5.233618996,-6.649159877
1.558,-4.44050113,-12.19153695,-5.212410984,-6.661750899
1.559,-4.452185345,-12.18426901,-5.191304882,-6.674404025
1.56,-4.463943908,-12.17665003,-5.170300618,-6.68711926
1.561,-4.475776894,-12.16868145,-5.149398117,-6.699896608
1.562,-4.487684377,-12.1603648,-5.128597302,-6.712736069
1.563,-4.499666429,-12.15170172,-5.107898092,-6.725637644
1.564,-4.511723118,-12.14269396,-5.087300405,-6.738601328
1.565,-4.523854512,-12.13334338,-5.066804154,-6.751627116
1.566,-4.536060675,-12.12365193,-5.046409251,-6.764715001
1.567,-4.548341672,-12.11362168,-5.026115603,-6.777864972
1.568,-4.560697562,-12.10325479,-5.005923117,-6.791077018
1.569,-4.573128406,-12.0925535,-4.985831695,-6.804351122
1.57,-4.585634259,-12.08152019,-4.965841237,-6.817687269
1.571,-4.598215177,-12.07015728,-4.945951641,-6.831085439
1.572,-4.610871212,-12.05846733,-4.926162801,-6.844545611
1.573,-4.623602414,-12.04645295,-4.906474609,-6.858067761
1.574,-4.636408833,-12.03411687,-4.886886955,-6.871651862
1.575,-4.649290514,-12.02146188,-4.867399724,-6.885297887
1.576,-4.662247503,-12.00849087,-4.848012801,-6.899005805
1.577,-4.67527984,-11.9952068,-4.828726067,-6.912775582
1.578,-4.688387567,-11.9816127,-4.809539402,-6.926607184
1.579,-4.701570722,-11.9677117,-4.79045268,-6.940500573
1.58,-4.714829341,-11.95350697,-4.771465776,-6.95445571
1.581,-4.728163457,-11.93900178,-4.75257856,-6.968472552
1.582,-4.741573102,-11.92419945,-4.733790901,-6.982551055
1.583,-4.755058307,-11.90910337,-4.715102666,-6.996691172
1.584,-4.7686191,-11.89371698,-4.696513716,-7.010892856
1.585,-4.782255505,-11.87804381,-4.678023914,-7.025156054
1.586,-4.795967547,-11.8620874,-4.659633117,-7.039480713
1.587,-4.809755247,-11.8458514,-4.641341183,-7.053866778
1.588,-4.823618625,-11.82933945,-4.623147963,-7.06831419
1.589,-4.837557699,-11.81255529,-4.60505331,-7.082822891
1.59,-4.851572483,-11.79550267,-4.587057072,-7.097392817
1.591,-4.865662992,-11.77818542,-4.569159096,-7.112023905
1.592,-4.879829237,-11.76060736,-4.551359225,-7.126716086
1.593,-4.894071227,-11.7427724,-4.533657301,-7.141469293
1.594,-4.90838897,-11.72468445,-4.516053164,-7.156283455
1.595,-4.922782471,-11.70634747,-4.498546651,-7.171158497
1.596,-4.937251734,-11.68776543,-4.481137595,-7.186094345
1.597,-4.95179676,-11.66894235,-4.46382583,-7.20109092
1.598,-4.966417549,-11.64988226,-4.446611186,-7.216148143
1.599,-4.981114097,-11.63058922,-4.42949349,-7.231265932
1.6,-4.995886402,-11.6110673,-4.412472568,-7.246444203
1.601,-5.010734455,-11.59132061,-4.395548244,-7.261682869
1.602,-5.02565825,-11.57135323,-4.378720339,-7.276981841
1.603,-5.040657775,-11.55116931,-4.361988672,-7.292341029
1.604,-5.055733018,-11.53077296,-4.345353059,-7.307760341
1.605,-5.070883965,-11.51016833,-4.328813316,-7.323239681
1.606,-5.0861106,-11.48935955,-4.312369256,-7.338778952
1.607,-5.101412904,-11.46835077,-4.296020688,-7.354378056
1.608,-5.116790859,-11.44714615,-4.279767421,-7.370036891
1.609,-5.132244442,-11.42574982,-4.263609261,-7.385755354
1.61,-5.14777363,-11.40416592,-4.247546013,-7.401533339
1.611,-5.163378396,-11.38239861,-4.231577479,-7.417370741
1.612,-5.179058714,-11.360452,-4.21570346,-7.433267448
1.613,-5.194814555,-11.33833021,-4.199923752,-7.449223349
1.614,-5.210645887,-11.31603737,-4.184238153,-7.465238332
1.615,-5.226552677,-11.29357756,-4.168646457,-7.481312281
1.616,-5.242534891,-11.27095486,-4.153148457,-7.497445078
1.617,-5.258592493,-11.24817335,-4.137743942,-7.513636604
1.618,-5.274725443,-11.22523708,-4.1224327,-7.529886738
1.619,-5.290933703,-11.20215007,-4.10721452,-7.546195357
1.62,-5.307217229,-11.17891633,-4.092089185,-7.562562334
1.621,-5.32357598,-11.15553985,-4.077056478,-7.578987544
1.622,-5.340009909,-11.1320246,-4.06211618,-7.595470858
1.623,-5.356518969,-11.1083745,-4.04726807,-7.612012143
1.624,-5.373103112,-11.08459347,-4.032511926,-7.628611267
1.625,-5.389762287,-11.0606854,-4.017847523,-7.645268097
1.626,-5.406496443,-11.03665413,-4.003274636,-7.661982495
1.627,-5.423305525,-11.0125035,-3.988793035,-7.678754322
1.628,-5.440189478,-10.9882373,-3.974402493,-7.695583439
1.629,-5.457148246,-10.96385929,-3.960102776,-7.712469704
1.63,-5.474181769,-10.93937319,-3.945893653,-7.729412973
1.631,-5.491289988,-10.91478271,-3.931774888,-7.746413101
1.632,-5.50847284,-10.8900915,-3.917746245,-7.763469939
1.633,-5.525730262,-10.86530318,-3.903807486,-7.78058334
1.634,-5.543062189,-10.84042135,-3.889958372,-7.797753152
1.635,-5.560468556,-10.81544956,-3.876198662,-7.814979223
1.636,-5.577949293,-10.79039131,-3.862528111,-7.832261399
1.637,-5.595504331,-10.76525009,-3.848946477,-7.849599524
1.638,-5.613133599,-10.74002932,-3.835453514,-7.86699344
1.639,-5.630837025,-10.71473241,-3.822048973,-7.884442989
1.64,-5.648614534,-10.6893627,-3.808732607,-7.901948009
1.641,-5.666466052,-10.66392352,-3.795504165,-7.919508339
1.642,-5.684391501,-10.63841814,-3.782363394,-7.937123814
1.643,-5.702390804,-10.61284979,-3.769310043,-7.954794269
1.644,-5.72046388,-10.58722165,-3.756343856,-7.972519537
1.645,-5.738610648,-10.56153689,-3.743464577,-7.990299449
1.646,-5.756831027,-10.53579861,-3.730671948,-8.008133835
1.647,-5.775124931,-10.51000987,-3.717965712,-8.026022524
1.648,-5.793492278,-10.48417369,-3.705345607,-8.043965343
1.649,-5.811932979,-10.45829305,-3.692811373,-8.061962116
1.65,-5.830446947,-10.4323709,-3.680362747,-8.080012669
1.651,-5.849034094,-10.40641011,-3.667999465,-8.098116824
1.652,-5.867694329,-10.38041354,-3.655721261,-8.116274401
1.653,-5.886427561,-10.35438401,-3.643527869,-8.134485221
1.654,-5.905233696,-10.32832426,-3.631419021,-8.152749102
1.655,-5.924112642,-10.30223702,-3.619394449,-8.171065862
1.656,-5.943064303,-10.27612497,-3.607453883,-8.189435316
1.657,-5.962088583,-10.24999075,-3.59559705,-8.207857278
1.658,-5.981185385,-10.22383693,-3.583823679,-8.226331563
1.659,-6.00035461,-10.19766608,-3.572133497,-8.244857981
1.66,-6.019596158,-10.1714807,-3.560526228,-8.263436343
1.661,-6.038909929,-10.14528325,-3.549001597,-8.28206646
1.662,-6.058295821,-10.11907614,-3.537559328,-8.300748139
1.663,-6.077753732,-10.09286177,-3.526199143,-8.319481187
1.664,-6.097283557,-10.06664247,-3.514920762,-8.33826541
1.665,-6.116885191,-10.04042052,-3.503723907,-8.357100613
1.666,-6.136558529,-10.0141982,-3.492608296,-8.3759866
1.667,-6.156303464,-9.987977693,-3.481573648,-8.394923173
1.668,-6.176119888,-9.96176119,-3.47061968,-8.413910133
1.669,-6.196007693,-9.935550816,-3.459746109,-8.432947282
1.67,-6.215966768,-9.909348661,-3.44895265,-8.452034417
1.671,-6.235997003,-9.883156776,-3.438239018,-8.471171338
1.672,-6.256098286,-9.856977171,-3.427604927,-8.490357842
1.673,-6.276270506,-9.830811818,-3.41705009,-8.509593725
1.674,-6.296513549,-9.804662649,-3.406574218,-8.528878782
1.675,-6.3168273,-9.778531558,-3.396177025,-8.548212808
1.676,-6.337211646,-9.752420399,-3.38585822,-8.567595596
1.677,-6.357666471,-9.72633099,-3.375617513,-8.58702694
1.678,-6.378191658,-9.700265112,-3.365454613,-8.606506629
1.679,-6.39878709,-9.674224507,-3.355369229,-8.626034457
1.68,-6.419452649,-9.648210881,-3.345361068,-8.645610211
1.681,-6.440188217,-9.622225903,-3.335429838,-8.665233682
1.682,-6.460993674,-9.596271208,-3.325575245,-8.684904657
1.683,-6.481868901,-9.570348394,-3.315796994,-8.704622925
1.684,-6.502813776,-9.544459024,-3.306094792,-8.724388273
1.685,-6.523828179,-9.518604627,-3.296468342,-8.744200485
1.686,-6.544911988,-9.492786696,-3.286917349,-8.764059348
1.687,-6.56606508,-9.467006693,-3.277441516,-8.783964647
1.688,-6.587287332,-9.441266044,-3.268040545,-8.803916164
1.689,-6.60857862,-9.415566144,-3.258714141,-8.823913684
1.69,-6.629938821,-9.389908354,-3.249462003,-8.84395699
1.691,-6.65136781,-9.364294003,-3.240283834,-8.864045862
1.692,-6.672865461,-9.338724389,-3.231179334,-8.884180083
1.693,-6.694431648,-9.313200779,-3.222148205,-8.904359434
1.694,-6.716066247,-9.287724409,-3.213190146,-8.924583695
1.695,-6.737769129,-9.262296484,-3.204304857,-8.944852645
1.696,-6.759540168,-9.236918179,-3.195492037,-8.965166065
1.697,-6.781379237,-9.21159064,-3.186751385,-8.985523732
1.698,-6.803286208,-9.186314985,-3.1780826,-9.005925425
1.699,-6.825260951,-9.161092302,-3.16948538,-9.026370922
1.7,-6.84730334,-9.13592365,-3.160959422,-9.04686
1.701,-6.869413244,-9.110810063,-3.152504426,-9.067392436
1.702,-6.891590535,-9.085752544,-3.144120087,-9.087968008
1.703,-6.913835083,-9.060752073,-3.135806103,-9.10858649
1.704,-6.936146758,-9.035809601,-3.127562172,-9.129247659
1.705,-6.95852543,-9.010926053,-3.119387989,-9.149951291
1.706,-6.980970969,-8.98610233,-3.111283251,-9.17069716
1.707,-7.003483243,-8.961339306,-3.103247654,-9.191485042
1.708,-7.026062123,-8.93663783,-3.095280895,-9.212314711
1.709,-7.048707477,-8.911998729,-3.087382669,-9.233185941
1.71,-7.071419173,-8.887422804,-3.079552673,-9.254098507
1.711,-7.094197081,-8.862910832,-3.071790601,-9.275052182
1.712,-7.117041069,-8.838463568,-3.06409615,-9.29604674
1.713,-7.139951005,-8.814081745,-3.056469015,-9.317081955
1.714,-7.162926757,-8.78976607,-3.048908892,-9.3381576
1.715,-7.185968194,-8.765517233,-3.041415475,-9.359273449
1.716,-7.209075184,-8.741335898,-3.033988461,-9.380429273
1.717,-7.232247593,-8.717222711,-3.026627545,-9.401624847
1.718,-7.255485291,-8.693178294,-3.019332421,-9.422859942
1.719,-7.278788145,-8.66920325,-3.012102786,-9.444134333
1.72,-7.302156023,-8.645298164,-3.004938335,-9.465447791
1.721,-7.325588793,-8.621463597,-2.997838764,-9.486800089
1.722,-7.349086323,-8.597700094,-2.990803767,-9.508191
1.723,-7.37264848,-8.574008179,-2.983833041,-9.529620297
1.724,-7.396275133,-8.550388359,-2.976926281,-9.551087753
1.725,-7.419966149,-8.526841121,-2.970083183,-9.572593139
1.726,-7.443721397,-8.503366934,-2.963303443,-9.594136229
1.727,-7.467540745,-8.479966251,-2.956586757,-9.615716796
1.728,-7.49142406,-8.456639506,-2.949932822,-9.637334612
1.729,-7.515371212,-8.433387117,-2.943341334,-9.658989451
1.73,-7.539382068,-8.410209484,-2.936811989,-9.680681086
1.731,-7.563456498,-8.387106993,-2.930344484,-9.70240929
1.732,-7.587594371,-8.364080011,-2.923938517,-9.724173837
1.733,-7.611795555,-8.341128892,-2.917593785,-9.7459745
1.734,-7.636059919,-8.318253973,-2.911309984,-9.767811053
1.735,-7.660387333,-8.295455577,-2.905086814,-9.789683271
1.736,-7.684777667,-8.27273401,-2.898923972,-9.811590927
1.737,-7.709230791,-8.250089565,-2.892821156,-9.833533795
1.738,-7.733746574,-8.227522522,-2.886778066,-9.855511652
1.739,-7.758324887,-8.205033144,-2.880794399,-9.877524271
1.74,-7.782965601,-8.182621684,-2.874869856,-9.899571428
1.741,-7.807668586,-8.160288378,-2.869004136,-9.921652898
1.742,-7.832433714,-8.138033452,-2.863196939,-9.943768458
1.743,-7.857260856,-8.115857116,-2.857447966,-9.965917884
1.744,-7.882149885,-8.093759572,-2.851756917,-9.988100953
1.745,-7.907100672,-8.071741004,-2.846123493,-10.01031744
1.746,-7.932113091,-8.049801588,-2.840547397,-10.03256713
1.747,-7.957187013,-8.027941488,-2.835028329,-10.05484978
1.748,-7.982322313,-8.006160854,-2.829565993,-10.0771652
1.749,-8.007518864,-7.984459827,-2.824160091,-10.09951314
1.75,-8.03277654,-7.962838536,-2.818810326,-10.12189339
1.751,-8.058095216,-7.941297099,-2.813516404,-10.14430574
1.752,-8.083474766,-7.919835624,-2.808278026,-10.16674995
1.753,-8.108915067,-7.898454209,-2.8030949,-10.18922581
1.754,-8.134415993,-7.877152941,-2.797966729,-10.21173311
1.755,-8.159977422,-7.855931896,-2.79289322,-10.23427162
1.756,-8.18559923,-7.834791144,-2.787874078,-10.25684112
1.757,-8.211281294,-7.813730741,-2.782909012,-10.2794414
1.758,-8.237023492,-7.792750737,-2.777997727,-10.30207223
1.759,-8.262825702,-7.771851173,-2.773139933,-10.32473342
1.76,-8.288687803,-7.751032078,-2.768335337,-10.34742473
1.761,-8.314609674,-7.730293475,-2.763583649,-10.37014595
1.762,-8.340591196,-7.709635379,-2.758884579,-10.39289687
1.763,-8.366632247,-7.689057794,-2.754237836,-10.41567728
1.764,-8.39273271,-7.66856072,-2.749643132,-10.43848696
1.765,-8.418892465,-7.648144144,-2.745100178,-10.46132569
1.766,-8.445111395,-7.62780805,-2.740608687,-10.48419327
1.767,-8.471389383,-7.607552412,-2.736168371,-10.50708949
1.768,-8.49772631,-7.587377197,-2.731778944,-10.53001412
1.769,-8.524122062,-7.567282366,-2.727440119,-10.55296698
1.77,-8.550576522,-7.54726787,-2.723151612,-10.57594783
1.771,-8.577089576,-7.527333658,-2.718913138,-10.59895649
1.772,-8.603661108,-7.507479667,-2.714724413,-10.62199273
1.773,-8.630291006,-7.487705832,-2.710585154,-10.64505635
1.774,-8.656979156,-7.468012079,-2.706495079,-10.66814715
1.775,-8.683725446,-7.448398328,-2.702453905,-10.69126491
1.776,-8.710529763,-7.428864494,-2.698461352,-10.71440944
1.777,-8.737391997,-7.409410486,-2.69451714,-10.73758053
1.778,-8.764312036,-7.390036207,-2.690620988,-10.76077798
1.779,-8.791289772,-7.370741554,-2.686772619,-10.78400158
1.78,-8.818325095,-7.351526419,-2.682971753,-10.80725113
1.781,-8.845417896,-7.332390689,-2.679218114,-10.83052643
1.782,-8.872568067,-7.313334245,-2.675511425,-10.85382728
1.783,-8.899775502,-7.294356963,-2.67185141,-10.87715349
