Freq [GHz],S11 (dB)_HFSS,S11 (dB)_milled,S11 (dB)_z0lver
3.321,-1.26169905,-20.971664,-0.050090027
3.322,-1.26061888,-20.948673,-0.049972017
3.323,-1.259543945,-20.780319,-0.049857602
3.324,-1.258474217,-20.688358,-0.049745585
3.325,-1.257409666,-20.667063,-0.049632371
3.326,-1.256350261,-20.540316,-0.049527545
3.327,-1.255295973,-20.490189,-0.04941613
3.328,-1.254246772,-20.345541,-0.049308311
3.329,-1.25320263,-20.258873,-0.049203488
3.33,-1.252163516,-20.234127,-0.049095671
3.331,-1.251129403,-20.087185,-0.048993246
3.332,-1.25010026,-19.949974,-0.04888603
3.333,-1.249076061,-19.950323,-0.048786003
3.334,-1.248056775,-19.890965,-0.048684779
3.335,-1.247042376,-19.812429,-0.048582957
3.336,-1.246032834,-19.719826,-0.048488324
3.337,-1.245028123,-19.663345,-0.048391295
3.338,-1.244028214,-19.587254,-0.048295466
3.339,-1.24303308,-19.420021,-0.048193049
3.34,-1.242042693,-19.278057,-0.04810321
3.341,-1.241057027,-19.27202,-0.048006186
3.342,-1.240076053,-19.17157,-0.047916349
3.343,-1.239099746,-19.137024,-0.047824716
3.344,-1.238128079,-19.068033,-0.047731886
3.345,-1.237161024,-18.939669,-0.047640255
3.346,-1.236198556,-18.853397,-0.047558207
3.347,-1.235240649,-18.761486,-0.047471369
3.348,-1.234287276,-18.68187,-0.047382735
3.349,-1.233338411,-18.694946,-0.047300689
3.35,-1.232394029,-18.50461,-0.047211457
3.351,-1.231454104,-18.507517,-0.047130012
3.352,-1.230518611,-18.400881,-0.047048567
3.353,-1.229587525,-18.307266,-0.046964727
3.354,-1.228660819,-18.237062,-0.046884481
3.355,-1.22773847,-18.159843,-0.046801242
3.356,-1.226820453,-18.075022,-0.046722794
3.357,-1.225906742,-18.002422,-0.046646742
3.358,-1.224997314,-17.93977,-0.046567696
3.359,-1.224092144,-17.897465,-0.046496436
3.36,-1.223191208,-17.768997,-0.046419187
3.361,-1.222294482,-17.73741,-0.046346132
3.362,-1.221401941,-17.607979,-0.046276071
3.363,-1.220513563,-17.504383,-0.046199423
3.364,-1.219629323,-17.428961,-0.046126968
3.365,-1.218749199,-17.429811,-0.046055112
3.366,-1.217873166,-17.277985,-0.045985053
3.367,-1.217001202,-17.268312,-0.04591679
3.368,-1.216133283,-17.202616,-0.04585272
3.369,-1.215269387,-17.09684,-0.045784459
3.37,-1.214409491,-17.004093,-0.045714402
3.371,-1.213553572,-17.020651,-0.045653326
3.372,-1.212701608,-16.888649,-0.045585665
3.373,-1.211853576,-16.771763,-0.045519801
3.374,-1.211009455,-16.75038,-0.045462319
3.375,-1.210169222,-16.662888,-0.045397653
3.376,-1.209332856,-16.627737,-0.045334185
3.377,-1.208500334,-16.516943,-0.045275507
3.378,-1.207671635,-16.498478,-0.045218027
3.379,-1.206846737,-16.408442,-0.045156357
3.38,-1.20602562,-16.315191,-0.045099476
3.381,-1.205208261,-16.199772,-0.045043793
3.382,-1.20439464,-16.156927,-0.044987512
3.383,-1.203584735,-16.137199,-0.044933626
3.384,-1.202778527,-16.070131,-0.044878543
3.385,-1.201975993,-15.97979,-0.044825257
3.386,-1.201177114,-15.875156,-0.044768977
3.387,-1.200381868,-15.850548,-0.044714493
3.388,-1.199590237,-15.761435,-0.044661207
3.389,-1.198802199,-15.70091,-0.044612113
3.39,-1.198017734,-15.607974,-0.044568407
3.391,-1.197236822,-15.54739,-0.04451632
3.392,-1.196459444,-15.477291,-0.044462436
3.393,-1.19568558,-15.43023,-0.04441933
3.394,-1.19491521,-15.37357,-0.044370236
3.395,-1.194148314,-15.271851,-0.044326532
3.396,-1.193384874,-15.204403,-0.044279235
3.397,-1.19262487,-15.181934,-0.04423134
3.398,-1.191868283,-15.135091,-0.044185839
3.399,-1.191115093,-15.020383,-0.044146326
3.4,-1.190365283,-14.93882,-0.044107412
3.401,-1.189618833,-14.901749,-0.044061912
3.402,-1.188875724,-14.862678,-0.044020604
3.403,-1.188135938,-14.755505,-0.043978696
3.404,-1.187399457,-14.755824,-0.043942177
3.405,-1.186666263,-14.620343,-0.04390027
3.406,-1.185936336,-14.618957,-0.043861956
3.407,-1.185209659,-14.505411,-0.04382424
3.408,-1.184486214,-14.449503,-0.043786524
3.409,-1.183765983,-14.358741,-0.043751802
3.41,-1.183048949,-14.385689,-0.043711093
3.411,-1.182335093,-14.273292,-0.043678765
3.412,-1.181624399,-14.230377,-0.04364105
3.413,-1.180916848,-14.153609,-0.043613512
3.414,-1.180212423,-14.124011,-0.043578192
3.415,-1.179511108,-14.045396,-0.043544069
3.416,-1.178812884,-13.937742,-0.043514136
3.417,-1.178117736,-13.922251,-0.043477619
3.418,-1.177425646,-13.859727,-0.043444694
3.419,-1.176736597,-13.808167,-0.043415959
3.42,-1.176050573,-13.690197,-0.043389619
3.421,-1.175367556,-13.671605,-0.043357891
3.422,-1.174687532,-13.621367,-0.043327959
3.423,-1.174010482,-13.509772,-0.043302817
3.424,-1.173336391,-13.500723,-0.043274681
3.425,-1.172665243,-13.421335,-0.043250736
3.426,-1.171997022,-13.372951,-0.043223199
3.427,-1.171331711,-13.330997,-0.043199852
3.428,-1.170669294,-13.280184,-0.043173513
3.429,-1.170009757,-13.180872,-0.043150765
3.43,-1.169353083,-13.120698,-0.043124426
3.431,-1.168699256,-13.114068,-0.043102875
3.432,-1.168048261,-13.001438,-0.043080726
3.433,-1.167400083,-13.006956,-0.043059775
3.434,-1.166754707,-12.923824,-0.043038224
3.435,-1.166112116,-12.854988,-0.043014878
3.436,-1.165472297,-12.769514,-0.042998117
3.437,-1.164835233,-12.736444,-0.042980757
3.438,-1.164200911,-12.718293,-0.042961602
3.439,-1.163569314,-12.655767,-0.042940052
3.44,-1.162940429,-12.582099,-0.042923889
3.441,-1.162314241,-12.53545,-0.042904135
3.442,-1.161690735,-12.48715,-0.042887973
3.443,-1.161069897,-12.429044,-0.042874205
3.444,-1.160451711,-12.342019,-0.042856246
3.445,-1.159836165,-12.328127,-0.042844274
3.446,-1.159223244,-12.24993,-0.04282452
3.447,-1.158612933,-12.223118,-0.042812548
3.448,-1.158005218,-12.141504,-0.042801175
3.449,-1.157400086,-12.12676,-0.042783217
3.45,-1.156797523,-12.017408,-0.042770646
3.451,-1.156197515,-11.962897,-0.042756878
3.452,-1.155600048,-11.958591,-0.042742512
3.453,-1.155005108,-11.84151,-0.042738322
3.454,-1.154412683,-11.818642,-0.04272635
3.455,-1.153822758,-11.729312,-0.042714378
3.456,-1.15323532,-11.752294,-0.042706596
3.457,-1.152650356,-11.661975,-0.042695821
3.458,-1.152067853,-11.619151,-0.042688638
3.459,-1.151487797,-11.562921,-0.042680856
3.46,-1.150910176,-11.475712,-0.042673673
3.461,-1.150334977,-11.451797,-0.042660504
3.462,-1.149762185,-11.411706,-0.042659307
3.463,-1.14919179,-11.315113,-0.042650328
3.464,-1.148623778,-11.274724,-0.042646138
3.465,-1.148058136,-11.230916,-0.042644342
3.466,-1.147494852,-11.189381,-0.042635363
3.467,-1.146933914,-11.118324,-0.042629976
3.468,-1.146375308,-11.093284,-0.042629377
3.469,-1.145819023,-11.042767,-0.042625187
3.47,-1.145265046,-10.973684,-0.04262399
3.471,-1.144713365,-10.956661,-0.042622194
3.472,-1.144163969,-10.89808,-0.04261561
3.473,-1.143616844,-10.849565,-0.042615011
3.474,-1.143071979,-10.787853,-0.042610821
3.475,-1.142529362,-10.750028,-0.042610821
3.476,-1.141988981,-10.693696,-0.042609624
3.477,-1.141450825,-10.658074,-0.042607828
3.478,-1.140914881,-10.602618,-0.042609025
3.479,-1.140381139,-10.551747,-0.042610821
3.48,-1.139849586,-10.522384,-0.042613215
3.481,-1.139320212,-10.394814,-0.042613814
3.482,-1.138793004,-10.397558,-0.042616807
3.483,-1.138267951,-10.344824,-0.042613814
3.484,-1.137745043,-10.283669,-0.042620398
3.485,-1.137224267,-10.248714,-0.04262399
3.486,-1.136705613,-10.203606,-0.042622793
3.487,-1.13618907,-10.12451,-0.042629976
3.488,-1.135674627,-10.127515,-0.042637159
3.489,-1.135162272,-10.057346,-0.04264075
3.49,-1.134651996,-9.9955044,-0.042645539
3.491,-1.134143786,-9.9662743,-0.042647934
3.492,-1.133637634,-9.9258928,-0.042655715
3.493,-1.133133526,-9.8807068,-0.042664096
3.494,-1.132631454,-9.8845959,-0.04267068
3.495,-1.132131407,-9.7903891,-0.042679659
3.496,-1.131633374,-9.7358885,-0.042687441
3.497,-1.131137344,-9.6875925,-0.042688638
3.498,-1.130643308,-9.6485996,-0.042702406
3.499,-1.130151255,-9.5856962,-0.042711385
3.5,-1.129661175,-9.5753527,-0.042719166
3.501,-1.129173058,-9.480896,-0.042725751
3.502,-1.128686894,-9.4487448,-0.042735927
3.503,-1.128202672,-9.4436903,-0.042746702
3.504,-1.127720383,-9.3792429,-0.042761068
3.505,-1.127240016,-9.3621149,-0.042768252
3.506,-1.126761563,-9.2793341,-0.042781421
3.507,-1.126285013,-9.2307291,-0.042786808
3.508,-1.125810356,-9.1939497,-0.042800576
3.509,-1.125337583,-9.1589632,-0.042813147
3.51,-1.124866684,-9.1073961,-0.042826316
3.511,-1.124397649,-9.0790119,-0.042841281
3.512,-1.12393047,-9.0077429,-0.042851458
3.513,-1.123465136,-8.9615097,-0.042867021
3.514,-1.123001639,-8.8998852,-0.042877796
3.515,-1.122539968,-8.9010754,-0.04289336
3.516,-1.122080115,-8.8681021,-0.042907727
3.517,-1.121622071,-8.8112268,-0.042919699
3.518,-1.121165826,-8.7531509,-0.042939453
3.519,-1.120711371,-8.764575,-0.042954418
3.52,-1.120258698,-8.7096195,-0.042967588
3.521,-1.119807796,-8.6474981,-0.042985546
3.522,-1.119358658,-8.5839844,-0.043001709
3.523,-1.118911274,-8.5325575,-0.043017871
3.524,-1.118465636,-8.5431681,-0.043038823
3.525,-1.118021735,-8.464488,-0.043052591
3.526,-1.117579561,-8.4135923,-0.043071747
3.527,-1.117139107,-8.3698568,-0.043091501
3.528,-1.116700364,-8.3480587,-0.043108263
3.529,-1.116263323,-8.2819614,-0.043126221
3.53,-1.115827976,-8.2538271,-0.043145976
3.531,-1.115394314,-8.2595739,-0.043162738
3.532,-1.114962329,-8.1718235,-0.043181894
3.533,-1.114532012,-8.1361132,-0.043200451
3.534,-1.114103356,-8.1163273,-0.043220804
3.535,-1.113676351,-8.0796766,-0.043240559
3.536,-1.11325099,-8.073308,-0.043258518
3.537,-1.112827265,-7.9983401,-0.043280069
3.538,-1.112405167,-7.9143643,-0.043305211
3.539,-1.111984689,-7.9067416,-0.043325565
3.54,-1.111565822,-7.869668,-0.043343524
3.541,-1.111148559,-7.8574543,-0.043363877
3.542,-1.110732891,-7.8079181,-0.043386027
3.543,-1.110318811,-7.7299094,-0.043410571
3.544,-1.10990631,-7.7061391,-0.043431524
3.545,-1.109495382,-7.7074351,-0.043453075
3.546,-1.109086018,-7.6176229,-0.043480014
3.547,-1.108678211,-7.586659,-0.043503959
3.548,-1.108271953,-7.5976238,-0.043524313
3.549,-1.107867237,-7.5476713,-0.043547661
3.55,-1.107464054,-7.4938722,-0.043576396
3.551,-1.107062398,-7.4826183,-0.043602138
3.552,-1.106662261,-7.4328938,-0.043624288
3.553,-1.106263635,-7.3748021,-0.04365003
3.554,-1.105866514,-7.3555293,-0.043670384
3.555,-1.10547089,-7.2925968,-0.04369912
3.556,-1.105076755,-7.2646832,-0.043726059
3.557,-1.104684103,-7.2532482,-0.043752999
3.558,-1.104292927,-7.2412868,-0.043780537
3.559,-1.103903218,-7.1461363,-0.043804484
3.56,-1.10351497,-7.1272573,-0.043830226
3.561,-1.103128177,-7.1046581,-0.04386016
3.562,-1.10274283,-7.0495687,-0.043888896
3.563,-1.102358924,-7.0021529,-0.043920026
3.564,-1.101976451,-6.9626503,-0.043942177
3.565,-1.101595404,-6.9864755,-0.043969118
3.566,-1.101215776,-6.9184713,-0.043999051
3.567,-1.100837561,-6.8532233,-0.044021801
3.568,-1.100460752,-6.8471541,-0.044054728
3.569,-1.100085342,-6.7772341,-0.044082267
3.57,-1.099711324,-6.7618184,-0.044113997
3.571,-1.099338693,-6.722373,-0.044142136
3.572,-1.09896744,-6.7293296,-0.044169675
3.573,-1.09859756,-6.6901612,-0.044197215
3.574,-1.098229047,-6.6500034,-0.044231938
3.575,-1.097861893,-6.6160917,-0.044261274
3.576,-1.097496092,-6.6078391,-0.044291209
3.577,-1.097131638,-6.5418954,-0.044322341
3.578,-1.096768525,-6.4854879,-0.044354072
3.579,-1.096406746,-6.4606595,-0.044385204
3.58,-1.096046295,-6.4296489,-0.04441454
3.581,-1.095687165,-6.3961654,-0.044445673
3.582,-1.095329351,-6.3771424,-0.044476206
3.583,-1.094972846,-6.3422294,-0.044510333
3.584,-1.094617644,-6.318491,-0.044540268
3.585,-1.09426374,-6.2355409,-0.044570802
3.586,-1.093911126,-6.2581387,-0.044605527
3.587,-1.093559797,-6.1758356,-0.04463666
3.588,-1.093209748,-6.1795835,-0.044671386
3.589,-1.092860971,-6.1287174,-0.044706111
3.59,-1.092513462,-6.1092095,-0.044739639
3.591,-1.092167213,-6.0901437,-0.044771372
3.592,-1.09182222,-6.0003166,-0.044803104
3.593,-1.091478477,-6.0248976,-0.044839626
3.594,-1.091135978,-5.9848876,-0.044866569
3.595,-1.090794716,-5.974278,-0.044903091
3.596,-1.090454687,-5.9213161,-0.044937817
3.597,-1.090115885,-5.911027,-0.044970748
3.598,-1.089778304,-5.8723178,-0.045007869
3.599,-1.089441938,-5.8717909,-0.045045589
3.6,-1.089106782,-5.8212056,-0.045077323
3.601,-1.088772831,-5.7826428,-0.045110852
3.602,-1.088440078,-5.7660508,-0.045147974
3.603,-1.088108519,-5.7303767,-0.045184498
3.604,-1.087778148,-5.6645808,-0.045220422
3.605,-1.087448959,-5.634635,-0.045256946
3.606,-1.087120948,-5.6127028,-0.045291075
3.607,-1.086794109,-5.5977902,-0.045326401
3.608,-1.086468436,-5.5872526,-0.045361129
3.609,-1.086143924,-5.5682979,-0.045398252
3.61,-1.085820569,-5.5236511,-0.045437171
3.611,-1.085498364,-5.5075455,-0.045474295
3.612,-1.085177305,-5.467,-0.045508424
3.613,-1.084857387,-5.4343204,-0.045543751
3.614,-1.084538604,-5.3927326,-0.04558327
3.615,-1.084220951,-5.4002566,-0.045623987
3.616,-1.083904424,-5.3643041,-0.045663506
3.617,-1.083589017,-5.2904258,-0.045698833
3.618,-1.083274725,-5.3047085,-0.045735958
3.619,-1.082961544,-5.2581677,-0.045775477
3.62,-1.082649468,-5.2355323,-0.045810206
3.621,-1.082338492,-5.2180023,-0.045848529
3.622,-1.082028612,-5.1727967,-0.045889845
3.623,-1.081719823,-5.169476,-0.045932958
3.624,-1.08141212,-5.128211,-0.045967688
3.625,-1.081105498,-5.0831633,-0.046004214
3.626,-1.080799952,-5.0658302,-0.046046729
3.627,-1.080495479,-5.0397043,-0.046083854
3.628,-1.080192072,-4.9902439,-0.046123974
3.629,-1.079889727,-4.9940634,-0.046160501
3.63,-1.07958844,-4.9819789,-0.046199423
3.631,-1.079288206,-4.9595084,-0.046244334
3.632,-1.078989021,-4.9467607,-0.046280861
3.633,-1.07869088,-4.8787761,-0.046319784
3.634,-1.078393778,-4.8613844,-0.046363497
3.635,-1.07809771,-4.8562937,-0.046404217
3.636,-1.077802674,-4.8277631,-0.046443739
3.637,-1.077508663,-4.7927723,-0.046485657
3.638,-1.077215674,-4.7857113,-0.046525778
3.639,-1.076923702,-4.7253156,-0.046565301
3.64,-1.076632743,-4.7397575,-0.046604224
3.641,-1.076342792,-4.7221246,-0.046650335
3.642,-1.076053845,-4.6731863,-0.046691055
3.643,-1.075765898,-4.6751289,-0.046731776
3.644,-1.075478947,-4.6677794,-0.046778486
3.645,-1.075192987,-4.6254358,-0.046813219
3.646,-1.074908015,-4.6020451,-0.046855737
3.647,-1.074624025,-4.5935044,-0.046899452
3.648,-1.074341014,-4.5504365,-0.046943767
3.649,-1.074058977,-4.5068641,-0.046985687
3.65,-1.073777911,-4.5073714,-0.047027607
3.651,-1.073497812,-4.4516521,-0.047070725
3.652,-1.073218675,-4.4658175,-0.047112645
3.653,-1.072940496,-4.4374056,-0.047153966
3.654,-1.072663272,-4.4040494,-0.047197085
3.655,-1.072386998,-4.3787794,-0.047237209
3.656,-1.07211167,-4.381855,-0.047277932
3.657,-1.071837285,-4.3456006,-0.047323446
3.658,-1.071563838,-4.2858481,-0.047367164
3.659,-1.071291326,-4.2885571,-0.047413278
3.66,-1.071019745,-4.3046227,-0.047455798
3.661,-1.07074909,-4.2808743,-0.047496522
3.662,-1.070479359,-4.2324429,-0.047541439
3.663,-1.070210547,-4.2103643,-0.04758396
3.664,-1.069942651,-4.1697135,-0.047625882
3.665,-1.069675666,-4.1857653,-0.047670799
3.666,-1.069409589,-4.1796312,-0.047720507
3.667,-1.069144417,-4.1323605,-0.047763628
3.668,-1.068880145,-4.106523,-0.047805551
3.669,-1.06861677,-4.0755548,-0.04784987
3.67,-1.068354289,-4.0403543,-0.047896585
3.671,-1.068092697,-4.0427065,-0.047940904
3.672,-1.067831992,-4.0449247,-0.047988817
3.673,-1.067572169,-3.974468,-0.048029543
3.674,-1.067313225,-4.0100203,-0.048076259
3.675,-1.067055156,-3.9903476,-0.04811998
3.676,-1.06679796,-3.9446709,-0.048167295
3.677,-1.066541632,-3.9326415,-0.048210418
3.678,-1.066286169,-3.9069405,-0.048254738
3.679,-1.066031567,-3.9022918,-0.048302653
3.68,-1.065777824,-3.8793387,-0.048349969
3.681,-1.065524935,-3.8747208,-0.048391295
3.682,-1.065272898,-3.7945347,-0.048438611
3.683,-1.065021708,-3.7951713,-0.048484131
3.684,-1.064771364,-3.7959957,-0.04853025
3.685,-1.06452186,-3.7749813,-0.048572176
3.686,-1.064273195,-3.7644761,-0.048623087
3.687,-1.064025364,-3.7325225,-0.048671003
3.688,-1.063778365,-3.6982234,-0.048714727
3.689,-1.063532194,-3.6902962,-0.048761446
3.69,-1.063286848,-3.6612949,-0.048806967
3.691,-1.063042324,-3.680913,-0.048853686
3.692,-1.062798618,-3.6361167,-0.048899806
3.693,-1.062555728,-3.6151772,-0.048946526
3.694,-1.06231365,-3.6480615,-0.048993845
3.695,-1.062072381,-3.56516,-0.049038169
3.696,-1.061831919,-3.5757432,-0.04908429
3.697,-1.061592259,-3.5503314,-0.049133407
3.698,-1.061353399,-3.539587,-0.049180127
3.699,-1.061115336,-3.496536,-0.049228645
3.7,-1.060878067,-3.5154135,-0.049276564
3.701,-1.060641589,-3.4906683,-0.049321489
3.702,-1.060405899,-3.4241967,-0.049369408
3.703,-1.060170993,-3.448879,-0.049415531
3.704,-1.05993687,-3.4399078,-0.049464649
3.705,-1.059703525,-3.3778048,-0.049515565
3.706,-1.059470956,-3.3847637,-0.049559292
3.707,-1.059239161,-3.3670719,-0.049607812
3.708,-1.059008135,-3.3677042,-0.049656931
3.709,-1.058777877,-3.3630433,-0.049704253
3.71,-1.058548384,-3.346283,-0.049752773
3.711,-1.058319652,-3.3279936,-0.049802492
3.712,-1.058091679,-3.2966924,-0.049848018
3.713,-1.057864462,-3.2722805,-0.049897737
3.714,-1.057637999,-3.2491207,-0.049945659
3.715,-1.057412286,-3.2248209,-0.049993582
3.716,-1.05718732,-3.2124937,-0.050043901
3.717,-1.0569631,-3.2402284,-0.050091824
3.718,-1.056739622,-3.2008874,-0.050138549
3.719,-1.056516884,-3.1880729,-0.050185874
3.72,-1.056294883,-3.1830795,-0.050233797
3.721,-1.056073616,-3.1834071,-0.050284717
3.722,-1.05585308,-3.1460762,-0.050332641
3.723,-1.055633274,-3.1228123,-0.050382363
3.724,-1.055414193,-3.1128104,-0.050430287
3.725,-1.055195837,-3.0761771,-0.05047941
3.726,-1.054978202,-3.0862556,-0.050527934
3.727,-1.054761286,-3.042166,-0.050578256
3.728,-1.054545085,-3.0524085,-0.050626781
3.729,-1.054329598,-3.039835,-0.050677702
3.73,-1.054114822,-3.0025802,-0.05072443
3.731,-1.053900755,-3.0325489,-0.050777149
3.732,-1.053687393,-2.9627051,-0.050823278
3.733,-1.053474736,-2.9714587,-0.050871804
3.734,-1.053262779,-2.9318106,-0.050922128
3.735,-1.053051521,-2.907373,-0.050971852
3.736,-1.052840959,-2.8896708,-0.051023374
3.737,-1.05263109,-2.8830831,-0.051069505
3.738,-1.052421914,-2.899899,-0.051119829
3.739,-1.052213426,-2.8373516,-0.051170753
3.74,-1.052005625,-2.8759079,-0.051222875
3.741,-1.051798508,-2.8245451,-0.051271403
3.742,-1.051592073,-2.7909491,-0.051323525
3.743,-1.051386317,-2.7982357,-0.051371455
3.744,-1.051181239,-2.782099,-0.051418186
3.745,-1.050976836,-2.7767475,-0.051474503
3.746,-1.050773106,-2.7578566,-0.05151764
3.747,-1.050570046,-2.7253926,-0.051573359
3.748,-1.050367654,-2.7633371,-0.051626681
3.749,-1.050165928,-2.7034793,-0.051670418
3.75,-1.049964866,-2.7071407,-0.051721944
3.751,-1.049764465,-2.7312548,-0.051770474
3.752,-1.049564723,-2.6714838,-0.051823798
3.753,-1.049365639,-2.6744983,-0.051877721
3.754,-1.04916721,-2.6358218,-0.051926851
3.755,-1.048969433,-2.640281,-0.051975382
3.756,-1.048772307,-2.5789001,-0.05202631
3.757,-1.048575829,-2.6415014,-0.052073644
3.758,-1.048379998,-2.6095774,-0.052128167
3.759,-1.048184811,-2.6044338,-0.052180294
3.76,-1.047990266,-2.5620906,-0.052230025
3.761,-1.047796361,-2.5674076,-0.052278558
3.762,-1.047603094,-2.565943,-0.052333682
3.763,-1.047410464,-2.5131793,-0.052379818
3.764,-1.047218467,-2.5526376,-0.052433145
3.765,-1.047027101,-2.5164599,-0.052485274
3.766,-1.046836366,-2.4940016,-0.052531411
3.767,-1.046646259,-2.532022,-0.052585338
3.768,-1.046456777,-2.4796622,-0.052634472
3.769,-1.046267919,-2.4797268,-0.052686601
3.77,-1.046079683,-2.4949653,-0.052738732
3.771,-1.045892067,-2.4149339,-0.052788465
3.772,-1.045705069,-2.4566796,-0.052847187
3.773,-1.045518687,-2.4111373,-0.05289033
3.774,-1.045332919,-2.4247382,-0.052947255
3.775,-1.045147764,-2.4171085,-0.052994592
3.776,-1.044963219,-2.3979135,-0.053043728
3.777,-1.044779282,-2.3609107,-0.053099455
3.778,-1.044595951,-2.3768165,-0.053147992
3.779,-1.044413226,-2.365371,-0.053199526
3.78,-1.044231103,-2.3583648,-0.053251059
3.781,-1.044049581,-2.3315217,-0.053305589
3.782,-1.043868658,-2.316781,-0.053358322
3.783,-1.043688333,-2.2760193,-0.05340686
3.784,-1.043508603,-2.3063962,-0.053460791
3.785,-1.043329467,-2.2930131,-0.053511128
3.786,-1.043150923,-2.2938826,-0.053562663
3.787,-1.04297297,-2.2842264,-0.053612401
3.788,-1.042795604,-2.2063179,-0.053666333
3.789,-1.042618826,-2.2414484,-0.053713675
3.79,-1.042442632,-2.2765517,-0.053767009
3.791,-1.042267021,-2.2261775,-0.05382274
3.792,-1.042091992,-2.2055855,-0.053870082
3.793,-1.041917543,-2.1712809,-0.053922218
3.794,-1.041743672,-2.2096412,-0.05397795
3.795,-1.041570377,-2.2143965,-0.054028289
3.796,-1.041397657,-2.1747041,-0.054081026
3.797,-1.04122551,-2.150882,-0.054131964
3.798,-1.041053934,-2.1586075,-0.0541859
3.799,-1.040882928,-2.1578403,-0.054238038
3.8,-1.04071249,-2.1262088,-0.054290176
3.801,-1.040542619,-2.1175804,-0.054347708
3.802,-1.040373312,-2.1189241,-0.05439745
3.803,-1.040204569,-2.0811298,-0.054447791
3.804,-1.040036388,-2.1139171,-0.054498132
3.805,-1.039868766,-2.1181686,-0.054547275
3.806,-1.039701703,-2.0800011,-0.054599415
3.807,-1.039535197,-2.0611026,-0.05465575
3.808,-1.039369247,-2.0794983,-0.054706692
3.809,-1.03920385,-2.0500417,-0.054759432
3.81,-1.039039005,-2.0272319,-0.054812172
3.811,-1.038874712,-2.0059426,-0.054867909
3.812,-1.038710967,-2.0198383,-0.054919452
3.813,-1.038547771,-2.0501475,-0.054969196
3.814,-1.03838512,-1.9871782,-0.055020139
3.815,-1.038223014,-1.9802638,-0.05507408
3.816,-1.038061452,-1.9894454,-0.055126222
3.817,-1.037900431,-1.9854032,-0.055179564
3.818,-1.037739951,-1.9552727,-0.055233505
3.819,-1.037580009,-1.9681252,-0.055286248
3.82,-1.037420605,-1.9926275,-0.055333596
3.821,-1.037261737,-1.9607506,-0.055389337
3.822,-1.037103404,-1.9332904,-0.055440282
3.823,-1.036945603,-1.9626422,-0.055491827
3.824,-1.036788335,-1.8708801,-0.055546969
3.825,-1.036631597,-1.9052787,-0.055597915
3.826,-1.036475387,-1.8771113,-0.05565066
3.827,-1.036319706,-1.9156772,-0.055706401
3.828,-1.03616455,-1.9128706,-0.05575615
3.829,-1.036009919,-1.8493754,-0.055808296
3.83,-1.035855812,-1.8620762,-0.055863439
3.831,-1.035702227,-1.8688421,-0.055914986
3.832,-1.035549162,-1.8379616,-0.055969531
3.833,-1.035396617,-1.8347933,-0.056020479
3.834,-1.03524459,-1.8442042,-0.056071428
3.835,-1.03509308,-1.8398304,-0.05612897
3.836,-1.034942085,-1.802249,-0.056178721
3.837,-1.034791605,-1.8397735,-0.056232667
3.838,-1.034641637,-1.8381507,-0.056283617
3.839,-1.034492181,-1.7972187,-0.056338164
3.84,-1.034343235,-1.7914119,-0.056389713
3.841,-1.034194799,-1.7798156,-0.056446059
3.842,-1.03404687,-1.8256416,-0.056495811
3.843,-1.033899447,-1.7663453,-0.056547961
3.844,-1.03375253,-1.7657256,-0.056601909
3.845,-1.033606117,-1.7533045,-0.056654659
3.846,-1.033460207,-1.7650338,-0.056709208
3.847,-1.033314798,-1.7611616,-0.05676016
3.848,-1.033169889,-1.7213557,-0.056812911
3.849,-1.03302548,-1.7373298,-0.056866861
3.85,-1.032881569,-1.7239338,-0.056919013
3.851,-1.032738154,-1.6695372,-0.056971764
3.852,-1.032595235,-1.6752409,-0.057023917
3.853,-1.032452811,-1.6779394,-0.057079067
3.854,-1.032310879,-1.703784,-0.057128223
3.855,-1.03216944,-1.6398656,-0.057180975
3.856,-1.032028491,-1.660864,-0.057235527
3.857,-1.031888033,-1.6868582,-0.057287081
3.858,-1.031748062,-1.6482077,-0.057338636
3.859,-1.03160858,-1.6590903,-0.057393787
3.86,-1.031469583,-1.6427814,-0.057447741
3.861,-1.031331072,-1.6498435,-0.057502893
3.862,-1.031193045,-1.6491151,-0.05755265
3.863,-1.031055501,-1.6394234,-0.057607803
3.864,-1.030918438,-1.6076175,-0.057655762
3.865,-1.030781857,-1.6012664,-0.057713314
3.866,-1.030645755,-1.6100271,-0.05776547
3.867,-1.030510131,-1.5607662,-0.057817627
3.868,-1.030374985,-1.5828887,-0.057867386
3.869,-1.030240316,-1.5720937,-0.057925538
3.87,-1.030106122,-1.5878633,-0.057976496
3.871,-1.029972402,-1.5315814,-0.058025057
3.872,-1.029839155,-1.6110348,-0.05808261
3.873,-1.029706381,-1.5491174,-0.058135368
3.874,-1.029574077,-1.5579525,-0.058191723
3.875,-1.029442244,-1.5678655,-0.05824628
3.876,-1.02931088,-1.5456324,-0.058294842
3.877,-1.029179984,-1.5118876,-0.0583488
3.878,-1.029049555,-1.491219,-0.05840096
3.879,-1.028919592,-1.4962711,-0.05845312
3.88,-1.028790094,-1.5242987,-0.058508278
3.881,-1.028661061,-1.4806799,-0.058559839
3.882,-1.02853249,-1.5138606,-0.058613198
3.883,-1.028404381,-1.5129337,-0.058667158
3.884,-1.028276733,-1.5183258,-0.058721118
3.885,-1.028149546,-1.4816307,-0.058770282
3.886,-1.028022817,-1.4625784,-0.058824842
