"Freq [GHz]","VSWR(1) [] - probe_feed_x='5.7mm'"
4.618,1.98868989402971
4.619,1.97703886015098
4.62,1.96553210048972
4.621,1.95417050149177
4.622,1.94295498375542
4.623,1.93188650277407
4.624,1.9209660496535
4.625,1.91019465179909
4.626,1.89957337356675
4.627,1.88910331687193
4.628,1.87878562174992
4.629,1.86862146686006
4.63,1.85861206992671
4.631,1.84875868810829
4.632,1.83906261828615
4.633,1.82952519726362
4.634,1.8201478018657
4.635,1.81093184892907
4.636,1.8018787951717
4.637,1.79299013693061
4.638,1.78426740975662
4.639,1.77571218785354
4.64,1.76732608335009
4.641,1.75911074539177
4.642,1.75106785904022
4.643,1.74319914396769
4.644,1.73550635293425
4.645,1.72799127003545
4.646,1.72065570870944
4.647,1.71350150949217
4.648,1.70653053751117
4.649,1.69974467970882
4.65,1.69314584178781
4.651,1.68673594487299
4.652,1.68051692188564
4.653,1.67449071362846
4.654,1.66865926458198
4.655,1.66302451841586
4.656,1.65758841322144
4.657,1.65235287647518
4.658,1.6473198197461
4.659,1.64249113316398
4.66,1.63786867966878
4.661,1.63345428906556
4.662,1.62924975191354
4.663,1.625256813281
4.664,1.62147716640246
4.665,1.61791244627729
4.666,1.61456422325302
4.667,1.61143399663881
4.668,1.60852318839786
4.669,1.60583313696879
4.67,1.60336509126802
4.671,1.60112020492549
4.672,1.5990995308062
4.673,1.59730401586928
4.674,1.59573449641449
4.675,1.59439169376379
4.676,1.59327621042227
4.677,1.59238852675864
4.678,1.59172899824064
4.679,1.59129785325555
4.68,1.59109519153945
4.681,1.59112098323297
4.682,1.59137506857384
4.683,1.59185715823
4.684,1.59256683426951
4.685,1.59350355175677
4.686,1.59466664095738
4.687,1.59605531012774
4.688,1.59766864885935
4.689,1.59950563194214
4.69,1.60156512370672
4.691,1.60384588280085
4.692,1.60634656735267
4.693,1.60906574047047
4.694,1.61200187602707
4.695,1.61515336467633
4.696,1.61851852004912
4.697,1.62209558507668
4.698,1.62588273839103
4.699,1.62987810075364
4.7,1.63407974146656
4.701,1.63848568472288
4.702,1.64309391585677
4.703,1.64790238745729
4.704,1.65290902531335
4.705,1.65811173416167
4.706,1.6635084032134
4.707,1.66909691143862
4.708,1.67487513259211
4.709,1.68084093996762
4.71,1.68699221087045
4.711,1.6933268308026
4.712,1.69984269735676
4.713,1.70653772381879
4.714,1.71340984248027
4.715,1.72045700766547
4.716,1.72767719847842
4.717,1.73506842127791
4.718,1.74262871188903
4.719,1.75035613756182
4.72,1.75824879868756
4.721,1.76630483028458
4.722,1.77452240326588
4.723,1.7828997255008
4.724,1.7914350426835
4.725,1.80012663902103
4.726,1.80897283775328
4.727,1.81797200151754
4.728,1.82712253256944
4.729,1.83642287287223
4.73,1.84587150406553
4.731,1.85546694732464
4.732,1.86520776312045
4.733,1.87509255089015
4.734,1.88511994862773
4.735,1.89528863240338
4.736,1.90559731581969
4.737,1.91604474941235
4.738,1.92662972000311
4.739,1.93735105001067
4.74,1.9482075967265
4.741,1.95919825156081
4.742,1.97032193926404
4.743,1.98157761712856
4.744,1.992964274175
4.745,2.0044809303272
4.746,2.01612663557915
4.747,2.02790046915755
4.748,2.03980153868253
4.749,2.0518289793293
4.75,2.06398195299308
4.751,2.07625964745945
4.752,2.08866127558172
4.753,2.10118607446698
4.754,2.1138333046727
4.755,2.12660224941421
4.756,2.13949221378497
4.757,2.15250252398993
4.758,2.16563252659308
4.759,2.17888158777951
4.76,2.19224909263284
4.761,2.20573444442799
4.762,2.21933706393991
4.763,2.23305638876838
4.764,2.24689187267897
4.765,2.26084298496025
4.766,2.2749092097973
4.767,2.28909004566149
4.768,2.30338500471631
4.769,2.3177936122391
4.77,2.33231540605896
4.771,2.34694993600984
4.772,2.36169676339931
4.773,2.37655546049238
4.774,2.39152561001013
4.775,2.40660680464305
4.776,2.42179864657848
4.777,2.43710074704217
4.778,2.4525127258534
4.779,2.46803421099341
4.78,2.48366483818685
4.781,2.49940425049587
4.782,2.51525209792643
4.783,2.5312080370468
4.784,2.54727173061753
4.785,2.5634428472326
4.786,2.57972106097204
4.787,2.59610605106464
4.788,2.61259750156134
4.789,2.62919510101851
4.79,2.64589854219104
4.791,2.66270752173471
4.792,2.67962173991772
4.793,2.69664090034108
4.794,2.71376470966748
4.795,2.73099287735831
4.796,2.74832511541895
4.797,2.76576113815144
4.798,2.78330066191472
4.799,2.80094340489225
4.8,2.81868908686638
4.801,2.83653742899933
4.802,2.85448815362112
4.803,2.87254098402326
4.804,2.89069564425886
4.805,2.90895185894834
4.806,2.92730935309094
4.807,2.94576785188155
4.808,2.96432708053294
4.809,2.98298676410293
4.81,3.00174662732652
4.811,3.02060639445258
4.812,3.03956578908552
4.813,3.05862453403074
4.814,3.07778235114478
4.815,3.09703896118947
4.816,3.11639408368989
4.817,3.13584743679605
4.818,3.15539873714873
4.819,3.17504769974818
4.82,3.19479403782675
4.821,3.21463746272454
4.822,3.23457768376836
4.823,3.25461440815363
4.824,3.27474734082934
4.825,3.29497618438576
4.826,3.315300638945
4.827,3.33572040205408
4.828,3.35623516858078
4.829,3.37684463061166
4.83,3.3975484773526
4.831,3.41834639503179
4.832,3.4392380668048
4.833,3.4602231726614
4.834,3.48130138933535
4.835,3.50247239021526
4.836,3.52373584525792
4.837,3.54509142090325
4.838,3.56653877999117
4.839,3.58807758168013
4.84,3.60970748136731
4.841,3.63142813061047
4.842,3.65323917705135
4.843,3.67514026434045
4.844,3.69713103206364
4.845,3.71921111566982
4.846,3.74138014639981
4.847,3.76363775121726
4.848,3.78598355274008
4.849,3.80841716917348
4.85,3.83093821424419
4.851,3.85354629713582
4.852,3.87624102242527
4.853,3.89902199002027
4.854,3.92188879509815
4.855,3.94484102804529
4.856,3.96787827439797
4.857,3.99100011478384
4.858,4.01420612486469
4.859,4.0374958752796
4.86,4.06086893158979
4.861,4.08432485422363
4.862,4.10786319842255
4.863,4.13148351418848
4.864,4.1551853462312
4.865,4.17896823391709
4.866,4.2028317112184
4.867,4.22677530666331
4.868,4.25079854328682
4.869,4.27490093858228
4.87,4.2990820044536
4.871,4.32334124716836
4.872,4.34767816731136
4.873,4.37209225973896
4.874,4.39658301353421
4.875,4.42114991196236
4.876,4.44579243242733
4.877,4.4705100464287
4.878,4.49530221951898
4.879,4.5201684112624
4.88,4.54510807519325
4.881,4.57012065877568
4.882,4.59520560336365
4.883,4.62036234416173
4.884,4.64559031018628
4.885,4.67088892422753
4.886,4.69625760281194
4.887,4.72169575616548
4.888,4.74720278817729
4.889,4.772778096364
4.89,4.79842107183471
4.891,4.82413109925639
4.892,4.84990755682029
4.893,4.87574981620854
4.894,4.90165724256132
4.895,4.92762919444525
4.896,4.95366502382166
4.897,4.97976407601594
4.898,5.0059256896873
4.899,5.03214919679932
4.9,5.05843392259103
4.901,5.0847791855486
4.902,5.11118429737779
4.903,5.13764856297699
4.904,5.16417128041083
4.905,5.19075174088471
4.906,5.21738922871976
4.907,5.24408302132843
4.908,5.27083238919124
4.909,5.29763659583365
4.91,5.32449489780379
4.911,5.35140654465132
4.912,5.37837077890652
4.913,5.40538683606026
4.914,5.43245394454483
4.915,5.45957132571551
4.916,5.48673819383268
4.917,5.51395375604504
4.918,5.54121721237346
4.919,5.56852775569559
4.92,5.5958845717312
4.921,5.62328683902888
4.922,5.6507337289527
4.923,5.67822440567051
4.924,5.70575802614274
4.925,5.73333374011217
4.926,5.76095069009423
4.927,5.78860801136916
4.928,5.81630483197382
4.929,5.84404027269546
4.93,5.87181344706589
4.931,5.89962346135684
4.932,5.92746941457618
4.933,5.95535039846515
4.934,5.9832654974966
4.935,6.01121378887435
4.936,6.03919434253332
4.937,6.06720622114114
4.938,6.09524848010029
4.939,6.12332016755168
4.94,6.1514203243793
4.941,6.17954798421595
4.942,6.2077021734497
4.943,6.23588191123232
4.944,6.26408620948811
4.945,6.29231407292414
4.946,6.32056449904189
4.947,6.34883647814973
4.948,6.37712899337697
4.949,6.40544102068879
4.95,6.43377152890278
4.951,6.46211947970646
4.952,6.49048382767607
4.953,6.51886352029705
4.954,6.54725749798537
4.955,6.57566469411028
4.956,6.60408403501871
4.957,6.6325144400607
4.958,6.66095482161618
4.959,6.68940408512352
4.96,6.71786112910903
4.961,6.74632484521817
4.962,6.7747941182481
4.963,6.80326782618166
4.964,6.83174484022277
4.965,6.86022402483359
4.966,6.88870423777268
4.967,6.91718433013527
4.968,6.94566314639424
4.969,6.97413952444371
4.97,7.00261229564329
4.971,7.03108028486392
4.972,7.05954231053615
4.973,7.08799718469907
4.974,7.11644371305109
4.975,7.14488069500282
4.976,7.17330692373083
4.977,7.20172118623356
4.978,7.23012226338881
4.979,7.25850893001271
4.98,7.28687995492049
4.981,7.31523410098907
4.982,7.34357012522091
4.983,7.37188677881018
4.984,7.40018280721012
4.985,7.42845695020229
4.986,7.45670794196801
4.987,7.4849345111603
4.988,7.51313538097938
4.989,7.54130926924827
4.99,7.5694548884911
4.991,7.59757094601292
4.992,7.62565614398132
4.993,7.65370917950982
4.994,7.68172874474299
4.995,7.70971352694365
4.996,7.73766220858145
4.997,7.76557346742363
4.998,7.7934459766274
4.999,7.82127840483429
5,7.84906941626603
