Freq [GHz],"SimuldB(S(2,1)) []",Meausre_S21 Log Mag(dB),,,,,"dB(S(1,1)) []"
4.014,-0.076214047,-0.15126276,,,,,-47.04290069
4.015,-0.076206205,-0.15520091,,,,,-47.05395747
4.016,-0.076198369,-0.14117497,,,,,-47.06505032
4.017,-0.076190536,-0.15743035,,,,,-47.07617931
4.018,-0.076182709,-0.12522133,,,,,-47.08734453
4.019,-0.076174886,-0.13178031,,,,,-47.09854605
4.02,-0.076167067,-0.15963005,,,,,-47.10978396
4.021,-0.076159253,-0.13719961,,,,,-47.12105833
4.022,-0.076151444,-0.13638104,,,,,-47.13236925
4.023,-0.076143639,-0.12062731,,,,,-47.14371679
4.024,-0.076135839,-0.14208362,,,,,-47.15510104
4.025,-0.076128044,-0.13157617,,,,,-47.16652208
4.026,-0.076120253,-0.12875462,,,,,-47.17797998
4.027,-0.076112466,-0.1445028,,,,,-47.18947484
4.028,-0.076104684,-0.13600382,,,,,-47.20100673
4.029,-0.076096907,-0.1059281,,,,,-47.21257573
4.03,-0.076089135,-0.1465833,,,,,-47.22418192
4.031,-0.076081367,-0.13525508,,,,,-47.23582539
4.032,-0.076073603,-0.15832697,,,,,-47.24750621
4.033,-0.076065845,-0.11594157,,,,,-47.25922447
4.034,-0.07605809,-0.1511834,,,,,-47.27098026
4.035,-0.076050341,-0.1466385,,,,,-47.28277364
4.036,-0.076042596,-0.12849295,,,,,-47.2946047
4.037,-0.076034856,-0.12964265,,,,,-47.30647353
4.038,-0.07602712,-0.12212892,,,,,-47.31838021
4.039,-0.076019389,-0.14009339,,,,,-47.33032481
4.04,-0.076011663,-0.15346335,,,,,-47.34230743
4.041,-0.076003941,-0.17847048,,,,,-47.35432814
4.042,-0.075996224,-0.15586351,,,,,-47.36638702
4.043,-0.075988511,-0.16929995,,,,,-47.37848415
4.044,-0.075980803,-0.10942216,,,,,-47.39061963
4.045,-0.0759731,-0.15733123,,,,,-47.40279353
4.046,-0.075965401,-0.14193819,,,,,-47.41500592
4.047,-0.075957707,-0.14111269,,,,,-47.42725691
4.048,-0.075950018,-0.13535236,,,,,-47.43954655
4.049,-0.075942333,-0.1554836,,,,,-47.45187495
4.05,-0.075934653,-0.14628635,,,,,-47.46424218
4.051,-0.075926978,-0.15295602,,,,,-47.47664832
4.052,-0.075919307,-0.12453222,,,,,-47.48909345
4.053,-0.075911641,-0.13153426,,,,,-47.50157766
4.054,-0.07590398,-0.12506954,,,,,-47.51410103
4.055,-0.075896323,-0.13960274,,,,,-47.52666364
4.056,-0.075888671,-0.14574289,,,,,-47.53926557
4.057,-0.075881023,-0.13489145,,,,,-47.5519069
4.058,-0.07587338,-0.17237599,,,,,-47.56458772
4.059,-0.075865742,-0.16052401,,,,,-47.5773081
4.06,-0.075858109,-0.14187633,,,,,-47.59006814
4.061,-0.07585048,-0.14791329,,,,,-47.6028679
4.062,-0.075842856,-0.14295581,,,,,-47.61570747
4.063,-0.075835236,-0.13182646,,,,,-47.62858694
4.064,-0.075827622,-0.14637223,,,,,-47.64150638
4.065,-0.075820011,-0.12386718,,,,,-47.65446587
4.066,-0.075812406,-0.14747404,,,,,-47.6674655
4.067,-0.075804805,-0.15328567,,,,,-47.68050534
4.068,-0.075797209,-0.13577414,,,,,-47.69358548
4.069,-0.075789618,-0.13657592,,,,,-47.706706
4.07,-0.075782031,-0.16755661,,,,,-47.71986697
4.071,-0.075774449,-0.13285029,,,,,-47.73306848
4.072,-0.075766871,-0.16634764,,,,,-47.74631061
4.073,-0.075759299,-0.15208958,,,,,-47.75959343
4.074,-0.075751731,-0.16253696,,,,,-47.77291703
4.075,-0.075744167,-0.15168598,,,,,-47.78628149
4.076,-0.075736608,-0.13965037,,,,,-47.79968687
4.077,-0.075729054,-0.11807321,,,,,-47.81313327
4.078,-0.075721505,-0.13712528,,,,,-47.82662077
4.079,-0.075713961,-0.15239871,,,,,-47.84014943
4.08,-0.075706421,-0.14515725,,,,,-47.85371934
4.081,-0.075698885,-0.1540201,,,,,-47.86733057
4.082,-0.075691355,-0.14785087,,,,,-47.8809832
4.083,-0.075683829,-0.1706412,,,,,-47.89467732
4.084,-0.075676308,-0.13816102,,,,,-47.90841299
4.085,-0.075668791,-0.14803751,,,,,-47.9221903
4.086,-0.075661279,-0.15657727,,,,,-47.93600931
4.087,-0.075653772,-0.16137683,,,,,-47.94987011
4.088,-0.07564627,-0.15010056,,,,,-47.96377276
4.089,-0.075638772,-0.155846,,,,,-47.97771736
4.09,-0.075631279,-0.17246164,,,,,-47.99170396
4.091,-0.075623791,-0.15902442,,,,,-48.00573264
4.092,-0.075616307,-0.16037771,,,,,-48.01980349
4.093,-0.075608828,-0.16415438,,,,,-48.03391656
4.094,-0.075601354,-0.14186192,,,,,-48.04807194
4.095,-0.075593884,-0.15102382,,,,,-48.06226969
4.096,-0.07558642,-0.18195827,,,,,-48.07650989
4.097,-0.075578959,-0.16026211,,,,,-48.09079261
4.098,-0.075571504,-0.14653507,,,,,-48.10511792
4.099,-0.075564053,-0.14609291,,,,,-48.1194859
4.1,-0.075556607,-0.14291431,,,,,-48.1338966
4.101,-0.075549166,-0.13311657,,,,,-48.1483501
4.102,-0.075541729,-0.14846836,,,,,-48.16284647
4.103,-0.075534297,-0.17253956,,,,,-48.17738577
4.104,-0.07552687,-0.16211884,,,,,-48.19196808
4.105,-0.075519447,-0.14901355,,,,,-48.20659346
4.106,-0.075512029,-0.16096526,,,,,-48.22126198
4.107,-0.075504616,-0.14805283,,,,,-48.2359737
4.108,-0.075497208,-0.1245703,,,,,-48.25072868
4.109,-0.075489804,-0.16508481,,,,,-48.265527
4.11,-0.075482405,-0.17560688,,,,,-48.28036871
4.111,-0.07547501,-0.16383579,,,,,-48.29525388
4.112,-0.075467621,-0.15888484,,,,,-48.31018257
4.113,-0.075460236,-0.15947439,,,,,-48.32515483
4.114,-0.075452856,-0.15553921,,,,,-48.34017074
4.115,-0.07544548,-0.15712522,,,,,-48.35523034
4.116,-0.075438109,-0.18279231,,,,,-48.37033371
4.117,-0.075430743,-0.14935102,,,,,-48.38548089
4.118,-0.075423381,-0.17276128,,,,,-48.40067194
4.119,-0.075416024,-0.20282051,,,,,-48.41590691
4.12,-0.075408672,-0.1722801,,,,,-48.43118588
4.121,-0.075401325,-0.18545173,,,,,-48.44650887
4.122,-0.075393982,-0.19046623,,,,,-48.46187596
4.123,-0.075386644,-0.1590426,,,,,-48.47728719
4.124,-0.075379311,-0.16665897,,,,,-48.49274261
4.125,-0.075371982,-0.15604031,,,,,-48.50824227
4.126,-0.075364658,-0.17119598,,,,,-48.52378622
4.127,-0.075357339,-0.17780437,,,,,-48.53937451
4.128,-0.075350024,-0.1577553,,,,,-48.55500718
4.129,-0.075342714,-0.16803949,,,,,-48.57068428
4.13,-0.075335409,-0.16245325,,,,,-48.58640585
4.131,-0.075328109,-0.15747355,,,,,-48.60217194
4.132,-0.075320813,-0.15665312,,,,,-48.61798259
4.133,-0.075313521,-0.16052711,,,,,-48.63383783
4.134,-0.075306235,-0.18340306,,,,,-48.64973771
4.135,-0.075298953,-0.17353047,,,,,-48.66568225
4.136,-0.075291676,-0.17614745,,,,,-48.68167151
4.137,-0.075284404,-0.16032711,,,,,-48.69770551
4.138,-0.075277136,-0.15736084,,,,,-48.71378428
4.139,-0.075269873,-0.17428559,,,,,-48.72990787
4.14,-0.075262614,-0.15245575,,,,,-48.74607628
4.141,-0.075255361,-0.17612357,,,,,-48.76228957
4.142,-0.075248111,-0.18138419,,,,,-48.77854774
4.143,-0.075240867,-0.16607916,,,,,-48.79485084
4.144,-0.075233627,-0.21899818,,,,,-48.81119887
4.145,-0.075226392,-0.15394574,,,,,-48.82759186
4.146,-0.075219162,-0.1649702,,,,,-48.84402984
4.147,-0.075211936,-0.14447691,,,,,-48.86051281
4.148,-0.075204715,-0.21419153,,,,,-48.8770408
4.149,-0.075197499,-0.17392775,,,,,-48.89361383
4.15,-0.075190287,-0.18250342,,,,,-48.91023189
4.151,-0.07518308,-0.17503573,,,,,-48.92689501
4.152,-0.075175877,-0.14603008,,,,,-48.94360318
4.153,-0.07516868,-0.18670288,,,,,-48.96035643
4.154,-0.075161487,-0.17818138,,,,,-48.97715475
4.155,-0.075154298,-0.18737094,,,,,-48.99399814
4.156,-0.075147114,-0.1732773,,,,,-49.0108866
4.157,-0.075139935,-0.18386631,,,,,-49.02782014
4.158,-0.075132761,-0.1782342,,,,,-49.04479874
4.159,-0.075125591,-0.19490328,,,,,-49.06182241
4.16,-0.075118425,-0.18425561,,,,,-49.07889112
4.161,-0.075111265,-0.18806285,,,,,-49.09600488
4.162,-0.075104109,-0.20255181,,,,,-49.11316365
4.163,-0.075096958,-0.17892936,,,,,-49.13036744
4.164,-0.075089811,-0.20390436,,,,,-49.14761621
4.165,-0.075082669,-0.18001537,,,,,-49.16490995
4.166,-0.075075531,-0.16709866,,,,,-49.18224863
4.167,-0.075068399,-0.19133697,,,,,-49.19963222
4.168,-0.07506127,-0.18285549,,,,,-49.2170607
4.169,-0.075054147,-0.19044417,,,,,-49.23453403
4.17,-0.075047028,-0.15100946,,,,,-49.25205217
4.171,-0.075039914,-0.17013161,,,,,-49.26961508
4.172,-0.075032804,-0.20910338,,,,,-49.28722273
4.173,-0.075025699,-0.1894296,,,,,-49.30487507
4.174,-0.075018598,-0.17839836,,,,,-49.32257204
4.175,-0.075011503,-0.18097234,,,,,-49.3403136
4.176,-0.075004411,-0.15285991,,,,,-49.35809969
4.177,-0.074997325,-0.19957121,,,,,-49.37593026
4.178,-0.074990243,-0.17776965,,,,,-49.39380524
4.179,-0.074983165,-0.18950827,,,,,-49.41172456
4.18,-0.074976092,-0.15933375,,,,,-49.42968816
4.181,-0.074969024,-0.16982454,,,,,-49.44769596
4.182,-0.07496196,-0.15814658,,,,,-49.46574789
4.183,-0.074954901,-0.19113101,,,,,-49.48384387
4.184,-0.074947847,-0.16494313,,,,,-49.50198381
4.185,-0.074940797,-0.19646269,,,,,-49.52016763
4.186,-0.074933751,-0.1787397,,,,,-49.53839523
4.187,-0.074926711,-0.19082387,,,,,-49.55666652
4.188,-0.074919674,-0.1705537,,,,,-49.57498139
4.189,-0.074912643,-0.18444988,,,,,-49.59333975
4.19,-0.074905616,-0.17272951,,,,,-49.61174148
4.191,-0.074898593,-0.18887389,,,,,-49.63018646
4.192,-0.074891575,-0.18881612,,,,,-49.64867459
4.193,-0.074884562,-0.19035752,,,,,-49.66720574
4.194,-0.074877553,-0.17243758,,,,,-49.68577978
4.195,-0.074870549,-0.20014952,,,,,-49.70439659
4.196,-0.074863549,-0.18822207,,,,,-49.72305601
4.197,-0.074856554,-0.17632529,,,,,-49.74175791
4.198,-0.074849563,-0.20694141,,,,,-49.76050215
4.199,-0.074842577,-0.21895252,,,,,-49.77928857
4.2,-0.074835595,-0.19447643,,,,,-49.79811702
4.201,-0.074828618,-0.18486017,,,,,-49.81698732
4.202,-0.074821646,-0.18893543,,,,,-49.83589932
4.203,-0.074814678,-0.15687495,,,,,-49.85485284
4.204,-0.074807714,-0.18677412,,,,,-49.87384771
4.205,-0.074800755,-0.19110341,,,,,-49.89288372
4.206,-0.0747938,-0.18703668,,,,,-49.9119607
4.207,-0.07478685,-0.18774132,,,,,-49.93107845
4.208,-0.074779905,-0.17108683,,,,,-49.95023676
4.209,-0.074772964,-0.19158094,,,,,-49.96943542
4.21,-0.074766028,-0.19560029,,,,,-49.98867423
4.211,-0.074759095,-0.16360454,,,,,-50.00795295
4.212,-0.074752168,-0.18236504,,,,,-50.02727136
4.213,-0.074745245,-0.20718816,,,,,-50.04662923
4.214,-0.074738326,-0.18442343,,,,,-50.0660263
4.215,-0.074731412,-0.18009934,,,,,-50.08546234
4.216,-0.074724503,-0.19089964,,,,,-50.10493708
4.217,-0.074717597,-0.16847958,,,,,-50.12445027
4.218,-0.074710697,-0.19524802,,,,,-50.14400163
4.219,-0.074703801,-0.1808009,,,,,-50.16359088
4.22,-0.074696909,-0.20216165,,,,,-50.18321775
4.221,-0.074690021,-0.21419585,,,,,-50.20288193
4.222,-0.074683139,-0.18499193,,,,,-50.22258313
4.223,-0.07467626,-0.1879954,,,,,-50.24232103
4.224,-0.074669386,-0.17270212,,,,,-50.26209533
4.225,-0.074662516,-0.19167696,,,,,-50.28190569
4.226,-0.074655651,-0.1951092,,,,,-50.30175178
4.227,-0.074648791,-0.20134954,,,,,-50.32163326
4.228,-0.074641934,-0.20083329,,,,,-50.34154978
4.229,-0.074635082,-0.21780525,,,,,-50.36150098
4.23,-0.074628235,-0.18435574,,,,,-50.3814865
4.231,-0.074621392,-0.19874537,,,,,-50.40150594
4.232,-0.074614553,-0.21384692,,,,,-50.42155894
4.233,-0.074607719,-0.2129387,,,,,-50.44164509
4.234,-0.074600889,-0.19105983,,,,,-50.46176398
4.235,-0.074594063,-0.19792314,,,,,-50.4819152
4.236,-0.074587242,-0.18030499,,,,,-50.50209833
4.237,-0.074580425,-0.18999524,,,,,-50.52231293
4.238,-0.074573613,-0.1934706,,,,,-50.54255855
4.239,-0.074566805,-0.1839436,,,,,-50.56283475
4.24,-0.074560001,-0.21621311,,,,,-50.58314104
4.241,-0.074553202,-0.18321602,,,,,-50.60347696
4.242,-0.074546407,-0.20040695,,,,,-50.62384202
4.243,-0.074539616,-0.2068657,,,,,-50.64423571
4.244,-0.07453283,-0.21923618,,,,,-50.66465753
4.245,-0.074526048,-0.17996489,,,,,-50.68510696
4.246,-0.07451927,-0.20355873,,,,,-50.70558346
4.247,-0.074512497,-0.1998411,,,,,-50.72608649
4.248,-0.074505728,-0.19624469,,,,,-50.74661548
4.249,-0.074498963,-0.21989658,,,,,-50.76716988
4.25,-0.074492203,-0.1693382,,,,,-50.78774909
4.251,-0.074485447,-0.20248857,,,,,-50.80835253
4.252,-0.074478695,-0.19175488,,,,,-50.82897959
4.253,-0.074471948,-0.18752691,,,,,-50.84962965
4.254,-0.074465204,-0.19936544,,,,,-50.87030207
4.255,-0.074458465,-0.19836922,,,,,-50.89099621
4.256,-0.074451731,-0.21470675,,,,,-50.91171141
4.257,-0.074445,-0.2127907,,,,,-50.93244699
4.258,-0.074438274,-0.17811112,,,,,-50.95320227
4.259,-0.074431552,-0.20984535,,,,,-50.97397655
4.26,-0.074424835,-0.22054861,,,,,-50.9947691
4.261,-0.074418121,-0.21124701,,,,,-51.01557921
4.262,-0.074411412,-0.22174352,,,,,-51.03640612
4.263,-0.074404707,-0.20205715,,,,,-51.05724908
4.264,-0.074398007,-0.18406349,,,,,-51.0781073
4.265,-0.07439131,-0.19868226,,,,,-51.09898001
4.266,-0.074384618,-0.20215464,,,,,-51.11986639
4.267,-0.07437793,-0.19074205,,,,,-51.14076561
4.268,-0.074371246,-0.19095092,,,,,-51.16167685
4.269,-0.074364566,-0.20668834,,,,,-51.18259925
4.27,-0.074357891,-0.22383134,,,,,-51.20353194
4.271,-0.07435122,-0.19844152,,,,,-51.22447403
4.272,-0.074344552,-0.21408501,,,,,-51.24542461
4.273,-0.074337889,-0.19808866,,,,,-51.26638277
4.274,-0.074331231,-0.19642401,,,,,-51.28734757
4.275,-0.074324576,-0.1999615,,,,,-51.30831804
4.276,-0.074317926,-0.19709909,,,,,-51.32929322
4.277,-0.074311279,-0.19971602,,,,,-51.35027212
4.278,-0.074304637,-0.18716779,,,,,-51.37125372
4.279,-0.074297999,-0.22436565,,,,,-51.392237
4.28,-0.074291365,-0.22718932,,,,,-51.41322091
4.281,-0.074284735,-0.22016364,,,,,-51.43420438
4.282,-0.07427811,-0.2156622,,,,,-51.45518634
4.283,-0.074271488,-0.20157596,,,,,-51.47616566
4.284,-0.074264871,-0.21669212,,,,,-51.49714124
4.285,-0.074258257,-0.1923555,,,,,-51.51811192
4.286,-0.074251648,-0.22393581,,,,,-51.53907655
4.287,-0.074245043,-0.20181063,,,,,-51.56003395
4.288,-0.074238441,-0.18448904,,,,,-51.58098289
4.289,-0.074231844,-0.22704685,,,,,-51.60192217
4.29,-0.074225251,-0.22581455,,,,,-51.62285054
4.291,-0.074218662,-0.22079095,,,,,-51.64376674
4.292,-0.074212077,-0.20843346,,,,,-51.66466946
4.293,-0.074205496,-0.21066886,,,,,-51.68555741
4.294,-0.07419892,-0.20779146,,,,,-51.70642926
4.295,-0.074192347,-0.19295327,,,,,-51.72728366
4.296,-0.074185778,-0.20987606,,,,,-51.74811922
4.297,-0.074179213,-0.19119835,,,,,-51.76893456
4.298,-0.074172652,-0.18526877,,,,,-51.78972825
4.299,-0.074166095,-0.21611151,,,,,-51.81049886
4.3,-0.074159542,-0.21907905,,,,,-51.83124492
4.301,-0.074152994,-0.21633013,,,,,-51.85196495
4.302,-0.074146449,-0.20533033,,,,,-51.87265743
4.303,-0.074139908,-0.18485792,,,,,-51.89332083
4.304,-0.074133371,-0.20179911,,,,,-51.9139536
4.305,-0.074126838,-0.21038693,,,,,-51.93455416
4.306,-0.074120309,-0.21700132,,,,,-51.95512091
4.307,-0.074113783,-0.22448722,,,,,-51.97565221
4.308,-0.074107262,-0.226501,,,,,-51.99614642
4.309,-0.074100745,-0.21587238,,,,,-52.01660186
4.31,-0.074094231,-0.21035413,,,,,-52.03701684
4.311,-0.074087722,-0.22245298,,,,,-52.05738962
4.312,-0.074081216,-0.22014441,,,,,-52.07771846
4.313,-0.074074714,-0.21116377,,,,,-52.0980016
4.314,-0.074068216,-0.21519198,,,,,-52.11823723
4.315,-0.074061722,-0.21612789,,,,,-52.13842353
4.316,-0.074055232,-0.19756338,,,,,-52.15855865
4.317,-0.074048746,-0.19794878,,,,,-52.17864073
4.318,-0.074042264,-0.23379911,,,,,-52.19866787
4.319,-0.074035785,-0.21898267,,,,,-52.21863814
4.32,-0.07402931,-0.22520775,,,,,-52.23854961
4.321,-0.074022839,-0.18858817,,,,,-52.2584003
4.322,-0.074016372,-0.23587394,,,,,-52.27818821
4.323,-0.074009909,-0.21660328,,,,,-52.29791134
4.324,-0.074003449,-0.20190074,,,,,-52.31756762
4.325,-0.073996994,-0.21033809,,,,,-52.33715499
4.326,-0.073990542,-0.20432058,,,,,-52.35667136
4.327,-0.073984093,-0.19780904,,,,,-52.37611461
4.328,-0.073977649,-0.20809661,,,,,-52.39548259
4.329,-0.073971208,-0.22388323,,,,,-52.41477313
4.33,-0.073964771,-0.23012292,,,,,-52.43398405
4.331,-0.073958338,-0.18265811,,,,,-52.45311311
4.332,-0.073951909,-0.21028216,,,,,-52.47215809
4.333,-0.073945483,-0.22074267,,,,,-52.49111671
4.334,-0.073939061,-0.20346361,,,,,-52.50998668
4.335,-0.073932643,-0.2325265,,,,,-52.5287657
4.336,-0.073926228,-0.2147938,,,,,-52.54745142
4.337,-0.073919817,-0.21022432,,,,,-52.56604149
4.338,-0.07391341,-0.20101091,,,,,-52.58453351
4.339,-0.073907006,-0.21246214,,,,,-52.60292509
4.34,-0.073900606,-0.21524732,,,,,-52.62121379
4.341,-0.07389421,-0.22764786,,,,,-52.63939717
4.342,-0.073887817,-0.221186,,,,,-52.65747275
4.343,-0.073881428,-0.24154012,,,,,-52.67543803
4.344,-0.073875043,-0.22445074,,,,,-52.69329051
4.345,-0.073868661,-0.2041306,,,,,-52.71102764
4.346,-0.073862283,-0.2153658,,,,,-52.72864687
4.347,-0.073855908,-0.22275926,,,,,-52.74614562
4.348,-0.073849537,-0.22172339,,,,,-52.7635213
4.349,-0.07384317,-0.20693277,,,,,-52.78077128
4.35,-0.073836806,-0.20132653,,,,,-52.79789294
4.351,-0.073830446,-0.21173273,,,,,-52.81488363
4.352,-0.073824089,-0.19456623,,,,,-52.83174067
4.353,-0.073817736,-0.20819791,,,,,-52.84846138
4.354,-0.073811386,-0.20637016,,,,,-52.86504306
4.355,-0.07380504,-0.22017479,,,,,-52.88148298
4.356,-0.073798698,-0.20476358,,,,,-52.89777842
4.357,-0.073792358,-0.20555995,,,,,-52.91392663
4.358,-0.073786023,-0.20807567,,,,,-52.92992485
4.359,-0.073779691,-0.2422194,,,,,-52.94577029
4.36,-0.073773362,-0.22173458,,,,,-52.96146018
4.361,-0.073767037,-0.23731968,,,,,-52.97699172
4.362,-0.073760715,-0.20912036,,,,,-52.9923621
4.363,-0.073754397,-0.2222241,,,,,-53.00756851
4.364,-0.073748082,-0.21781497,,,,,-53.0226081
4.365,-0.07374177,-0.22117601,,,,,-53.03747806
4.366,-0.073735462,-0.21591519,,,,,-53.05217553
4.367,-0.073729158,-0.21137354,,,,,-53.06669767
4.368,-0.073722857,-0.19985551,,,,,-53.08104162
4.369,-0.073716559,-0.22233415,,,,,-53.09520453
4.37,-0.073710264,-0.23457392,,,,,-53.10918353
4.371,-0.073703973,-0.20770368,,,,,-53.12297576
4.372,-0.073697686,-0.21017525,,,,,-53.13657836
4.373,-0.073691401,-0.20390153,,,,,-53.14998846
4.374,-0.07368512,-0.23362276,,,,,-53.16320319
4.375,-0.073678843,-0.23569287,,,,,-53.17621969
4.376,-0.073672568,-0.2317405,,,,,-53.18903511
4.377,-0.073666297,-0.19973753,,,,,-53.20164658
4.378,-0.073660029,-0.2150238,,,,,-53.21405126
4.379,-0.073653765,-0.21715504,,,,,-53.22624631
4.38,-0.073647504,-0.20961705,,,,,-53.23822889
4.381,-0.073641246,-0.22500655,,,,,-53.24999618
4.382,-0.073634991,-0.18854104,,,,,-53.26154535
4.383,-0.07362874,-0.18938102,,,,,-53.27287362
4.384,-0.073622491,-0.22807707,,,,,-53.28397818
4.385,-0.073616246,-0.20799646,,,,,-53.29485627
4.386,-0.073610005,-0.21451129,,,,,-53.30550511
4.387,-0.073603766,-0.21840616,,,,,-53.31592198
4.388,-0.073597531,-0.21732306,,,,,-53.32610414
4.389,-0.073591298,-0.20969485,,,,,-53.33604889
4.39,-0.073585069,-0.24313822,,,,,-53.34575355
4.391,-0.073578844,-0.23002933,,,,,-53.35521545
4.392,-0.073572621,-0.19895554,,,,,-53.36443196
4.393,-0.073566401,-0.20566455,,,,,-53.37340046
4.394,-0.073560185,-0.21223366,,,,,-53.38211838
4.395,-0.073553972,-0.24054058,,,,,-53.39058315
4.396,-0.073547761,-0.22865632,,,,,-53.39879226
4.397,-0.073541554,-0.22720659,,,,,-53.40674319
4.398,-0.07353535,-0.20988548,,,,,-53.41443349
4.399,-0.073529149,-0.21444659,,,,,-53.42186073
4.4,-0.073522951,-0.20721449,,,,,-53.42902252
4.401,-0.073516756,-0.1891343,,,,,-53.4359165
4.402,-0.073510565,-0.22412187,,,,,-53.44254034
4.403,-0.073504376,-0.21046805,,,,,-53.44889177
4.404,-0.07349819,-0.22137608,,,,,-53.45496855
4.405,-0.073492007,-0.20272988,,,,,-53.46076849
4.406,-0.073485828,-0.20308961,,,,,-53.46628942
4.407,-0.073479651,-0.21037246,,,,,-53.47152925
4.408,-0.073473477,-0.20756015,,,,,-53.47648591
4.409,-0.073467306,-0.21008192,,,,,-53.48115739
4.41,-0.073461139,-0.20323852,,,,,-53.48554172
4.411,-0.073454974,-0.22052322,,,,,-53.48963698
4.412,-0.073448812,-0.23312412,,,,,-53.49344133
4.413,-0.073442653,-0.22683527,,,,,-53.49695294
4.414,-0.073436496,-0.21550915,,,,,-53.50017005
4.415,-0.073430343,-0.2160356,,,,,-53.50309098
4.416,-0.073424193,-0.21470544,,,,,-53.50571407
4.417,-0.073418045,-0.21756335,,,,,-53.50803774
4.418,-0.073411901,-0.21186109,,,,,-53.51006046
4.419,-0.073405759,-0.20127375,,,,,-53.51178075
4.42,-0.07339962,-0.21449848,,,,,-53.51319722
4.421,-0.073393484,-0.20564619,,,,,-53.51430851
4.422,-0.073387351,-0.23811178,,,,,-53.51511334
4.423,-0.07338122,-0.18048948,,,,,-53.51561049
4.424,-0.073375092,-0.19199778,,,,,-53.5157988
4.425,-0.073368968,-0.18515618,,,,,-53.51567719
4.426,-0.073362845,-0.20404072,,,,,-53.51524462
4.427,-0.073356726,-0.20697001,,,,,-53.51450015
4.428,-0.073350609,-0.21417554,,,,,-53.51344287
4.429,-0.073344495,-0.19444373,,,,,-53.51207196
4.43,-0.073338384,-0.22503126,,,,,-53.51038667
4.431,-0.073332276,-0.21318468,,,,,-53.50838632
4.432,-0.07332617,-0.20978995,,,,,-53.50607029
4.433,-0.073320067,-0.21111007,,,,,-53.50343803
4.434,-0.073313966,-0.20127741,,,,,-53.50048907
4.435,-0.073307869,-0.19681609,,,,,-53.49722301
4.436,-0.073301774,-0.24488333,,,,,-53.4936395
4.437,-0.073295681,-0.21046676,,,,,-53.4897383
4.438,-0.073289591,-0.192673,,,,,-53.48551921
4.439,-0.073283504,-0.19864291,,,,,-53.48098211
4.44,-0.073277419,-0.20400745,,,,,-53.47612696
4.441,-0.073271337,-0.20707442,,,,,-53.47095377
4.442,-0.073265258,-0.21376288,,,,,-53.46546266
4.443,-0.073259181,-0.22287455,,,,,-53.45965379
4.444,-0.073253107,-0.2158646,,,,,-53.4535274
4.445,-0.073247035,-0.20282735,,,,,-53.4470838
4.446,-0.073240966,-0.2114944,,,,,-53.44032338
4.447,-0.073234899,-0.19480295,,,,,-53.43324658
4.448,-0.073228835,-0.20294109,,,,,-53.42585395
4.449,-0.073222773,-0.21306318,,,,,-53.41814606
4.45,-0.073216714,-0.20289412,,,,,-53.4101236
4.451,-0.073210657,-0.19412014,,,,,-53.40178728
4.452,-0.073204602,-0.18802382,,,,,-53.39313792
4.453,-0.073198551,-0.19195521,,,,,-53.38417639
4.454,-0.073192501,-0.20538528,,,,,-53.37490363
4.455,-0.073186454,-0.17638865,,,,,-53.36532064
4.456,-0.073180409,-0.20397931,,,,,-53.35542849
4.457,-0.073174367,-0.18658035,,,,,-53.34522833
4.458,-0.073168327,-0.18853568,,,,,-53.33472135
4.459,-0.07316229,-0.21319136,,,,,-53.32390882
4.46,-0.073156254,-0.21018836,,,,,-53.31279207
4.461,-0.073150222,-0.19787951,,,,,-53.30137249
4.462,-0.073144191,-0.22156382,,,,,-53.28965153
4.463,-0.073138163,-0.19906203,,,,,-53.27763071
4.464,-0.073132137,-0.20609204,,,,,-53.26531159
4.465,-0.073126113,-0.18717785,,,,,-53.25269579
4.466,-0.073120092,-0.19424655,,,,,-53.23978502
4.467,-0.073114073,-0.20300396,,,,,-53.226581
4.468,-0.073108056,-0.20018719,,,,,-53.21308552
4.469,-0.073102042,-0.19111252,,,,,-53.19930045
4.47,-0.073096029,-0.21177386,,,,,-53.18522767
4.471,-0.073090019,-0.19838536,,,,,-53.17086914
4.472,-0.073084011,-0.19748792,,,,,-53.15622685
4.473,-0.073078005,-0.19842477,,,,,-53.14130286
4.474,-0.073072002,-0.18225096,,,,,-53.12609925
4.475,-0.073066,-0.20866971,,,,,-53.11061817
4.476,-0.073060001,-0.19895597,,,,,-53.0948618
4.477,-0.073054004,-0.21188791,,,,,-53.07883236
4.478,-0.073048009,-0.18419173,,,,,-53.06253212
4.479,-0.073042016,-0.16212358,,,,,-53.0459634
4.48,-0.073036025,-0.1922396,,,,,-53.02912853
4.481,-0.073030036,-0.19211923,,,,,-53.0120299
4.482,-0.07302405,-0.19232589,,,,,-52.99466993
4.483,-0.073018065,-0.19717462,,,,,-52.97705107
4.484,-0.073012083,-0.18986477,,,,,-52.9591758
4.485,-0.073006102,-0.20143095,,,,,-52.94104665
4.486,-0.073000123,-0.20163032,,,,,-52.92266616
4.487,-0.072994147,-0.16765192,,,,,-52.9040369
4.488,-0.072988172,-0.18617031,,,,,-52.88516148
4.489,-0.0729822,-0.18756483,,,,,-52.86604253
4.49,-0.072976229,-0.16926362,,,,,-52.8466827
4.491,-0.072970261,-0.19007871,,,,,-52.82708467
4.492,-0.072964294,-0.17801675,,,,,-52.80725112
4.493,-0.072958329,-0.19485724,,,,,-52.78718479
4.494,-0.072952366,-0.1721846,,,,,-52.76688841
