"Freq [GHz]","dB(S(3,2)) [] - coupler_x_length='18.8mm' coupler_y_length='18.4mm'","dB(S(4,2)) [] - coupler_x_length='18.8mm' coupler_y_length='18.4mm'","dB(S(4,3)) [] - coupler_x_length='18.8mm' coupler_y_length='18.4mm'"
1.443,-8.09222513442447,-5.31327132099794,-8.41613160254042
1.444,-8.09417145943939,-5.31089273442711,-8.41803925171425
1.445,-8.0961183297985,-5.30850986965446,-8.41994157051798
1.446,-8.09806575602527,-5.30612272658984,-8.42183852650929
1.447,-8.10001374874235,-5.3037313051734,-8.42373008710003
1.448,-8.10196231867191,-5.30133560537579,-8.42561621955554
1.449,-8.10391147663616,-5.29893562719829,-8.42749689099415
1.45,-8.10586123355769,-5.29653137067301,-8.42937206838654
1.451,-8.10781160045992,-5.29412283586304,-8.43124171855515
1.452,-8.10976258846753,-5.29171002286264,-8.43310580817364
1.453,-8.11171420880688,-5.28929293179743,-8.43496430376624
1.454,-8.11366647280643,-5.28687156282454,-8.43681717170722
1.455,-8.11561939189716,-5.28444591613276,-8.4386643782203
1.456,-8.11757297761298,-5.28201599194279,-8.44050588937803
1.457,-8.11952724159118,-5.27958179050735,-8.44234167110127
1.458,-8.12148219557283,-5.27714331211139,-8.44417168915856
1.459,-8.12343785140323,-5.27470055707227,-8.44599590916558
1.46,-8.12539422103228,-5.27225352573993,-8.44781429658457
1.461,-8.12735131651495,-5.26980221849707,-8.44962681672374
1.462,-8.12930915001171,-5.26734663575933,-8.45143343473672
1.463,-8.13126773378891,-5.26488677797549,-8.45323411562196
1.464,-8.13322708021922,-5.26242264562765,-8.45502882422222
1.465,-8.13518720178207,-5.25995423923138,-8.45681752522396
1.466,-8.13714811106406,-5.25748155933595,-8.45860018315679
1.467,-8.1391098207594,-5.25500460652449,-8.4603767623929
1.468,-8.14107234367028,-5.25252338141419,-8.46214722714654
1.469,-8.14303569270738,-5.25003788465647,-8.46391154147341
1.47,-8.14499988089021,-5.24754811693719,-8.46566966927015
1.471,-8.14696492134759,-5.24505407897684,-8.46742157427378
1.472,-8.14893082731805,-5.24255577153069,-8.46916722006113
1.473,-8.15089761215026,-5.24005319538903,-8.47090657004834
1.474,-8.15286528930346,-5.23754635137735,-8.47263958749024
1.475,-8.15483387234787,-5.23503524035651,-8.47436623547993
1.476,-8.15680337496513,-5.23251986322295,-8.4760864769481
1.477,-8.15877381094871,-5.23000022090891,-8.47780027466264
1.478,-8.16074519420436,-5.22747631438257,-8.47950759122798
1.479,-8.16271753875052,-5.22494814464829,-8.48120838908465
1.48,-8.16469085871873,-5.22241571274679,-8.48290263050875
1.481,-8.16666516835408,-5.21987901975536,-8.48459027761133
1.482,-8.16864048201564,-5.21733806678803,-8.48627129233805
1.483,-8.17061681417685,-5.21479285499583,-8.48794563646848
1.484,-8.172594179426,-5.21224338556692,-8.4896132716157
1.485,-8.17457259246661,-5.20968965972682,-8.4912741592258
1.486,-8.17655206811789,-5.20713167873865,-8.49292826057729
1.487,-8.17853262131512,-5.20456944390326,-8.49457553678069
1.488,-8.18051426711016,-5.20200295655951,-8.49621594877797
1.489,-8.18249702067179,-5.19943221808444,-8.49784945734212
1.49,-8.18448089728619,-5.19685722989343,-8.49947602307659
1.491,-8.18646591235738,-5.19427799344051,-8.50109560641486
1.492,-8.18845208140758,-5.19169451021849,-8.50270816761996
1.493,-8.19043942007772,-5.18910678175918,-8.50431366678396
1.494,-8.1924279441278,-5.18651480963364,-8.50591206382753
1.495,-8.1944176694374,-5.18391859545232,-8.50750331849945
1.496,-8.19640861200602,-5.18131814086536,-8.50908739037619
1.497,-8.19840078795359,-5.17871344756273,-8.5106642388614
1.498,-8.20039421352082,-5.17610451727447,-8.51223382318549
1.499,-8.20238890506973,-5.17349135177093,-8.51379610240519
1.5,-8.20438487908398,-5.17087395286294,-8.51535103540307
1.501,-8.20638215216939,-5.16825232240204,-8.51689858088717
1.502,-8.20838074105431,-5.16562646228073,-8.51843869739048
1.503,-8.21038066259007,-5.16299637443264,-8.51997134327059
1.504,-8.21238193375144,-5.16036206083279,-8.52149647670924
1.505,-8.21438457163704,-5.15772352349779,-8.5230140557119
1.506,-8.21638859346974,-5.15508076448604,-8.52452403810735
1.507,-8.21839401659718,-5.15243378589802,-8.52602638154734
1.508,-8.22040085849214,-5.14978258987644,-8.52752104350609
1.509,-8.22240913675297,-5.14712717860649,-8.52900798127999
1.51,-8.22441886910407,-5.14446755431608,-8.53048715198716
1.511,-8.22643007339631,-5.14180371927606,-8.5319585125671
1.512,-8.22844276760742,-5.13913567580043,-8.53342201978028
1.513,-8.23045696984253,-5.13646342624657,-8.53487763020784
1.514,-8.23247269833451,-5.13378697301551,-8.53632530025115
1.515,-8.23448997144443,-5.13110631855209,-8.5377649861315
1.516,-8.23650880766204,-5.12842146534525,-8.53919664388977
1.517,-8.23852922560619,-5.12573241592824,-8.54062022938605
1.518,-8.24055124402524,-5.12303917287884,-8.54203569829932
1.519,-8.24257488179754,-5.12034173881961,-8.54344300612713
1.52,-8.24460015793184,-5.11764011641814,-8.54484210818531
1.521,-8.24662709156777,-5.11493430838722,-8.54623295960758
1.522,-8.24865570197625,-5.11222431748518,-8.54761551534533
1.523,-8.25068600855994,-5.10951014651601,-8.54898973016729
1.524,-8.25271803085369,-5.10679179832972,-8.55035555865921
1.525,-8.25475178852497,-5.10406927582245,-8.55171295522364
1.526,-8.25678730137437,-5.10134258193684,-8.55306187407963
1.527,-8.25882458933595,-5.09861171966217,-8.55440226926246
1.528,-8.26086367247776,-5.09587669203465,-8.55573409462334
1.529,-8.26290457100229,-5.09313750213765,-8.55705730382931
1.53,-8.26494730524685,-5.09039415310197,-8.55837185036279
1.531,-8.26699189568411,-5.08764664810602,-8.55967768752154
1.532,-8.26903836292246,-5.08489499037616,-8.56097476841832
1.533,-8.27108672770652,-5.08213918318686,-8.56226304598074
1.534,-8.27313701091761,-5.079379229861,-8.56354247295101
1.535,-8.2751892335741,-5.07661513377009,-8.56481300188577
1.536,-8.27724341683197,-5.07384689833454,-8.56607458515592
1.537,-8.27929958198523,-5.07107452702392,-8.5673271749464
1.538,-8.28135775046632,-5.06829802335717,-8.56857072325608
1.539,-8.28341794384666,-5.0655173909029,-8.56980518189753
1.54,-8.28548018383701,-5.0627326332796,-8.57103050249696
1.541,-8.28754449228803,-5.05994375415594,-8.57224663649401
1.542,-8.28961089119064,-5.05715075725098,-8.57345353514167
1.543,-8.29167940267652,-5.05435364633448,-8.57465114950613
1.544,-8.29375004901859,-5.05155242522709,-8.5758394304667
1.545,-8.29582285263142,-5.04874709780069,-8.57701832871571
1.546,-8.29789783607176,-5.04593766797856,-8.5781877947584
1.547,-8.29997502203892,-5.04312413973572,-8.5793477789129
1.548,-8.3020544333753,-5.04030651709915,-8.5804982313101
1.549,-8.30413609306685,-5.03748480414805,-8.58163910189363
1.55,-8.30622002424346,-5.03465900501411,-8.58277034041987
1.551,-8.30830625017952,-5.03182912388182,-8.58389189645783
1.552,-8.31039479429435,-5.02899516498864,-8.58500371938917
1.553,-8.31248568015266,-5.02615713262535,-8.58610575840823
1.554,-8.31457893146502,-5.02331503113629,-8.58719796252199
1.555,-8.31667457208833,-5.02046886491961,-8.58828028055011
1.556,-8.31877262602633,-5.01761863842757,-8.58935266112495
1.557,-8.32087311743,-5.0147643561668,-8.59041505269162
1.558,-8.3229760705981,-5.01190602269855,-8.59146740350806
1.559,-8.32508150997762,-5.00904364263898,-8.59250966164503
1.56,-8.32718946016424,-5.00617722065946,-8.5935417749863
1.561,-8.32929994590284,-5.00330676148678,-8.59456369122865
1.562,-8.33141299208794,-5.00043226990351,-8.59557535788205
1.563,-8.33352862376421,-4.99755375074817,-8.5965767222697
1.564,-8.33564686612695,-4.9946712089156,-8.59756773152826
1.565,-8.33776774452255,-4.99178464935722,-8.59854833260792
1.566,-8.339891284449,-4.98889407708125,-8.59951847227259
1.567,-8.34201751155634,-4.98599949715306,-8.60047809710009
1.568,-8.34414645164718,-4.98310091469542,-8.60142715348233
1.569,-8.34627813067718,-4.98019833488878,-8.60236558762549
1.57,-8.34841257475552,-4.97729176297157,-8.60329334555026
1.571,-8.35054981014539,-4.97438120424045,-8.6042103730921
1.572,-8.35268986326453,-4.97146666405063,-8.60511661590143
1.573,-8.35483276068565,-4.96854814781616,-8.60601201944392
1.574,-8.35697852913698,-4.96562566101017,-8.6068965290008
1.575,-8.35912719550272,-4.96269920916518,-8.60777008966911
1.576,-8.3612787868236,-4.95976879787345,-8.60863264636201
1.577,-8.36343333029729,-4.95683443278715,-8.60948414380913
1.578,-8.365590853279,-4.95389611961875,-8.6103245265569
1.579,-8.36775138328187,-4.95095386414128,-8.61115373896891
1.58,-8.36991494797759,-4.94800767218859,-8.61197172522625
1.581,-8.37208157519681,-4.94505754965571,-8.61277842932796
1.582,-8.37425129292969,-4.94210350249906,-8.61357379509138
1.583,-8.3764241293264,-4.93914553673683,-8.61435776615259
1.584,-8.37860011269763,-4.93618365844922,-8.61513028596688
1.585,-8.38077927151508,-4.93321787377877,-8.61589129780914
1.586,-8.382961634412,-4.93024818893061,-8.6166407447744
1.587,-8.38514723018372,-4.92727461017282,-8.61737856977828
1.588,-8.38733608778807,-4.92429714383668,-8.61810471555751
1.589,-8.38952823634602,-4.921315796317,-8.61881912467046
1.59,-8.39172370514211,-4.91833057407243,-8.61952173949766
1.591,-8.39392252362504,-4.9153414836257,-8.6202125022424
1.592,-8.39612472140809,-4.912348531564,-8.6208913549313
1.593,-8.39833032826977,-4.90935172453926,-8.62155823941488
1.594,-8.40053937415424,-4.90635106926841,-8.6222130973682
1.595,-8.4027518891719,-4.90334657253375,-8.62285587029148
1.596,-8.40496790359988,-4.90033824118324,-8.6234864995108
1.597,-8.40718744788259,-4.89732608213076,-8.62410492617872
1.598,-8.40941055263226,-4.89431010235648,-8.62471109127498
1.599,-8.41163724862944,-4.89129030890715,-8.62530493560725
1.6,-8.41386756682359,-4.88826670889639,-8.62588639981183
1.601,-8.41610153833356,-4.88523930950502,-8.62645542435442
1.602,-8.41833919444816,-4.88220811798139,-8.62701194953086
1.603,-8.42058056662671,-4.87917314164163,-8.62755591546798
1.604,-8.42282568649956,-4.87613438787004,-8.62808726212435
1.605,-8.42507458586863,-4.87309186411936,-8.62860592929115
1.606,-8.42732729670799,-4.87004557791109,-8.62911185659303
1.607,-8.4295838511644,-4.86699553683581,-8.62960498348896
1.608,-8.43184428155784,-4.86394174855351,-8.63008524927313
1.609,-8.43410862038207,-4.86088422079389,-8.63055259307591
1.61,-8.43637690030519,-4.85782296135668,-8.63100695386471
1.611,-8.43864915417022,-4.85475797811198,-8.63144827044502
1.612,-8.44092541499561,-4.85168927900053,-8.63187648146135
1.613,-8.44320571597585,-4.84861687203412,-8.63229152539823
1.614,-8.44549009048198,-4.84554076529581,-8.63269334058125
1.615,-8.44777857206222,-4.84246096694033,-8.63308186517813
1.616,-8.4500711944425,-4.83937748519435,-8.63345703719975
1.617,-8.45236799152701,-4.83629032835686,-8.63381879450128
1.618,-8.45466899739881,-4.83319950479942,-8.63416707478325
1.619,-8.45697424632041,-4.83010502296657,-8.63450181559277
1.62,-8.4592837727343,-4.82700689137611,-8.63482295432459
1.621,-8.46159761126355,-4.82390511861941,-8.63513042822238
1.622,-8.46391579671242,-4.82079971336178,-8.63542417437989
1.623,-8.46623836406691,-4.81769068434277,-8.6357041297422
1.624,-8.46856534849535,-4.81457804037653,-8.63597023110697
1.625,-8.47089678534899,-4.81146179035209,-8.63622241512573
1.626,-8.47323271016259,-4.80834194323375,-8.63646061830517
1.627,-8.47557315865503,-4.80521850806135,-8.6366847770085
1.628,-8.47791816672987,-4.80209149395067,-8.63689482745679
1.629,-8.48026777047597,-4.79896091009372,-8.63709070573032
1.63,-8.48262200616808,-4.79582676575905,-8.63727234777005
1.631,-8.48498091026746,-4.79268907029216,-8.63743968937899
1.632,-8.48734451942246,-4.78954783311577,-8.6375926662237
1.633,-8.48971287046916,-4.78640306373018,-8.63773121383574
1.634,-8.49208600043191,-4.7832547717136,-8.63785526761318
1.635,-8.49446394652404,-4.7801029667225,-8.63796476282216
1.636,-8.49684674614838,-4.77694765849192,-8.6380596345984
1.637,-8.49923443689794,-4.77378885683586,-8.63813981794883
1.638,-8.50162705655651,-4.77062657164756,-8.6382052477532
1.639,-8.50402464309927,-4.76746081289986,-8.63825585876566
1.64,-8.50642723469344,-4.76429159064557,-8.63829158561648
1.641,-8.50883486969887,-4.76111891501778,-8.63831236281375
1.642,-8.51124758666871,-4.75794279623018,-8.63831812474503
1.643,-8.51366542435001,-4.75476324457747,-8.63830880567917
1.644,-8.51608842168436,-4.75158027043563,-8.638284339768
1.645,-8.51851661780858,-4.74839388426233,-8.63824466104824
1.646,-8.52095005205526,-4.7452040965972,-8.63818970344318
1.647,-8.5233887639535,-4.74201091806223,-8.63811940076469
1.648,-8.52583279322948,-4.73881435936211,-8.63803368671498
1.649,-8.52828217980717,-4.73561443128454,-8.63793249488857
1.65,-8.53073696380896,-4.73241114470061,-8.6378157587742
1.651,-8.53319718555628,-4.72920451056513,-8.63768341175683
1.652,-8.53566288557031,-4.72599453991698,-8.63753538711959
1.653,-8.53813410457261,-4.72278124387949,-8.63737161804584
1.654,-8.54061088348576,-4.71956463366069,-8.6371920376212
1.655,-8.54309326343411,-4.71634472055378,-8.6369965788356
1.656,-8.54558128574435,-4.7131215159374,-8.63678517458548
1.657,-8.54807499194622,-4.70989503127599,-8.63655775767583
1.658,-8.55057442377323,-4.70666527812017,-8.63631426082241
1.659,-8.55307962316324,-4.70343226810705,-8.63605461665392
1.66,-8.55559063225923,-4.70019601296063,-8.63577875771424
1.661,-8.55810749340994,-4.69695652449208,-8.63548661646471
1.662,-8.56063024917056,-4.69371381460015,-8.63517812528633
1.663,-8.56315894230344,-4.69046789527149,-8.63485321648217
1.664,-8.56569361577875,-4.68721877858104,-8.63451182227965
1.665,-8.56823431277517,-4.68396647669231,-8.63415387483294
1.666,-8.57078107668068,-4.68071100185783,-8.63377930622537
1.667,-8.5733339510931,-4.67745236641938,-8.63338804847184
1.668,-8.57589297982097,-4.67419058280848,-8.63298003352128
1.669,-8.5784582068841,-4.67092566354661,-8.63255519325918
1.67,-8.58102967651441,-4.66765762124568,-8.63211345951009
1.671,-8.58360743315658,-4.66438646860829,-8.63165476404015
1.672,-8.58619152146875,-4.66111221842813,-8.63117903855976
1.673,-8.58878198632329,-4.65783488359035,-8.63068621472606
1.674,-8.5913788728075,-4.65455447707186,-8.63017622414571
1.675,-8.59398222622432,-4.65127101194172,-8.6296489983775
1.676,-8.59659209209311,-4.6479845013615,-8.62910446893506
1.677,-8.59920851615033,-4.64469495858561,-8.62854256728961
1.678,-8.6018315443503,-4.64140239696166,-8.62796322487273
1.679,-8.60446122286596,-4.63810682993084,-8.62736637307916
1.68,-8.60709759808956,-4.63480827102822,-8.62675194326963
1.681,-8.60974071663347,-4.6315067338832,-8.62611986677374
1.682,-8.61239062533091,-4.62820223221974,-8.62547007489281
1.683,-8.61504737123666,-4.6248947798568,-8.62480249890286
1.684,-8.61771100162789,-4.62158439070869,-8.62411707005753
1.685,-8.62038156400486,-4.61827107878537,-8.62341371959109
1.686,-8.62305910609173,-4.6149548581929,-8.62269237872145
1.687,-8.62574367583729,-4.61163574313366,-8.6219529786532
1.688,-8.62843532141575,-4.60831374790684,-8.62119545058073
1.689,-8.63113409122754,-4.60498888690872,-8.6204197256913
1.69,-8.63384003390003,-4.60166117463303,-8.61962573516821
1.691,-8.63655319828837,-4.59833062567131,-8.61881341019398
1.692,-8.63927363347623,-4.59499725471328,-8.61798268195355
1.693,-8.64200138877662,-4.59166107654718,-8.61713348163752
1.694,-8.6447365137327,-4.58832210606012,-8.61626574044545
1.695,-8.64747905811849,-4.58498035823843,-8.61537938958908
1.696,-8.6502290719398,-4.58163584816803,-8.61447436029579
1.697,-8.65298660543492,-4.57828859103478,-8.61355058381187
1.698,-8.65575170907549,-4.57493860212481,-8.61260799140595
1.699,-8.65852443356729,-4.57158589682491,-8.61164651437244
1.7,-8.66130482985108,-4.56823049062284,-8.61066608403496
1.701,-8.66409294910336,-4.56487239910772,-8.6096666317499
1.702,-8.66688884273729,-4.56151163797036,-8.60864808890984
1.703,-8.66969256240341,-4.55814822300361,-8.6076103869472
1.704,-8.67250415999055,-4.5547821701027,-8.60655345733779
1.705,-8.67532368762663,-4.55141349526566,-8.60547723160442
1.706,-8.6781511976795,-4.54804221459356,-8.60438164132055
1.707,-8.6809867427578,-4.54466834429094,-8.60326661811402
1.708,-8.68383037571178,-4.54129190066613,-8.60213209367067
1.709,-8.68668214963416,-4.53791290013161,-8.60097799973818
1.71,-8.68954211786101,-4.53453135920433,-8.59980426812976
1.711,-8.69241033397258,-4.53114729450611,-8.59861083072803
1.712,-8.69528685179418,-4.52776072276392,-8.5973976194888
1.713,-8.69817172539699,-4.52437166081029,-8.59616456644496
1.714,-8.70106500909905,-4.5209801255836,-8.59491160371038
1.715,-8.70396675746601,-4.51758613412847,-8.59363866348383
1.716,-8.70687702531206,-4.51418970359606,-8.59234567805293
1.717,-8.70979586770085,-4.51079085124447,-8.59103257979817
1.718,-8.71272333994631,-4.50738959443904,-8.58969930119687
1.719,-8.71565949761357,-4.50398595065268,-8.58834577482732
1.72,-8.7186043965199,-4.50057993746626,-8.58697193337276
1.721,-8.72155809273551,-4.4971715725689,-8.58557770962556
1.722,-8.72452064258455,-4.49376087375836,-8.58416303649132
1.723,-8.72749210264598,-4.49034785894133,-8.58272784699306
1.724,-8.73047252975444,-4.4869325461338,-8.58127207427539
1.725,-8.73346198100126,-4.48351495346138,-8.57979565160879
1.726,-8.7364605137353,-4.48009509915964,-8.57829851239379
1.727,-8.73946818556391,-4.47667300157446,-8.57678059016533
1.728,-8.74248505435386,-4.47324867916232,-8.575241818597
1.729,-8.74551117823227,-4.4698221504907,-8.57368213150546
1.73,-8.74854661558753,-4.46639343423835,-8.57210146285475
1.731,-8.7515914250703,-4.46296254919564,-8.57049974676071
1.732,-8.75464566559436,-4.45952951426491,-8.56887691749541
1.733,-8.75770939633768,-4.45609434846078,-8.5672329094916
1.734,-8.76078267674327,-4.45265707091048,-8.56556765734718
1.735,-8.76386556652022,-4.44921770085416,-8.56388109582974
1.736,-8.76695812564459,-4.44577625764524,-8.56217315988105
1.737,-8.77006041436049,-4.44233276075072,-8.56044378462168
1.738,-8.77317249318092,-4.43888722975152,-8.55869290535553
1.739,-8.77629442288885,-4.43543968434276,-8.5569204575745
1.74,-8.77942626453816,-4.43199014433412,-8.55512637696309
1.741,-8.78256807945466,-4.42853862965013,-8.55331059940308
1.742,-8.78571992923703,-4.42508516033052,-8.55147306097824
1.743,-8.78888187575788,-4.4216297565305,-8.54961369797904
1.744,-8.79205398116469,-4.41817243852108,-8.54773244690738
1.745,-8.79523630788087,-4.41471322668939,-8.54582924448137
1.746,-8.79842891860676,-4.41125214153901,-8.54390402764013
1.747,-8.80163187632063,-4.40778920369023,-8.54195673354858
1.748,-8.80484524427968,-4.40432443388039,-8.53998729960233
1.749,-8.80806908602117,-4.40085785296419,-8.53799566343249
1.75,-8.81130346536329,-4.39738948191398,-8.53598176291059
1.751,-8.81454844640636,-4.39391934182005,-8.53394553615348
1.752,-8.81780409353375,-4.39044745389096,-8.53188692152828
