Freq [GHz],dB(S11_OFF),dB(S11_ON),dB(S21_OFF),dB(S21_ON)
1.426,-1.1587316897,-10.0537149611,-10.2184282008,-0.9526001537
1.427,-1.1593274913,-10.0693995765,-10.2132493159,-0.9507520851
1.428,-1.1599208442,-10.0850940222,-10.2080896607,-0.9489104589
1.429,-1.1605117495,-10.1007982651,-10.2029491703,-0.9470752593
1.43,-1.1611002084,-10.1165122716,-10.19782778,-0.9452464705
1.431,-1.1616862221,-10.132236008,-10.1927254252,-0.9434240769
1.432,-1.1622697919,-10.1479694406,-10.1876420413,-0.9416080625
1.433,-1.1628509192,-10.1637125352,-10.1825775641,-0.9397984117
1.434,-1.1634296052,-10.1794652578,-10.1775319292,-0.9379951087
1.435,-1.1640058514,-10.1952275741,-10.1725050725,-0.9361981379
1.436,-1.1645796591,-10.2109994494,-10.1674969301,-0.9344074834
1.437,-1.1651510298,-10.2267808492,-10.1625074381,-0.9326231298
1.438,-1.165719965,-10.2425717386,-10.1575365328,-0.9308450612
1.439,-1.1662864663,-10.2583720827,-10.1525841505,-0.929073262
1.44,-1.1668505351,-10.2741818461,-10.1476502277,-0.9273077167
1.441,-1.1674121732,-10.2900009937,-10.142734701,-0.9255484095
1.442,-1.167971382,-10.3058294898,-10.1378375074,-0.9237953249
1.443,-1.1685281633,-10.3216672988,-10.1329585835,-0.9220484472
1.444,-1.1690825188,-10.3375143847,-10.1280978665,-0.920307761
1.445,-1.1696344502,-10.3533707116,-10.1232552935,-0.9185732505
1.446,-1.1701839592,-10.3692362433,-10.1184308017,-0.9168449004
1.447,-1.1707310478,-10.3851109433,-10.1136243287,-0.9151226951
1.448,-1.1712757177,-10.4009947751,-10.1088358118,-0.913406619
1.449,-1.1718179707,-10.4168877019,-10.1040651888,-0.9116966567
1.45,-1.1723578089,-10.4327896869,-10.0993123975,-0.9099927926
1.451,-1.1728952341,-10.4487006928,-10.0945773758,-0.9082950114
1.452,-1.1734302482,-10.4646206825,-10.0898600617,-0.9066032975
1.453,-1.1739628534,-10.4805496185,-10.0851603935,-0.9049176356
1.454,-1.1744930517,-10.4964874632,-10.0804783094,-0.9032380102
1.455,-1.175020845,-10.5124341786,-10.0758137479,-0.9015644059
1.456,-1.1755462356,-10.5283897269,-10.0711666475,-0.8998968074
1.457,-1.1760692255,-10.5443540698,-10.0665369471,-0.8982351992
1.458,-1.1765898169,-10.5603271691,-10.0619245853,-0.896579566
1.459,-1.1771080121,-10.576308986,-10.0573295013,-0.8949298926
1.46,-1.1776238131,-10.592299482,-10.052751634,-0.8932861635
1.461,-1.1781372224,-10.6082986181,-10.0481909228,-0.8916483634
1.462,-1.1786482422,-10.6243063552,-10.043647307,-0.8900164772
1.463,-1.1791568749,-10.640322654,-10.0391207261,-0.8883904895
1.464,-1.1796631227,-10.656347475,-10.0346111198,-0.886770385
1.465,-1.1801669881,-10.6723807787,-10.0301184277,-0.8851561486
1.466,-1.1806684734,-10.688422525,-10.0256425899,-0.8835477651
1.467,-1.1811675812,-10.7044726741,-10.0211835464,-0.8819452191
1.468,-1.1816643139,-10.7205311857,-10.0167412373,-0.8803484957
1.469,-1.1821586741,-10.7365980193,-10.012315603,-0.8787575795
1.47,-1.1826506642,-10.7526731344,-10.0079065838,-0.8771724554
1.471,-1.1831402868,-10.7687564901,-10.0035141204,-0.8755931084
1.472,-1.1836275445,-10.7848480456,-9.9991381535,-0.8740195233
1.473,-1.18411244,-10.8009477595,-9.9947786239,-0.872451685
1.474,-1.184594976,-10.8170555906,-9.9904354726,-0.8708895784
1.475,-1.185075155,-10.8331714972,-9.9861086407,-0.8693331886
1.476,-1.1855529798,-10.8492954376,-9.9817980695,-0.8677825003
1.477,-1.1860284531,-10.8654273698,-9.9775037003,-0.8662374987
1.478,-1.1865015778,-10.8815672517,-9.9732254747,-0.8646981688
1.479,-1.1869723566,-10.897715041,-9.9689633343,-0.8631644955
1.48,-1.1874407924,-10.913870695,-9.964717221,-0.8616364638
1.481,-1.1879068879,-10.930034171,-9.9604870766,-0.8601140589
1.482,-1.1883706462,-10.9462054262,-9.9562728432,-0.8585972658
1.483,-1.18883207,-10.9623844172,-9.9520744631,-0.8570860696
1.484,-1.1892911624,-10.9785711009,-9.9478918785,-0.8555804554
1.485,-1.1897479262,-10.9947654336,-9.943725032,-0.8540804083
1.486,-1.1902023646,-11.0109673716,-9.9395738661,-0.8525859134
1.487,-1.1906544805,-11.0271768709,-9.9354383235,-0.8510969561
1.488,-1.191104277,-11.0433938874,-9.9313183473,-0.8496135213
1.489,-1.191551757,-11.0596183767,-9.9272138804,-0.8481355943
1.49,-1.1919969238,-11.0758502943,-9.9231248659,-0.8466631604
1.491,-1.1924397805,-11.0920895953,-9.9190512472,-0.8451962048
1.492,-1.1928803302,-11.1083362349,-9.9149929676,-0.8437347127
1.493,-1.193318576,-11.1245901677,-9.9109499709,-0.8422786694
1.494,-1.1937545212,-11.1408513485,-9.9069222005,-0.8408280602
1.495,-1.1941881691,-11.1571197316,-9.9029096005,-0.8393828705
1.496,-1.1946195228,-11.1733952713,-9.8989121147,-0.8379430855
1.497,-1.1950485856,-11.1896779214,-9.8949296873,-0.8365086907
1.498,-1.1954753609,-11.2059676358,-9.8909622626,-0.8350796713
1.499,-1.195899852,-11.222264368,-9.8870097849,-0.8336560128
1.5,-1.1963220622,-11.2385680714,-9.8830721988,-0.8322377006
1.501,-1.1967419949,-11.254878699,-9.8791494489,-0.8308247202
1.502,-1.1971596535,-11.2711962039,-9.8752414801,-0.8294170569
1.503,-1.1975750414,-11.2875205387,-9.8713482372,-0.8280146963
1.504,-1.197988162,-11.3038516559,-9.8674696653,-0.8266176239
1.505,-1.1983990189,-11.3201895078,-9.8636057097,-0.8252258251
1.506,-1.1988076156,-11.3365340464,-9.8597563158,-0.8238392855
1.507,-1.1992139555,-11.3528852236,-9.8559214289,-0.8224579907
1.508,-1.1996180422,-11.369242991,-9.8521009948,-0.8210819262
1.509,-1.2000198792,-11.3856073,-9.8482949591,-0.8197110776
1.51,-1.2004194702,-11.4019781017,-9.8445032678,-0.8183454305
1.511,-1.2008168188,-11.4183553472,-9.840725867,-0.8169849706
1.512,-1.2012119285,-11.4347389872,-9.8369627028,-0.8156296835
1.513,-1.2016048031,-11.4511289721,-9.8332137214,-0.8142795549
1.514,-1.2019954462,-11.4675252524,-9.8294788695,-0.8129345705
1.515,-1.2023838615,-11.4839277779,-9.8257580935,-0.8115947159
1.516,-1.2027700527,-11.5003364987,-9.8220513401,-0.810259977
1.517,-1.2031540236,-11.5167513643,-9.8183585563,-0.8089303395
1.518,-1.203535778,-11.5331723241,-9.814679689,-0.8076057892
1.519,-1.2039153195,-11.5495993273,-9.8110146853,-0.8062863118
1.52,-1.2042926521,-11.5660323228,-9.8073634926,-0.8049718932
1.521,-1.2046677795,-11.5824712594,-9.8037260582,-0.8036625192
1.522,-1.2050407056,-11.5989160854,-9.8001023297,-0.8023581757
1.523,-1.2054114343,-11.6153667493,-9.7964922547,-0.8010588486
1.524,-1.2057799694,-11.6318231989,-9.7928957811,-0.7997645237
1.525,-1.2061463149,-11.6482853821,-9.7893128569,-0.7984751871
1.526,-1.2065104746,-11.6647532465,-9.78574343,-0.7971908245
1.527,-1.2068724526,-11.6812267393,-9.7821874488,-0.7959114221
1.528,-1.2072322527,-11.6977058077,-9.7786448616,-0.7946369657
1.529,-1.2075898791,-11.7141903986,-9.7751156168,-0.7933674415
1.53,-1.2079453356,-11.7306804584,-9.7715996632,-0.7921028353
1.531,-1.2082986263,-11.7471759337,-9.7680969495,-0.7908431334
1.532,-1.2086497553,-11.7636767706,-9.7646074246,-0.7895883217
1.533,-1.2089987265,-11.780182915,-9.7611310376,-0.7883383863
1.534,-1.2093455442,-11.7966943125,-9.7576677375,-0.7870933134
1.535,-1.2096902123,-11.8132109087,-9.7542174738,-0.7858530891
1.536,-1.210032735,-11.8297326486,-9.7507801959,-0.7846176996
1.537,-1.2103731165,-11.8462594773,-9.7473558533,-0.783387131
1.538,-1.2107113609,-11.8627913395,-9.7439443958,-0.7821613695
1.539,-1.2110474723,-11.8793281796,-9.7405457732,-0.7809404014
1.54,-1.211381455,-11.8958699419,-9.7371599356,-0.7797242129
1.541,-1.2117133131,-11.9124165703,-9.7337868329,-0.7785127903
1.542,-1.2120430509,-11.9289680086,-9.7304264156,-0.7773061198
1.543,-1.2123706726,-11.9455242003,-9.727078634,-0.7761041879
1.544,-1.2126961825,-11.9620850886,-9.7237434386,-0.7749069808
1.545,-1.2130195848,-11.9786506165,-9.72042078,-0.7737144848
1.546,-1.2133408839,-11.9952207268,-9.7171106091,-0.7725266864
1.547,-1.213660084,-12.011795362,-9.7138128768,-0.7713435719
1.548,-1.2139771895,-12.0283744643,-9.7105275342,-0.7701651279
1.549,-1.2142922047,-12.0449579757,-9.7072545324,-0.7689913406
1.55,-1.214605134,-12.0615458381,-9.7039938228,-0.7678221966
1.551,-1.2149159817,-12.0781379928,-9.7007453569,-0.7666576825
1.552,-1.2152247523,-12.0947343812,-9.6975090861,-0.7654977846
1.553,-1.21553145,-12.1113349442,-9.6942849624,-0.7643424896
1.554,-1.2158360794,-12.1279396226,-9.6910729374,-0.7631917839
1.555,-1.2161386449,-12.1445483568,-9.6878729633,-0.7620456542
1.556,-1.2164391509,-12.1611610872,-9.6846849922,-0.7609040872
1.557,-1.2167376019,-12.1777777536,-9.6815089762,-0.7597670693
1.558,-1.2170340024,-12.1943982958,-9.6783448679,-0.7586345872
1.559,-1.2173283568,-12.2110226532,-9.6751926196,-0.7575066277
1.56,-1.2176206697,-12.2276507651,-9.6720521842,-0.7563831774
1.561,-1.2179109456,-12.2442825703,-9.6689235143,-0.755264223
1.562,-1.218199189,-12.2609180076,-9.6658065629,-0.7541497514
1.563,-1.2184854044,-12.2775570154,-9.662701283,-0.7530397491
1.564,-1.2187695966,-12.2941995318,-9.6596076278,-0.7519342031
1.565,-1.2190517699,-12.3108454948,-9.6565255507,-0.7508331001
1.566,-1.2193319291,-12.3274948419,-9.653455005,-0.749736427
1.567,-1.2196100786,-12.3441475105,-9.6503959443,-0.7486441706
1.568,-1.2198862232,-12.3608034377,-9.6473483225,-0.7475563179
1.569,-1.2201603675,-12.3774625604,-9.6443120931,-0.7464728556
1.57,-1.220432516,-12.3941248151,-9.6412872104,-0.7453937708
1.571,-1.2207026735,-12.4107901381,-9.6382736282,-0.7443190503
1.572,-1.2209708447,-12.4274584655,-9.635271301,-0.7432486812
1.573,-1.2212370342,-12.444129733,-9.6322801829,-0.7421826505
1.574,-1.2215012466,-12.4608038761,-9.6293002285,-0.7411209451
1.575,-1.2217634868,-12.4774808301,-9.6263313925,-0.7400635521
1.576,-1.2220237594,-12.4941605298,-9.6233736294,-0.7390104586
1.577,-1.2222820692,-12.5108429099,-9.6204268943,-0.7379616517
1.578,-1.2225384209,-12.527527905,-9.6174911421,-0.7369171184
1.579,-1.2227928192,-12.544215449,-9.614566328,-0.735876846
1.58,-1.223045269,-12.5609054759,-9.6116524071,-0.7348408215
1.581,-1.2232957749,-12.5775979192,-9.6087493349,-0.7338090322
1.582,-1.2235443419,-12.5942927123,-9.6058570669,-0.7327814653
1.583,-1.2237909746,-12.6109897881,-9.6029755587,-0.7317581079
1.584,-1.2240356779,-12.6276890794,-9.6001047661,-0.7307389474
1.585,-1.2242784567,-12.6443905187,-9.5972446449,-0.7297239711
1.586,-1.2245193157,-12.6610940383,-9.5943951513,-0.7287131662
1.587,-1.2247582598,-12.6777995699,-9.5915562412,-0.72770652
1.588,-1.2249952938,-12.6945070452,-9.5887278711,-0.7267040199
1.589,-1.2252304227,-12.7112163957,-9.5859099972,-0.7257056534
1.59,-1.2254636512,-12.7279275523,-9.5831025762,-0.7247114077
1.591,-1.2256949843,-12.7446404458,-9.5803055646,-0.7237212703
1.592,-1.2259244268,-12.7613550068,-9.5775189193,-0.7227352287
1.593,-1.2261519838,-12.7780711655,-9.5747425971,-0.7217532703
1.594,-1.2263776599,-12.7947888517,-9.5719765551,-0.7207753826
1.595,-1.2266014603,-12.8115079952,-9.5692207503,-0.7198015531
1.596,-1.2268233898,-12.8282285254,-9.5664751401,-0.7188317694
1.597,-1.2270434534,-12.8449503712,-9.5637396819,-0.7178660191
1.598,-1.227261656,-12.8616734614,-9.5610143332,-0.7169042897
1.599,-1.2274780025,-12.8783977247,-9.5582990516,-0.7159465688
1.6,-1.227692498,-12.8951230891,-9.5555937949,-0.7149928442
1.601,-1.2279051474,-12.9118494826,-9.552898521,-0.7140431034
1.602,-1.2281159558,-12.9285768328,-9.5502131879,-0.7130973341
1.603,-1.228324928,-12.9453050671,-9.5475377537,-0.7121555241
1.604,-1.2285320691,-12.9620341125,-9.5448721767,-0.7112176611
1.605,-1.2287373841,-12.9787638958,-9.5422164153,-0.7102837328
1.606,-1.228940878,-12.9954943433,-9.539570428,-0.7093537271
1.607,-1.2291425559,-13.0122253813,-9.5369341733,-0.7084276317
1.608,-1.2293424227,-13.0289569356,-9.5343076101,-0.7075054345
1.609,-1.2295404836,-13.0456889319,-9.5316906973,-0.7065871233
1.61,-1.2297367435,-13.0624212953,-9.5290833937,-0.7056726861
1.611,-1.2299312076,-13.0791539508,-9.5264856585,-0.7047621107
1.612,-1.2301238808,-13.0958868232,-9.523897451,-0.7038553851
1.613,-1.2303147683,-13.1126198368,-9.5213187304,-0.7029524972
1.614,-1.2305038751,-13.1293529157,-9.5187494564,-0.702053435
1.615,-1.2306912064,-13.1460859836,-9.5161895883,-0.7011581865
1.616,-1.2308767671,-13.1628189641,-9.513639086,-0.7002667397
1.617,-1.2310605625,-13.1795517803,-9.5110979093,-0.6993790828
1.618,-1.2312425975,-13.1962843551,-9.5085660182,-0.6984952037
1.619,-1.2314228774,-13.2130166111,-9.5060433726,-0.6976150907
1.62,-1.2316014072,-13.2297484705,-9.5035299328,-0.6967387317
1.621,-1.2317781921,-13.2464798553,-9.5010256591,-0.695866115
1.622,-1.2319532372,-13.2632106872,-9.4985305119,-0.6949972288
1.623,-1.2321265476,-13.2799408874,-9.4960444518,-0.6941320612
1.624,-1.2322981284,-13.2966703772,-9.4935674393,-0.6932706005
1.625,-1.2324679849,-13.3133990771,-9.4910994354,-0.6924128349
1.626,-1.2326361221,-13.3301269077,-9.4886404008,-0.6915587528
1.627,-1.2328025453,-13.346853789,-9.4861902965,-0.6907083423
1.628,-1.2329672595,-13.363579641,-9.4837490838,-0.689861592
1.629,-1.23313027,-13.380304383,-9.4813167238,-0.68901849
1.63,-1.2332915819,-13.3970279343,-9.4788931779,-0.6881790248
1.631,-1.2334512004,-13.4137502137,-9.4764784075,-0.6873431848
1.632,-1.2336091307,-13.43047114,-9.4740723743,-0.6865109584
1.633,-1.233765378,-13.4471906312,-9.4716750399,-0.6856823341
1.634,-1.2339199475,-13.4639086055,-9.4692863662,-0.6848573004
1.635,-1.2340728443,-13.4806249803,-9.4669063151,-0.6840358456
1.636,-1.2342240737,-13.4973396731,-9.4645348487,-0.6832179585
1.637,-1.2343736409,-13.5140526008,-9.462171929,-0.6824036275
1.638,-1.234521551,-13.5307636801,-9.4598175185,-0.6815928412
1.639,-1.2346678094,-13.5474728275,-9.4574715793,-0.6807855883
1.64,-1.2348124212,-13.564179959,-9.4551340742,-0.6799818573
1.641,-1.2349553916,-13.5808849904,-9.4528049656,-0.6791816369
1.642,-1.2350967259,-13.597587837,-9.4504842163,-0.6783849158
1.643,-1.2352364294,-13.6142884141,-9.4481717892,-0.6775916826
1.644,-1.2353745071,-13.6309866363,-9.4458676472,-0.6768019262
1.645,-1.2355109644,-13.6476824182,-9.4435717533,-0.6760156352
1.646,-1.2356458066,-13.6643756739,-9.4412840707,-0.6752327986
1.647,-1.2357790388,-13.6810663174,-9.4390045628,-0.6744534049
1.648,-1.2359106664,-13.697754262,-9.4367331928,-0.6736774432
1.649,-1.2360406945,-13.7144394211,-9.4344699244,-0.6729049022
1.65,-1.2361691284,-13.7311217074,-9.4322147211,-0.6721357708
1.651,-1.2362959734,-13.7478010336,-9.4299675467,-0.6713700379
1.652,-1.2364212347,-13.7644773118,-9.427728365,-0.6706076925
1.653,-1.2365449176,-13.7811504541,-9.4254971399,-0.6698487236
1.654,-1.2366670275,-13.7978203719,-9.4232738356,-0.66909312
1.655,-1.2367875694,-13.8144869766,-9.4210584161,-0.6683408709
1.656,-1.2369065487,-13.8311501791,-9.4188508458,-0.6675919652
1.657,-1.2370239707,-13.84780989,-9.416651089,-0.666846392
1.658,-1.2371398407,-13.8644660196,-9.4144591103,-0.6661041403
1.659,-1.2372541639,-13.8811184779,-9.4122748742,-0.6653651994
1.66,-1.2373669456,-13.8977671746,-9.4100983454,-0.6646295583
1.661,-1.2374781911,-13.9144120189,-9.4079294888,-0.6638972062
1.662,-1.2375879057,-13.9310529198,-9.4057682693,-0.6631681323
1.663,-1.2376960947,-13.9476897861,-9.4036146519,-0.6624423257
1.664,-1.2378027633,-13.964322526,-9.4014686018,-0.6617197758
1.665,-1.2379079168,-13.9809510475,-9.3993300841,-0.6610004717
1.666,-1.2380115606,-13.9975752584,-9.3971990644,-0.6602844028
1.667,-1.2381136998,-14.014195066,-9.3950755079,-0.6595715584
1.668,-1.2382143399,-14.0308103773,-9.3929593803,-0.6588619278
1.669,-1.2383134861,-14.0474210991,-9.3908506473,-0.6581555004
1.67,-1.2384111437,-14.0640271376,-9.3887492745,-0.6574522656
1.671,-1.238507318,-14.0806283989,-9.386655228,-0.6567522127
1.672,-1.2386020143,-14.0972247888,-9.3845684737,-0.6560553313
1.673,-1.2386952379,-14.1138162126,-9.3824889776,-0.6553616107
1.674,-1.238786994,-14.1304025754,-9.380416706,-0.6546710405
1.675,-1.2388772881,-14.1469837818,-9.3783516251,-0.6539836102
1.676,-1.2389661254,-14.1635597363,-9.3762937014,-0.6532993093
1.677,-1.2390535111,-14.1801303429,-9.3742429014,-0.6526181274
1.678,-1.2391394506,-14.1966955054,-9.3721991916,-0.6519400541
1.679,-1.2392239493,-14.2132551271,-9.3701625388,-0.651265079
1.68,-1.2393070123,-14.2298091111,-9.3681329098,-0.6505931918
1.681,-1.2393886451,-14.24635736,-9.3661102715,-0.6499243821
1.682,-1.2394688528,-14.2628997765,-9.3640945909,-0.6492586395
1.683,-1.2395476409,-14.2794362623,-9.3620858351,-0.6485959539
1.684,-1.2396250145,-14.2959667194,-9.3600839714,-0.647936315
1.685,-1.2397009791,-14.3124910491,-9.3580889671,-0.6472797125
1.686,-1.2397755399,-14.3290091524,-9.3561007896,-0.6466261363
1.687,-1.2398487022,-14.3455209302,-9.3541194064,-0.6459755761
1.688,-1.2399204713,-14.3620262827,-9.3521447851,-0.6453280218
1.689,-1.2399908525,-14.37852511,-9.3501768935,-0.6446834633
1.69,-1.2400598511,-14.395017312,-9.3482156993,-0.6440418904
1.691,-1.2401274725,-14.4115027879,-9.3462611706,-0.6434032932
1.692,-1.2401937219,-14.4279814368,-9.3443132753,-0.6427676614
1.693,-1.2402586046,-14.4444531574,-9.3423719816,-0.6421349853
1.694,-1.2403221259,-14.4609178482,-9.3404372576,-0.6415052546
1.695,-1.2403842911,-14.4773754072,-9.3385090717,-0.6408784594
1.696,-1.2404451056,-14.4938257322,-9.3365873923,-0.6402545899
1.697,-1.2405045745,-14.5102687204,-9.3346721879,-0.639633636
1.698,-1.2405627032,-14.526704269,-9.3327634271,-0.6390155879
1.699,-1.240619497,-14.5431322747,-9.3308610787,-0.6384004357
1.7,-1.2406749612,-14.5595526338,-9.3289651114,-0.6377881695
1.701,-1.2407291011,-14.5759652425,-9.3270754941,-0.6371787795
1.702,-1.2407819219,-14.5923699964,-9.3251921959,-0.636572256
1.703,-1.240833429,-14.6087667909,-9.3233151859,-0.6359685891
1.704,-1.2408836276,-14.625155521,-9.3214444331,-0.6353677691
1.705,-1.240932523,-14.6415360816,-9.319579907,-0.6347697863
1.706,-1.2409801205,-14.6579083669,-9.3177215769,-0.634174631
1.707,-1.2410264254,-14.674272271,-9.3158694123,-0.6335822935
1.708,-1.2410714429,-14.6906276876,-9.3140233828,-0.6329927642
1.709,-1.2411151784,-14.7069745101,-9.3121834579,-0.6324060335
1.71,-1.2411576371,-14.7233126316,-9.3103496076,-0.6318220917
1.711,-1.2411988243,-14.7396419446,-9.3085218016,-0.6312409293
1.712,-1.2412387452,-14.7559623417,-9.3067000099,-0.6306625368
1.713,-1.2412774051,-14.7722737149,-9.3048842026,-0.6300869046
1.714,-1.2413148093,-14.7885759559,-9.3030743497,-0.6295140232
1.715,-1.2413509631,-14.804868956,-9.3012704216,-0.6289438832
1.716,-1.2413858717,-14.8211526063,-9.2994723886,-0.6283764751
1.717,-1.2414195403,-14.8374267975,-9.297680221,-0.6278117896
1.718,-1.2414519743,-14.85369142,-9.2958938894,-0.6272498172
1.719,-1.2414831789,-14.8699463639,-9.2941133643,-0.6266905486
