Freq [GHz],S11 LPF Tap,S21 LPF Tap,"dB(S(2,1)) []","dB(S(2,2)) []",,S11 LPF T,S21 LPF T,,S11 LPF Milled,S21 LPF Milled
2.126,-32.49042657,-0.876095866,-0.876095866,-33.05109236,,-21.33397017,-0.902724718,,-14.217289,-0.55440629
2.127,-32.41908682,-0.876725668,-0.876725668,-32.97316713,,-21.39706352,-0.902547062,,-14.247312,-0.58442527
2.128,-32.3481496,-0.877356677,-0.877356677,-32.89573391,,-21.46054293,-0.902373777,,-14.218121,-0.59215671
2.129,-32.27760952,-0.877988899,-0.877988899,-32.81878526,,-21.52441317,-0.902204851,,-14.23344,-0.53698492
2.13,-32.20746128,-0.878622338,-0.878622338,-32.74231388,,-21.58867909,-0.902040274,,-14.217814,-0.51451707
2.131,-32.13769969,-0.879257,-0.879257,-32.66631265,,-21.65334566,-0.901880036,,-14.29849,-0.57744062
2.132,-32.06831963,-0.879892891,-0.879892891,-32.59077459,,-21.71841795,-0.901724127,,-14.276309,-0.53829664
2.133,-31.99931609,-0.880530016,-0.880530016,-32.51569285,,-21.7839011,-0.901572536,,-14.306971,-0.5802626
2.134,-31.93068415,-0.881168381,-0.881168381,-32.44106077,,-21.84980039,-0.901425252,,-14.25435,-0.54275429
2.135,-31.86241897,-0.881807992,-0.881807992,-32.36687178,,-21.9161212,-0.901282265,,-14.29809,-0.58386618
2.136,-31.79451579,-0.882448853,-0.882448853,-32.29311948,,-21.98286899,-0.901143565,,-14.305547,-0.55483866
2.137,-31.72696995,-0.883090972,-0.883090972,-32.2197976,,-22.05004938,-0.901009139,,-14.317118,-0.55410039
2.138,-31.65977686,-0.883734353,-0.883734353,-32.14689997,,-22.11766807,-0.900878979,,-14.304805,-0.53126585
2.139,-31.59293201,-0.884379002,-0.884379002,-32.07442059,,-22.18573089,-0.900753072,,-14.334741,-0.55160284
2.14,-31.52643098,-0.885024926,-0.885024926,-32.00235355,,-22.25424381,-0.900631408,,-14.365721,-0.58591115
2.141,-31.46026941,-0.885672129,-0.885672129,-31.93069306,,-22.32321291,-0.900513976,,-14.337586,-0.5289188
2.142,-31.39444303,-0.886320617,-0.886320617,-31.85943346,,-22.3926444,-0.900400765,,-14.30437,-0.53582835
2.143,-31.32894763,-0.886970398,-0.886970398,-31.78856921,,-22.46254462,-0.900291765,,-14.341149,-0.55459148
2.144,-31.26377907,-0.887621475,-0.887621475,-31.71809485,,-22.53292006,-0.900186963,,-14.348418,-0.55150467
2.145,-31.19893331,-0.888273857,-0.888273857,-31.64800504,,-22.60377735,-0.900086349,,-14.355514,-0.55944234
2.146,-31.13440634,-0.888927547,-0.888927547,-31.57829457,,-22.67512326,-0.899989912,,-14.338036,-0.54301351
2.147,-31.07019423,-0.889582553,-0.889582553,-31.50895829,,-22.74696472,-0.89989764,,-14.371232,-0.52490562
2.148,-31.00629314,-0.89023888,-0.89023888,-31.43999118,,-22.8193088,-0.899809522,,-14.386718,-0.55871022
2.149,-30.94269925,-0.890896534,-0.890896534,-31.3713883,,-22.89216274,-0.899725548,,-14.413828,-0.56596911
2.15,-30.87940884,-0.891555522,-0.891555522,-31.3031448,,-22.96553394,-0.899645704,,-14.34365,-0.54543877
2.151,-30.81641823,-0.892215849,-0.892215849,-31.23525596,,-23.03942998,-0.899569981,,-14.412661,-0.55534124
2.152,-30.75372382,-0.892877523,-0.892877523,-31.16771709,,-23.1138586,-0.899498367,,-14.408251,-0.56296247
2.153,-30.69132205,-0.893540548,-0.893540548,-31.10052363,,-23.18882773,-0.89943085,,-14.412634,-0.56936568
2.154,-30.62920942,-0.894204931,-0.894204931,-31.0336711,,-23.26434547,-0.899367418,,-14.418549,-0.54460448
2.155,-30.56738251,-0.894870679,-0.894870679,-30.96715509,,-23.34042014,-0.89930806,,-14.43177,-0.55394834
2.156,-30.50583791,-0.895537798,-0.895537798,-30.90097127,,-23.41706023,-0.899252765,,-14.444721,-0.52884614
2.157,-30.44457232,-0.896206294,-0.896206294,-30.83511541,,-23.49427445,-0.899201521,,-14.468977,-0.57286191
2.158,-30.38358245,-0.896876173,-0.896876173,-30.76958334,,-23.57207172,-0.899154315,,-14.473391,-0.57221651
2.159,-30.32286508,-0.897547442,-0.897547442,-30.70437096,,-23.65046116,-0.899111137,,-14.407691,-0.58551264
2.16,-30.26241703,-0.898220108,-0.898220108,-30.63947426,,-23.72945214,-0.899071975,,-14.451185,-0.57639468
2.161,-30.20223519,-0.898894176,-0.898894176,-30.57488929,,-23.80905424,-0.899036816,,-14.464377,-0.55539155
2.162,-30.14231648,-0.899569654,-0.899569654,-30.51061218,,-23.88927729,-0.899005648,,-14.519371,-0.5850876
2.163,-30.08265788,-0.900246547,-0.900246547,-30.44663913,,-23.97013137,-0.898978461,,-14.492341,-0.55063695
2.164,-30.02325641,-0.900924863,-0.900924863,-30.38296638,,-24.05162682,-0.898955241,,-14.535973,-0.57409805
2.165,-29.96410914,-0.901604608,-0.901604608,-30.31959026,,-24.13377422,-0.898935977,,-14.468031,-0.53988749
2.166,-29.90521318,-0.902285789,-0.902285789,-30.25650717,,-24.21658445,-0.898920657,,-14.5339,-0.56710917
2.167,-29.84656569,-0.902968412,-0.902968412,-30.19371356,,-24.30006867,-0.898909269,,-14.520419,-0.55815405
2.168,-29.78816387,-0.903652484,-0.903652484,-30.13120593,,-24.38423833,-0.8989018,,-14.517103,-0.5663414
2.169,-29.73000497,-0.904338013,-0.904338013,-30.06898087,,-24.46910517,-0.898898239,,-14.53208,-0.53805113
2.17,-29.67208626,-0.905025004,-0.905025004,-30.00703499,,-24.55468126,-0.898898572,,-14.528711,-0.54169422
2.171,-29.61440508,-0.905713464,-0.905713464,-29.945365,,-24.640979,-0.898902789,,-14.540967,-0.5549221
2.172,-29.5569588,-0.906403402,-0.906403402,-29.88396762,,-24.72801112,-0.898910877,,-14.592307,-0.5659346
2.173,-29.49974481,-0.907094822,-0.907094822,-29.82283967,,-24.8157907,-0.898922823,,-14.560756,-0.54561311
2.174,-29.44276057,-0.907787733,-0.907787733,-29.76197798,,-24.90433118,-0.898938614,,-14.542476,-0.56062657
2.175,-29.38600355,-0.908482142,-0.908482142,-29.70137947,,-24.99364638,-0.89895824,,-14.539543,-0.54404634
2.176,-29.32947127,-0.909178055,-0.909178055,-29.64104109,,-25.08375052,-0.898981687,,-14.588791,-0.56853282
2.177,-29.2731613,-0.90987548,-0.90987548,-29.58095984,,-25.17465821,-0.899008942,,-14.576215,-0.53323203
2.178,-29.21707122,-0.910574423,-0.910574423,-29.52113277,,-25.26638449,-0.899039994,,-14.583338,-0.55778891
2.179,-29.16119866,-0.911274892,-0.911274892,-29.46155698,,-25.35894485,-0.899074829,,-14.63943,-0.5724715
2.18,-29.10554128,-0.911976895,-0.911976895,-29.40222963,,-25.45235521,-0.899113435,,-14.646666,-0.57899511
2.181,-29.05009677,-0.912680437,-0.912680437,-29.3431479,,-25.54663199,-0.899155801,,-14.672359,-0.58267772
2.182,-28.99486287,-0.913385528,-0.913385528,-29.28430904,,-25.64179207,-0.899201912,,-14.628548,-0.55858082
2.183,-28.93983733,-0.914092173,-0.914092173,-29.22571032,,-25.73785287,-0.899251756,,-14.644599,-0.55783659
2.184,-28.88501795,-0.914800381,-0.914800381,-29.16734907,,-25.83483233,-0.899305321,,-14.608047,-0.55708796
2.185,-28.83040254,-0.915510159,-0.915510159,-29.10922266,,-25.93274895,-0.899362593,,-14.670603,-0.55338377
2.186,-28.77598897,-0.916221513,-0.916221513,-29.05132849,,-26.03162181,-0.899423561,,-14.671199,-0.54930991
2.187,-28.72177512,-0.916934453,-0.916934453,-28.99366401,,-26.13147057,-0.899488211,,-14.692682,-0.545816
2.188,-28.6677589,-0.917648985,-0.917648985,-28.93622672,,-26.23231556,-0.899556531,,-14.696965,-0.5647639
2.189,-28.61393826,-0.918365117,-0.918365117,-28.87901413,,-26.33417773,-0.899628507,,-14.695573,-0.541547
2.19,-28.56031116,-0.919082857,-0.919082857,-28.82202381,,-26.43707872,-0.899704127,,-14.681131,-0.57716858
2.191,-28.50687561,-0.919802212,-0.919802212,-28.76525337,,-26.54104089,-0.899783377,,-14.72559,-0.57562882
2.192,-28.45362964,-0.92052319,-0.92052319,-28.70870043,,-26.64608734,-0.899866246,,-14.731873,-0.55467641
2.193,-28.4005713,-0.921245798,-0.921245798,-28.65236268,,-26.75224196,-0.899952719,,-14.699116,-0.53690517
2.194,-28.34769867,-0.921970046,-0.921970046,-28.59623783,,-26.85952944,-0.900042785,,-14.746531,-0.60136467
2.195,-28.29500986,-0.92269594,-0.92269594,-28.54032361,,-26.96797533,-0.900136429,,-14.716371,-0.57504964
2.196,-28.242503,-0.923423488,-0.923423488,-28.48461781,,-27.07760606,-0.900233639,,-14.708243,-0.55709493
2.197,-28.19017625,-0.924152699,-0.924152699,-28.42911823,,-27.18844901,-0.900334402,,-14.765356,-0.5649842
2.198,-28.13802779,-0.92488358,-0.92488358,-28.37382271,,-27.30053252,-0.900438705,,-14.721231,-0.55973828
2.199,-28.08605583,-0.925616139,-0.925616139,-28.31872913,,-27.41388597,-0.900546534,,-14.801867,-0.57307166
2.2,-28.0342586,-0.926350386,-0.926350386,-28.2638354,,-27.5285398,-0.900657876,,-14.783484,-0.57032824
2.201,-27.98263436,-0.927086327,-0.927086327,-28.20913944,,-27.64452558,-0.900772719,,-14.807535,-0.59282029
2.202,-27.93118138,-0.92782397,-0.92782397,-28.15463923,,-27.76187609,-0.900891048,,-14.794264,-0.56181669
2.203,-27.87989797,-0.928563325,-0.928563325,-28.10033275,,-27.88062531,-0.901012852,,-14.787745,-0.56624871
2.204,-27.82878244,-0.9293044,-0.9293044,-28.04621804,,-28.00080856,-0.901138115,,-14.808335,-0.53584552
2.205,-27.77783314,-0.930047202,-0.930047202,-27.99229314,,-28.12246252,-0.901266826,,-14.82573,-0.5585885
2.206,-27.72704844,-0.930791741,-0.930791741,-27.93855613,,-28.24562533,-0.901398971,,-14.828385,-0.54496723
2.207,-27.67642673,-0.931538024,-0.931538024,-27.88500512,,-28.37033665,-0.901534537,,-14.842504,-0.55704868
2.208,-27.6259664,-0.93228606,-0.93228606,-27.83163825,,-28.49663773,-0.90167351,,-14.830552,-0.54886484
2.209,-27.5756659,-0.933035859,-0.933035859,-27.77845366,,-28.62457155,-0.901815876,,-14.842544,-0.55078775
2.21,-27.52552367,-0.933787427,-0.933787427,-27.72544955,,-28.75418285,-0.901961623,,-14.882281,-0.57329684
2.211,-27.47553818,-0.934540775,-0.934540775,-27.67262413,,-28.88551827,-0.902110737,,-14.856298,-0.54009819
2.212,-27.42570792,-0.93529591,-0.93529591,-27.61997563,,-29.01862646,-0.902263205,,-14.917775,-0.58380866
2.213,-27.37603139,-0.936052841,-0.936052841,-27.56750231,,-29.15355816,-0.902419013,,-14.877192,-0.54771411
2.214,-27.32650713,-0.936811578,-0.936811578,-27.51520245,,-29.29036638,-0.902578147,,-14.904993,-0.57528943
2.215,-27.27713367,-0.937572129,-0.937572129,-27.46307436,,-29.42910648,-0.902740595,,-14.914536,-0.58209532
2.216,-27.22790957,-0.938334503,-0.938334503,-27.41111638,,-29.56983634,-0.902906343,,-14.895221,-0.54790765
2.217,-27.17883343,-0.939098709,-0.939098709,-27.35932684,,-29.7126165,-0.903075376,,-14.942283,-0.56026393
2.218,-27.12990384,-0.939864756,-0.939864756,-27.30770414,,-29.85751037,-0.903247682,,-14.943076,-0.56301516
2.219,-27.08111941,-0.940632653,-0.940632653,-27.25624666,,-30.00458435,-0.903423248,,-14.983545,-0.55491096
2.22,-27.03247878,-0.94140241,-0.94140241,-27.20495282,,-30.15390806,-0.903602058,,-14.958056,-0.57026744
2.221,-26.9839806,-0.942174035,-0.942174035,-27.15382106,,-30.30555454,-0.903784101,,-14.919749,-0.55322564
2.222,-26.93562354,-0.942947537,-0.942947537,-27.10284984,,-30.45960048,-0.903969362,,-14.982553,-0.56117201
2.223,-26.88740627,-0.943722927,-0.943722927,-27.05203764,,-30.61612648,-0.904157827,,-14.974924,-0.54354161
2.224,-26.83932749,-0.944500212,-0.944500212,-27.00138297,,-30.7752173,-0.904349483,,-14.95724,-0.55029315
2.225,-26.79138593,-0.945279404,-0.945279404,-26.95088433,,-30.93696216,-0.904544317,,-15.011311,-0.55451185
2.226,-26.74358031,-0.946060511,-0.946060511,-26.90054027,,-31.10145504,-0.904742314,,-15.013283,-0.57297063
2.227,-26.69590938,-0.946843542,-0.946843542,-26.85034935,,-31.26879508,-0.904943461,,-14.983181,-0.53969777
2.228,-26.64837189,-0.947628508,-0.947628508,-26.80031015,,-31.43908689,-0.905147744,,-14.994687,-0.53018123
2.229,-26.60096662,-0.948415417,-0.948415417,-26.75042125,,-31.61244102,-0.90535515,,-15.023589,-0.54346347
2.23,-26.55369237,-0.949204281,-0.949204281,-26.70068128,,-31.78897438,-0.905565665,,-15.029146,-0.5596512
2.231,-26.50654793,-0.949995108,-0.949995108,-26.65108886,,-31.96881077,-0.905779274,,-15.007933,-0.56762815
2.232,-26.45953213,-0.950787908,-0.950787908,-26.60164264,,-32.1520814,-0.905995965,,-15.073959,-0.55459237
2.233,-26.4126438,-0.951582691,-0.951582691,-26.55234129,,-32.3389255,-0.906215723,,-15.055243,-0.55432671
2.234,-26.36588178,-0.952379467,-0.952379467,-26.50318348,,-32.52949101,-0.906438535,,-15.074491,-0.56680685
2.235,-26.31924494,-0.953178246,-0.953178246,-26.45416793,,-32.72393531,-0.906664386,,-15.044293,-0.53956473
2.236,-26.27273214,-0.953979039,-0.953979039,-26.40529333,,-32.92242601,-0.906893264,,-15.091524,-0.57589185
2.237,-26.22634228,-0.954781854,-0.954781854,-26.35655843,,-33.12514191,-0.907125154,,-15.065208,-0.53576177
2.238,-26.18007425,-0.955586703,-0.955586703,-26.30796197,,-33.33227397,-0.907360042,,-15.096474,-0.55611354
2.239,-26.13392696,-0.956393596,-0.956393596,-26.25950272,,-33.54402646,-0.907597915,,-15.073114,-0.53362435
2.24,-26.08789934,-0.957202543,-0.957202543,-26.21117945,,-33.76061823,-0.907838759,,-15.114608,-0.56754392
2.241,-26.04199033,-0.958013554,-0.958013554,-26.16299095,,-33.98228412,-0.908082559,,-15.182638,-0.55541432
2.242,-25.99619887,-0.95882664,-0.95882664,-26.11493603,,-34.20927656,-0.908329303,,-15.126688,-0.55189276
2.243,-25.95052393,-0.959641811,-0.959641811,-26.06701352,,-34.44186735,-0.908578976,,-15.150219,-0.58631629
2.244,-25.90496448,-0.960459078,-0.960459078,-26.01922225,,-34.68034974,-0.908831564,,-15.131886,-0.54320925
2.245,-25.8595195,-0.961278451,-0.961278451,-25.97156107,,-34.92504068,-0.909087053,,-15.164358,-0.54528904
2.246,-25.81418799,-0.962099942,-0.962099942,-25.92402884,,-35.17628353,-0.90934543,,-15.148611,-0.56020701
2.247,-25.76896895,-0.962923561,-0.962923561,-25.87662445,,-35.43445095,-0.90960668,,-15.175155,-0.55316281
2.248,-25.72386141,-0.963749318,-0.963749318,-25.82934678,,-35.69994847,-0.90987079,,-15.192073,-0.54452389
2.249,-25.6788644,-0.964577226,-0.964577226,-25.78219475,,-35.97321836,-0.910137745,,-15.20155,-0.54510069
2.25,-25.63397694,-0.965407294,-0.965407294,-25.73516726,,-36.25474423,-0.910407533,,-15.251367,-0.55036843
2.251,-25.58919811,-0.966239533,-0.966239533,-25.68826325,,-36.54505637,-0.910680138,,-15.193412,-0.53694093
2.252,-25.54452695,-0.967073955,-0.967073955,-25.64148167,,-36.84473791,-0.910955548,,-15.235058,-0.55602187
2.253,-25.49996254,-0.967910572,-0.967910572,-25.59482146,,-37.1544321,-0.911233747,,-15.245193,-0.53464204
2.254,-25.45550396,-0.968749393,-0.968749393,-25.5482816,,-37.47485082,-0.911514723,,-15.228717,-0.53894997
2.255,-25.41115031,-0.969590431,-0.969590431,-25.50186106,,-37.80678471,-0.91179846,,-15.272167,-0.53321379
2.256,-25.36690068,-0.970433697,-0.970433697,-25.45555884,,-38.1511152,-0.912084946,,-15.290704,-0.57420051
2.257,-25.32275419,-0.971279203,-0.971279203,-25.40937395,,-38.50882891,-0.912374166,,-15.282657,-0.56105769
2.258,-25.27870996,-0.972126959,-0.972126959,-25.36330539,,-38.88103511,-0.912666107,,-15.288095,-0.5657323
2.259,-25.23476712,-0.972976978,-0.972976978,-25.31735219,,-39.26898674,-0.912960754,,-15.287325,-0.5524841
2.26,-25.19092481,-0.97382927,-0.97382927,-25.2715134,,-39.67410642,-0.913258093,,-15.284288,-0.54915977
2.261,-25.14718219,-0.974683849,-0.974683849,-25.22578805,,-40.09801829,-0.913558111,,-15.264827,-0.54285759
2.262,-25.10353841,-0.975540725,-0.975540725,-25.18017522,,-40.54258792,-0.913860793,,-15.297,-0.54079449
2.263,-25.05999263,-0.976399911,-0.976399911,-25.13467396,,-41.00997236,-0.914166125,,-15.284052,-0.55885231
2.264,-25.01654405,-0.977261419,-0.977261419,-25.08928337,,-41.50268399,-0.914474095,,-15.367553,-0.56032455
2.265,-24.97319184,-0.97812526,-0.97812526,-25.04400253,,-42.02367261,-0.914784687,,-15.367926,-0.53832495
2.266,-24.9299352,-0.978991446,-0.978991446,-24.99883054,,-42.57643264,-0.915097887,,-15.376698,-0.5793097
2.267,-24.88677333,-0.979859991,-0.979859991,-24.95376652,,-43.165145,-0.915413683,,-15.334336,-0.55072939
2.268,-24.84370544,-0.980730905,-0.980730905,-24.90880958,,-43.79486804,-0.915732059,,-15.380205,-0.56986928
2.269,-24.80073075,-0.981604202,-0.981604202,-24.86395886,,-44.47179907,-0.916053002,,-15.362816,-0.53878582
2.27,-24.7578485,-0.982479894,-0.982479894,-24.8192135,,-45.20363999,-0.916376498,,-15.436961,-0.58084017
2.271,-24.71505792,-0.983357994,-0.983357994,-24.77457264,,-46.00012009,-0.916702533,,-15.429829,-0.55402058
2.272,-24.67235825,-0.984238513,-0.984238513,-24.73003546,,-46.87376314,-0.917031093,,-15.414557,-0.59203821
2.273,-24.62974875,-0.985121465,-0.985121465,-24.68560112,,-47.84104562,-0.917362164,,-15.434952,-0.55829602
2.274,-24.58722867,-0.986006862,-0.986006862,-24.64126879,,-48.92420344,-0.917695732,,-15.449584,-0.55454296
2.275,-24.54479729,-0.986894717,-0.986894717,-24.59703766,,-50.1541516,-0.918031783,,-15.470243,-0.56159955
2.276,-24.50245388,-0.987785043,-0.987785043,-24.55290694,,-51.57537658,-0.918370304,,-15.438316,-0.5604496
2.277,-24.46019772,-0.988677854,-0.988677854,-24.50887581,,-53.2543658,-0.91871128,,-15.473859,-0.52537006
2.278,-24.41802811,-0.989573161,-0.989573161,-24.46494351,,-55.29388084,-0.919054697,,-15.450003,-0.53164124
2.279,-24.37594433,-0.990470979,-0.990470979,-24.42110925,,-57.85093294,-0.919400542,,-15.470933,-0.56892586
2.28,-24.33394571,-0.991371319,-0.991371319,-24.37737225,,-61.08955595,-0.919748801,,-15.466627,-0.55042231
2.281,-24.29203154,-0.992274197,-0.992274197,-24.33373177,,-64.36799105,-0.920099459,,-15.493068,-0.53883928
2.282,-24.25020116,-0.993179625,-0.993179625,-24.29018704,,-63.9800593,-0.920452503,,-15.489285,-0.52198118
2.283,-24.20845388,-0.994087616,-0.994087616,-24.24673732,,-60.56801583,-0.920807919,,-15.475065,-0.52810419
2.284,-24.16678904,-0.994998184,-0.994998184,-24.20338187,,-57.45956966,-0.921165693,,-15.518661,-0.56599975
2.285,-24.12520598,-0.995911343,-0.995911343,-24.16011997,,-55.01795507,-0.921525811,,-15.563596,-0.58304185
2.286,-24.08370404,-0.996827107,-0.996827107,-24.11695088,,-53.06526065,-0.92188826,,-15.564955,-0.56487334
2.287,-24.04228259,-0.997745489,-0.997745489,-24.07387391,,-51.45368981,-0.922253025,,-15.519336,-0.52792948
2.288,-24.00094097,-0.998666503,-0.998666503,-24.03088834,,-50.08743559,-0.922620093,,-15.609744,-0.55209702
2.289,-23.95967856,-0.999590163,-0.999590163,-23.98799347,,-48.90425179,-0.92298945,,-15.579716,-0.54706651
2.29,-23.91849473,-1.000516484,-1.000516484,-23.9451886,,-47.86223738,-0.923361081,,-15.603456,-0.56587499
2.291,-23.87738886,-1.001445479,-1.001445479,-23.90247307,,-46.93210694,-0.923734974,,-15.634288,-0.57192969
2.292,-23.83636033,-1.002377163,-1.002377163,-23.85984618,,-46.09269103,-0.924111114,,-15.653087,-0.59448224
2.293,-23.79540853,-1.003311549,-1.003311549,-23.81730727,,-45.32823602,-0.924489488,,-15.602384,-0.56995028
2.294,-23.75453287,-1.004248654,-1.004248654,-23.77485567,,-44.62672362,-0.924870081,,-15.626952,-0.57871896
2.295,-23.71373275,-1.00518849,-1.00518849,-23.73249073,,-43.97878773,-0.92525288,,-15.653171,-0.5591768
2.296,-23.67300757,-1.006131073,-1.006131073,-23.6902118,,-43.37699373,-0.925637872,,-15.698047,-0.56179494
2.297,-23.63235676,-1.007076417,-1.007076417,-23.64801823,,-42.81534515,-0.926025042,,-15.6544,-0.55736792
2.298,-23.59177973,-1.008024537,-1.008024537,-23.60590939,,-42.28893732,-0.926414377,,-15.69027,-0.53787023
2.299,-23.55127591,-1.008975449,-1.008975449,-23.56388464,,-41.79370887,-0.926805863,,-15.639163,-0.53025752
2.3,-23.51084473,-1.009929166,-1.009929166,-23.52194337,,-41.32625975,-0.927199486,,-15.721777,-0.56656528
2.301,-23.47048564,-1.010885705,-1.010885705,-23.48008496,,-40.88371556,-0.927595233,,-15.713007,-0.54631627
2.302,-23.43019807,-1.01184508,-1.01184508,-23.43830879,,-40.46362495,-0.92799309,,-15.74897,-0.53703099
2.303,-23.38998148,-1.012807306,-1.012807306,-23.39661426,,-40.06388072,-0.928393043,,-15.711381,-0.54048872
2.304,-23.34983532,-1.0137724,-1.0137724,-23.35500077,,-39.68265846,-0.928795078,,-15.741377,-0.54325485
2.305,-23.30975905,-1.014740376,-1.014740376,-23.31346774,,-39.31836827,-0.929199182,,-15.756785,-0.56232607
2.306,-23.26975213,-1.01571125,-1.01571125,-23.27201456,,-38.96961632,-0.929605342,,-15.764915,-0.55459225
2.307,-23.22981405,-1.016685038,-1.016685038,-23.23064066,,-38.63517391,-0.930013544,,-15.748681,-0.53572673
2.308,-23.18994426,-1.017661755,-1.017661755,-23.18934547,,-38.3139525,-0.930423773,,-15.756485,-0.53849536
2.309,-23.15014226,-1.018641418,-1.018641418,-23.14812841,,-38.00498316,-0.930836017,,-15.806973,-0.52581096
2.31,-23.11040753,-1.019624042,-1.019624042,-23.10698893,,-37.7073997,-0.931250262,,-15.787644,-0.54393142
2.311,-23.07073956,-1.020609644,-1.020609644,-23.06592646,,-37.42042471,-0.931666494,,-15.831313,-0.58208865
2.312,-23.03113785,-1.021598239,-1.021598239,-23.02494045,,-37.1433578,-0.932084701,,-15.857285,-0.55342919
2.313,-22.9916019,-1.022589844,-1.022589844,-22.98403036,,-36.87556578,-0.932504867,,-15.811662,-0.55605906
2.314,-22.95213121,-1.023584475,-1.023584475,-22.94319563,,-36.61647435,-0.93292698,,-15.846526,-0.54917955
